도번,LG부품,LG품명,매핑 자도번,상태,← 담당확정(수정시)
ACQ30605001,MJU66954401,"Tube,Connector",(도번직결),도번직하위,
ACQ30605001,MJU66954402,"Tube,Connector",ACQ30605001-4-1,자동매핑,
ACQ30605001,MJU66954403,"Tube,Connector",ACQ30605001-4-1,자동매핑,
ACQ30605001,MJU66954404,"Tube,Connector",(도번직결),도번직하위,
ACQ30605001,MJU66954405,"Tube,Connector",(도번직결),도번직하위,
ACQ30605001,MJU66954406,"Tube,Connector",(도번직결),도번직하위,
ACQ30605001,MJU66954409,"Tube,Connector",(도번직결),도번직하위,
ACQ30605001,MJX63991801,"Valve,Expansion Body",(도번직결),도번직하위,
ACQ30605001,MJX65116803,"Valve,Service",ACQ30605001-SUB,자동매핑,
ACQ30605001,MJX65117002,"Valve,Service",ACQ30605001-SUB,자동매핑,
ACQ30662801,4830AG4043B,Bush,(도번직결),도번직하위,
ACQ30662801,4A00114D,"Tube,Connector",(도번직결),도번직하위,
ACQ30662801,4H00006A,"Screw,Customized",ACQ30662801-SUB,자동매핑,
ACQ30662801,EAP65270705,"Coil Module,Expansion",(도번직결),도번직하위,
ACQ30662801,MCK62216102,Cover,ACQ30662801-SUB,자동매핑,
ACQ30662801,MEG66660106,"Holder,Tubing",(도번직결),도번직하위,
ACQ30662801,MJH63775701,Supporter,(도번직결),도번직하위,
ACQ30662801,MJU00722802,"Tube,Connector",ACQ30662801-16-1,자동매핑,
ACQ30662801,MJU00722803,"Tube,Connector",(도번직결),도번직하위,
ACQ30662801,MJU00722804,"Tube,Connector",(도번직결),도번직하위,
ACQ30662801,MJU00722805,"Tube,Connector",(도번직결),도번직하위,
ACQ30662801,MJU66954406,"Tube,Connector",(도번직결),도번직하위,
ACQ30662801,MJU66954411,"Tube,Connector",(도번직결),도번직하위,
ACQ30662801,MJX62472101,"Valve,Service",ACQ30662801-SUB,자동매핑,
ACQ30662801,MJX62472202,"Valve,Service",ACQ30662801-SUB,자동매핑,
ACQ30662801,MJX63991801,"Valve,Expansion Body",(도번직결),도번직하위,
ADL76734508,3H01582A,Tie,(도번직결),도번직하위,
ADL76734508,4000W4A003A,"Screw,Customized",(도번직결),도번직하위,
ADL76734508,ADL75441515,"Evaporator Assembly,Mult",(도번직결),도번직하위,
ADL76734508,AJR77184711,"Tube Assembly,Discharge(",(도번직결),도번직하위,
ADL76734508,AJR77184807,"Tube Assembly,Suction(In",(도번직결),도번직하위,
ADL76734508,EAD65212036,"Harness,Single",(도번직결),도번직하위,
ADL76734508,EBG61110729,"Thermistor Assembly,NTC",(도번직결),도번직하위,
ADL76734508,MEV37586034,"Insulator,Tube",(도번직결),도번직하위,
ADM72950701,1NHA0801206,"Nut,Common",(도번직결),도번직하위,
ADM72950701,4848A20005A,Accumulator,(도번직결),도번직하위,
ADM72950701,4H00947C,"Nut,Common",(도번직결),도번직하위,
ADM72950701,4H00972Q,"Washer,Customized",(도번직결),도번직하위,
ADM72950701,5014A30014B,"Damper,Tube",(도번직결),도번직하위,
ADM72950701,5014A30014F,"Damper,Tube",(도번직결),도번직하위,
ADM72950701,5224A20005G,Strainer,AJR73665101,자동매핑,
ADM72950701,53402025,"Tape,Filament",(도번직결),도번직하위,
ADM72950701,5410A21320S,Insulator,(도번직결),도번직하위,
ADM72950701,5410A30055V,"Insulator,Tube",(도번직결),도번직하위,
ADM72950701,5410A30055Z,"Insulator,Tube",(도번직결),도번직하위,
ADM72950701,AJR73664801,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950701,AJR73664901,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950701,AJR73665001,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950701,AJR73665101,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950701,AJR73665201,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950701,AJR73665401,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950701,MAZ63206601,Bracket,(도번직결),도번직하위,
ADM72950701,MAZ63206701,Bracket,(도번직결),도번직하위,
ADM72950701,MBL68420201,Cap,(도번직결),도번직하위,
ADM72950701,MDE61861904,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950701,MDE61901701,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950701,MEV31179314,Insulator,(도번직결),도번직하위,
ADM72950701,MEV63370701,Insulator,(도번직결),도번직하위,
ADM72950701,MEV63370702,Insulator,(도번직결),도번직하위,
ADM72950701,MEV63898401,"Insulator,Tube",(도번직결),도번직하위,
ADM72950701,MEV63898402,"Insulator,Tube",(도번직결),도번직하위,
ADM72950701,MJU62357401,"Tube,Connector",(도번직결),도번직하위,
ADM72950701,MJU62389601,"Tube,Connector",(도번직결),도번직하위,
ADM72950704,1NHA1001206,"Nut,Common",(도번직결),도번직하위,
ADM72950704,4848A20005A,Accumulator,(도번직결),도번직하위,
ADM72950704,4H00901J,"Tube,Connector",(도번직결),도번직하위,
ADM72950704,4H00972B,"Washer,Common",(도번직결),도번직하위,
ADM72950704,5014A30014F,"Damper,Tube",(도번직결),도번직하위,
ADM72950704,5210A22409A,"Tube,Connector",AJR73743901,자동매핑,
ADM72950704,5210A22409B,"Tube,Connector",AJR73744402,자동매핑,
ADM72950704,5224A20002W,Strainer,(도번직결),도번직하위,
ADM72950704,5224A20005G,Strainer,AJR73942801,자동매핑,
ADM72950704,5410A21281A,"Insulator,Tube",(도번직결),도번직하위,
ADM72950704,5410A30055S,"Insulator,Tube",(도번직결),도번직하위,
ADM72950704,5410A30055V,"Insulator,Tube",(도번직결),도번직하위,
ADM72950704,5410A30055Z,"Insulator,Tube",(도번직결),도번직하위,
ADM72950704,5410A30279A,"Insulator,Tube",(도번직결),도번직하위,
ADM72950704,5410A30279C,"Insulator,Tube",(도번직결),도번직하위,
ADM72950704,AJR73724002,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950704,AJR73724102,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950704,AJR73743901,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950704,AJR73744402,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950704,AJR73942801,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950704,AJU36719728,Valve Assembly,(도번직결),도번직하위,
ADM72950704,EBE60659003,Solenoid,(도번직결),도번직하위,
ADM72950704,MAZ63324901,Bracket,(도번직결),도번직하위,
ADM72950704,MAZ63334101,Bracket,(도번직결),도번직하위,
ADM72950704,MAZ64044501,Bracket,(도번직결),도번직하위,
ADM72950704,MBL68420201,Cap,(도번직결),도번직하위,
ADM72950704,MDE61010802,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950704,MDE61841201,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950704,MEV39836107,Insulator,(도번직결),도번직하위,
ADM72950704,MEV62050301,Insulator,(도번직결),도번직하위,
ADM72950704,MEV62050401,Insulator,(도번직결),도번직하위,
ADM72950704,MEV62128301,Insulator,(도번직결),도번직하위,
ADM72950704,MEV62128401,Insulator,(도번직결),도번직하위,
ADM72950704,MEV64478901,Insulator,(도번직결),도번직하위,
ADM72950704,MJU62287004,"Tube,Connector",(도번직결),도번직하위,
ADM72950704,MJU62287005,"Tube,Connector",(도번직결),도번직하위,
ADM72950704,MJU62326603,"Tube,Connector",(도번직결),도번직하위,
ADM72950704,MJU62326609,"Tube,Connector",(도번직결),도번직하위,
ADM72950704,MJU62326610,"Tube,Connector",(도번직결),도번직하위,
ADM72950706,1NHA1001206,"Nut,Common",(도번직결),도번직하위,
ADM72950706,4848A20005A,Accumulator,(도번직결),도번직하위,
ADM72950706,4H00006A,"Screw,Customized",(도번직결),도번직하위,
ADM72950706,4H00972B,"Washer,Common",(도번직결),도번직하위,
ADM72950706,5014A30014F,"Damper,Tube",(도번직결),도번직하위,
ADM72950706,5410A21281A,"Insulator,Tube",(도번직결),도번직하위,
ADM72950706,5410A30055S,"Insulator,Tube",(도번직결),도번직하위,
ADM72950706,5410A30055V,"Insulator,Tube",(도번직결),도번직하위,
ADM72950706,5410A30055Z,"Insulator,Tube",(도번직결),도번직하위,
ADM72950706,5410A30279A,"Insulator,Tube",(도번직결),도번직하위,
ADM72950706,5410A30279C,"Insulator,Tube",(도번직결),도번직하위,
ADM72950706,AJR73724006,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950706,AJR73724104,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950706,AJR73743904,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950706,AJR73744411,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950706,AJR73942804,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950706,AJR76563202,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950706,AJR76563302,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950706,EBE60659006,Solenoid,(도번직결),도번직하위,
ADM72950706,MAZ63324901,Bracket,(도번직결),도번직하위,
ADM72950706,MAZ63334101,Bracket,(도번직결),도번직하위,
ADM72950706,MAZ64044501,Bracket,(도번직결),도번직하위,
ADM72950706,MBL68420201,Cap,(도번직결),도번직하위,
ADM72950706,MDE62563301,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950706,MDE62563701,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950706,MEV39836107,Insulator,(도번직결),도번직하위,
ADM72950706,MEV62050301,Insulator,(도번직결),도번직하위,
ADM72950706,MEV62050401,Insulator,(도번직결),도번직하위,
ADM72950706,MEV62128301,Insulator,(도번직결),도번직하위,
ADM72950706,MEV62128401,Insulator,(도번직결),도번직하위,
ADM72950706,MEV64478901,Insulator,(도번직결),도번직하위,
ADM72950714,1NHA1001206,"Nut,Common",(도번직결),도번직하위,
ADM72950714,4848A20005A,Accumulator,(도번직결),도번직하위,
ADM72950714,4H00972B,"Washer,Common",(도번직결),도번직하위,
ADM72950714,5014A30014F,"Damper,Tube",(도번직결),도번직하위,
ADM72950714,5410A21281A,"Insulator,Tube",(도번직결),도번직하위,
ADM72950714,5410A30055S,"Insulator,Tube",(도번직결),도번직하위,
ADM72950714,5410A30055V,"Insulator,Tube",(도번직결),도번직하위,
ADM72950714,5410A30055Z,"Insulator,Tube",(도번직결),도번직하위,
ADM72950714,5410A30279A,"Insulator,Tube",(도번직결),도번직하위,
ADM72950714,5410A30279C,"Insulator,Tube",(도번직결),도번직하위,
ADM72950714,AJR73724004,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950714,AJR73724103,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950714,AJR73743901,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950714,AJR73744406,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950714,AJR73942801,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950714,AJR76563201,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950714,AJR76563301,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950714,EBE60659006,Solenoid,(도번직결),도번직하위,
ADM72950714,MAZ63324901,Bracket,(도번직결),도번직하위,
ADM72950714,MAZ63334101,Bracket,(도번직결),도번직하위,
ADM72950714,MAZ64044501,Bracket,(도번직결),도번직하위,
ADM72950714,MBL68420201,Cap,(도번직결),도번직하위,
ADM72950714,MDE61010802,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950714,MDE61841201,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950714,MEV39836107,Insulator,(도번직결),도번직하위,
ADM72950714,MEV62050301,Insulator,(도번직결),도번직하위,
ADM72950714,MEV62050401,Insulator,(도번직결),도번직하위,
ADM72950714,MEV62128301,Insulator,(도번직결),도번직하위,
ADM72950714,MEV62128401,Insulator,(도번직결),도번직하위,
ADM72950714,MEV64478901,Insulator,(도번직결),도번직하위,
ADM72950717,1NHA1001206,"Nut,Common",(도번직결),도번직하위,
ADM72950717,3H01582E,Tie,(도번직결),도번직하위,
ADM72950717,4848A20005A,Accumulator,(도번직결),도번직하위,
ADM72950717,4H00006A,"Screw,Customized",(도번직결),도번직하위,
ADM72950717,4H00972B,"Washer,Common",(도번직결),도번직하위,
ADM72950717,5014A30014F,"Damper,Tube",(도번직결),도번직하위,
ADM72950717,5410A21281A,"Insulator,Tube",(도번직결),도번직하위,
ADM72950717,5410A30055S,"Insulator,Tube",(도번직결),도번직하위,
ADM72950717,5410A30055V,"Insulator,Tube",(도번직결),도번직하위,
ADM72950717,5410A30055Z,"Insulator,Tube",(도번직결),도번직하위,
ADM72950717,5410A30279A,"Insulator,Tube",(도번직결),도번직하위,
ADM72950717,5410A30279C,"Insulator,Tube",(도번직결),도번직하위,
ADM72950717,AJR73724007,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950717,AJR73724104,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950717,AJR73743904,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950717,AJR73744411,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950717,AJR73942804,"Tube Assembly,Condenser(",(도번직결),도번직하위,
ADM72950717,AJR76563202,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950717,AJR76563303,"Tube Assembly,Evaporator",(도번직결),도번직하위,
ADM72950717,EBE60659006,Solenoid,(도번직결),도번직하위,
ADM72950717,MAZ63324901,Bracket,(도번직결),도번직하위,
ADM72950717,MAZ63334101,Bracket,(도번직결),도번직하위,
ADM72950717,MAZ64044501,Bracket,(도번직결),도번직하위,
ADM72950717,MBL68420201,Cap,(도번직결),도번직하위,
ADM72950717,MDE62563301,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950717,MDE62563701,"Exchanger,Plate",(도번직결),도번직하위,
ADM72950717,MEV39836107,Insulator,(도번직결),도번직하위,
ADM72950717,MEV62050301,Insulator,(도번직결),도번직하위,
ADM72950717,MEV62050401,Insulator,(도번직결),도번직하위,
ADM72950717,MEV62128301,Insulator,(도번직결),도번직하위,
ADM72950717,MEV62128401,Insulator,(도번직결),도번직하위,
ADM72950717,MEV64478901,Insulator,(도번직결),도번직하위,
ADM73190801,1SZZA20001L,"Screw,Customized",(도번직결),도번직하위,
ADM73190801,3H01582C,Tie,(도번직결),도번직하위,
ADM73190801,3H01582E,Tie,(도번직결),도번직하위,
ADM73190801,4010AR3071N,"Socket,Flare",(도번직결),도번직하위,
ADM73190801,4930A20053B,"Holder,Sensor",(도번직결),도번직하위,
ADM73190801,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
ADM73190801,5210A22409B,"Tube,Connector",(도번직결),도번직하위,
ADM73190801,ABA74551701,Bracket Assembly,(도번직결),도번직하위,
ADM73190801,ABA74551801,Bracket Assembly,(도번직결),도번직하위,
ADM73190801,EBD54871404,"Sensor,Flow",(도번직결),도번직하위,
ADM73190801,MAZ63872401,Bracket,(도번직결),도번직하위,
ADM73190801,MAZ63872501,Bracket,(도번직결),도번직하위,
ADM73190801,MDE61010803,"Exchanger,Plate",(도번직결),도번직하위,
ADM73190801,MEG66660103,"Holder,Tubing",(도번직결),도번직하위,
ADM73190801,MEG66660106,"Holder,Tubing",(도번직결),도번직하위,
ADM73190801,MHT62141301,"Socket,Flare",(도번직결),도번직하위,
ADM73190801,MJC57132401,Strainer,(도번직결),도번직하위,
ADM73190801,MJU62096501,"Tube,Connector",(도번직결),도번직하위,
ADM73190801,MJU63478301,"Tube,Connector",(도번직결),도번직하위,
ADM73190801,MJU63478401,"Tube,Connector",(도번직결),도번직하위,
ADM73190801,MJU63499801,"Tube,Connector",(도번직결),도번직하위,
ADM73190801,MJU63499901,"Tube,Connector",(도번직결),도번직하위,
ADM73190801,MJU63500001,"Tube,Connector",(도번직결),도번직하위,
ADM73190801,MJU63500101,"Tube,Connector",(도번직결),도번직하위,
ADM73210501,1SZZA20001L,"Screw,Customized",(도번직결),도번직하위,
ADM73210501,3H01582E,Tie,(도번직결),도번직하위,
ADM73210501,4010AR3071N,"Socket,Flare",(도번직결),도번직하위,
ADM73210501,5210A22409A,"Tube,Connector",(도번직결),도번직하위,
ADM73210501,5210A22409B,"Tube,Connector",(도번직결),도번직하위,
ADM73210501,5210A23376A,"Tube,Connector",(도번직결),도번직하위,
ADM73210501,ABA74551801,Bracket Assembly,(도번직결),도번직하위,
ADM73210501,ABA74570801,Bracket Assembly,(도번직결),도번직하위,
ADM73210501,EBD54871404,"Sensor,Flow",(도번직결),도번직하위,
ADM73210501,EBD60663824,"Sensor,Pressure",(도번직결),도번직하위,
ADM73210501,MAZ63872701,Bracket,(도번직결),도번직하위,
ADM73210501,MAZ63872801,Bracket,(도번직결),도번직하위,
ADM73210501,MDE61010802,"Exchanger,Plate",(도번직결),도번직하위,
ADM73210501,MEG66660103,"Holder,Tubing",(도번직결),도번직하위,
ADM73210501,MEG66660104,"Holder,Tubing",(도번직결),도번직하위,
ADM73210501,MEG66660105,"Holder,Tubing",(도번직결),도번직하위,
ADM73210501,MEV39836107,Insulator,(도번직결),도번직하위,
