시트,부품,역할,관측수,geom_kg,원소재min,원소재max,가공비,치수일관,geom목록
이젠터 (2),MJU63650902,제작동관,1,0.1324,1001,1001,196,True,[0.1324]
이젠터 (2),MJU63650911-1,제작동관,1,0.2303,1738,1738,259,True,[0.2303]
이젠터 (2),MJU63650911-2,제작동관,1,0.2112,1594,1594,212,True,[0.2112]
이젠터 (2),MJU63650912,제작동관,1,0.1249,944,944,188,True,[0.1249]
이젠터 (2),MJU63651002,제작동관,1,0.0102,77,77,44,True,[0.0102]
이젠터 (2),MJU63651022,제작동관,1,0.0687,520,520,119,True,[0.0687]
이젠터 (2),MJU63651023,제작동관,1,0.0185,140,140,51,True,[0.0185]
이젠터 (2),MJU63651901,제작동관,2,0.0274,207,207,61,True,[0.0274]
이젠터 (2),MJU63652002,제작동관,1,0.1462,1104,1104,124,True,[0.1462]
이젠터 (2),MJU63652005,제작동관,1,0.2685,2027,2027,223,True,[0.2685]
이젠터 (2),MJU63652006,제작동관,1,0.3522,2659,2659,268,True,[0.3522]
이젠터 (2),MJU63652007,제작동관,1,0.1462,1104,1104,124,True,[0.1462]
이젠터 (2),MJU63652009,제작동관,1,0.3291,2484,2484,225,True,[0.3291]
이젠터 (2),MJU63652010,제작동관,1,0.1598,1206,1206,134,True,[0.1598]
이젠터 (2),MJU63652011,제작동관,1,0.2809,2120,2120,166,True,[0.2809]
이젠터 (2),MJU63652012,제작동관,1,0.108,815,815,85,True,[0.108]
이젠터 (2),MJU63652013,사급부품,1,0.0,4976,4976,0,True,[]
이젠터 (2),MJU63668317,제작동관,1,0.01,77,77,60,True,[0.01]
이젠터 (2),MJU63712703,제작동관,1,0.0118,90,90,41,True,[0.0118]
이젠터 (2),MJU63712704,제작동관,1,0.0142,109,109,72,True,[0.0142]
이젠터 (2),MJU63712706,제작동관,1,0.013,100,100,72,True,[0.013]
이젠터 (2),MJU63712707,제작동관,1,0.0114,88,88,72,True,[0.0114]
이젠터 (2),MJU63712709,제작동관,1,0.013,100,100,72,True,[0.013]
이젠터 (2),MJU63712710,제작동관,1,0.0098,75,75,71,True,[0.0098]
이젠터 (2),MJU63712711,제작동관,1,0.012,92,92,35,True,[0.012]
이젠터 (2),MJU63712712,제작동관,1,0.014,108,108,70,True,[0.014]
이젠터 (2),MJU63712713,제작동관,1,0.0129,99,99,70,True,[0.0129]
이젠터 (2),MJU63712714,제작동관,1,0.0113,87,87,69,True,[0.0113]
이젠터 (2),MJU63712715,제작동관,1,0.0099,76,76,37,True,[0.0099]
이젠터 (2),MJU63712716,제작동관,1,0.0129,99,99,70,True,[0.0129]
이젠터 (2),MJU63748401,제작동관,3,0.031,206,236,75,False,"[0.0273, 0.031, 0.0312]"
이젠터 (2),MJU63748402,제작동관,4,0.0064,49,49,38,True,[0.0064]
이젠터 (2),MJU63748410,제작동관,2,0.0151,116,116,62,True,[0.0151]
이젠터 (2),MJU63748504,제작동관,1,0.0857,647,647,178,True,[0.0857]
이젠터 (2),MJU63748505,제작동관,1,0.112,845,845,138,True,[0.112]
이젠터 (2),MJU63748509,제작동관,2,0.2199,1660,1660,298,True,[0.2199]
이젠터 (2),MJU63754101,제작동관,1,0.0091,110,110,37,True,[0.0091]
이젠터 (2),MJU63788102,제작동관,1,0.1056,797,797,167,True,[0.1056]
이젠터 (2),MJU63828504,제작동관,1,0.0084,102,102,39,True,[0.0084]
이젠터 (2),MJU64027007,제작동관,2,0.0738,558,1370,233,False,"[0.0685, 0.0738]"
이젠터 (2),MJU64032302,제작동관,1,0.011,138,138,91,True,[0.011]
이젠터 (2),MJU64092901,제작동관,1,0.0327,248,248,88,True,[0.0327]
이젠터 (2),MJU64093001,제작동관,1,0.0143,108,108,41,True,[0.0143]
이젠터 (2),MJU64149902,사급부품,1,0.0,1204,1204,0,True,[]
이젠터 (2),MJU64186601,제작동관,4,0.0123,94,95,79,False,"[0.0123, 0.0124]"
이젠터 (2),MJU64186621,제작동관,4,0.0123,94,95,79,False,"[0.0123, 0.0124]"
이젠터 (2),MJU64186652,제작동관,1,0.0106,233,233,89,True,[0.0106]
이젠터 (2),MJU64186653,제작동관,1,0.0106,233,233,89,True,[0.0106]
이젠터 (2),MJU64189404,제작동관,3,0.0949,718,719,166,False,"[0.0949, 0.0952]"
이젠터 (2),MJU64189408,제작동관,1,0.0952,719,719,222,True,[0.0952]
이젠터 (2),MJU64189427,제작동관,1,0.0773,1700,1700,286,True,[0.0773]
이젠터 (2),MJU64246608,사급부품,1,0.0,568,568,0,True,[]
이젠터 (2),MJU64246609,사급부품,1,0.0,620,620,0,True,[]
이젠터 (2),MJU64246610,사급부품,1,0.0,341,341,0,True,[]
이젠터 (2),MJU64246611,사급부품,1,0.0,397,397,0,True,[]
이젠터 (2),MJU64266901,제작동관,1,0.0512,624,624,142,True,[0.0512]
이젠터 (2),MJU64350501,제작동관,2,0.008,62,62,40,True,[0.008]
이젠터 (2),MJU64350601,제작동관,2,0.0129,99,99,58,True,[0.0129]
이젠터 (2),MJU64350701,사급부품/제작동관,2,0.0737,556,730,119,True,[0.0737]
이젠터 (2),MJU64350901,사급부품/제작동관,2,0.1594,1203,1442,202,True,[0.1594]
이젠터 (2),MJU64387101,제작동관,1,0.0068,52,52,47,True,[0.0068]
이젠터 (2),MJU64388701,제작동관,1,0.0357,274,274,133,True,[0.0357]
이젠터 (2),MJU64388702,제작동관,1,0.036,276,276,133,True,[0.036]
이젠터 (2),MJU64388703,제작동관,1,0.0295,226,226,115,True,[0.0295]
이젠터 (2),MJU64388704,제작동관,1,0.0256,196,196,114,True,[0.0256]
이젠터 (2),MJU64408010,제작동관,1,0.0168,206,206,58,True,[0.0168]
이젠터 (2),MJU64408015,제작동관,1,0.0346,426,426,96,True,[0.0346]
이젠터 (2),MJU64408402,사급부품,1,0.0,755,755,0,True,[]
이젠터 (2),MJU64428601,제작동관,1,0.0149,181,181,49,True,[0.0149]
이젠터 (2),MJU64431904,사급부품/제작동관,4,0.0082,65,145,59,True,[0.0082]
이젠터 (2),MJU64431905,사급부품/제작동관,4,0.0045,36,88,40,True,[0.0045]
이젠터 (2),MJU64432303,제작동관,2,0.0591,448,1178,265,False,"[0.0591, 0.1555]"
이젠터 (2),MJU64432308,제작동관,1,0.1393,1055,1055,252,True,[0.1393]
이젠터 (2),MJU64433801,제작동관,1,0.259,1955,1955,183,True,[0.259]
이젠터 (2),MJU64433802,제작동관,1,0.2307,1741,1741,164,True,[0.2307]
이젠터 (2),MJU64449912,제작동관,1,0.1398,1701,1701,183,True,[0.1398]
이젠터 (2),MJU64449913,제작동관,1,0.0544,658,658,97,True,[0.0544]
이젠터 (2),MJU64450201,제작동관,1,0.0602,454,454,64,True,[0.0602]
이젠터 (2),MJU64450202,제작동관,2,0.0284,215,215,58,True,[0.0284]
이젠터 (2),MJU64671101,제작동관,1,0.0144,175,175,57,True,[0.0144]
이젠터 (2),MJU64671102,제작동관,1,0.0173,211,211,58,True,[0.0173]
이젠터 (2),MJU64671103,제작동관,1,0.0233,284,284,76,True,[0.0233]
이젠터 (2),MJU64671104,제작동관,1,0.033,402,402,82,True,[0.033]
이젠터 (2),MJU64671105,제작동관,1,0.0466,567,567,101,True,[0.0466]
이젠터 (2),MJU64671106,제작동관,1,0.0403,491,491,98,True,[0.0403]
이젠터 (2),MJU64671107,제작동관,1,0.0544,662,662,106,True,[0.0544]
이젠터 (2),MJU64671108,제작동관,1,0.033,402,402,144,True,[0.033]
이젠터 (2),MJU64671109,제작동관,1,0.0492,599,599,150,True,[0.0492]
이젠터 (2),MJU64687501,제작동관,1,0.0506,382,382,69,True,[0.0506]
이젠터 (2),MJU64687701,제작동관,1,0.0166,126,126,48,True,[0.0166]
이젠터 (2),MJU64688401-8301,제작동관,1,0.3331,2514,2514,331,True,[0.3331]
이젠터 (2),MJU64706601,제작동관,2,0.0169,124,128,66,False,"[0.0164, 0.0169]"
이젠터 (2),MJU64706602,제작동관,1,0.0709,535,535,79,True,[0.0709]
이젠터 (2),MJU64707301,제작동관,1,0.0387,471,471,84,True,[0.0387]
이젠터 (2),MJU64707303,제작동관,1,0.0452,342,342,107,True,[0.0452]
이젠터 (2),MJU64727001,제작동관,1,0.0427,526,526,91,True,[0.0427]
이젠터 (2),MJU64727101,제작동관,1,0.0487,600,600,109,True,[0.0487]
이젠터 (2),MJU64727201,제작동관,1,0.0555,683,683,112,True,[0.0555]
이젠터 (2),MJU64727501,제작동관,1,0.0284,358,358,76,True,[0.0284]
이젠터 (2),MJU64729901,제작동관,1,0.0289,356,356,70,True,[0.0289]
이젠터 (2),MJU64731602,제작동관,2,0.0447,339,544,163,True,[0.0447]
이젠터 (2),MJU64731603,제작동관,3,0.0329,255,400,82,False,"[0.0329, 0.0337]"
이젠터 (2),MJU64731604,제작동관,3,0.0279,212,339,78,False,"[0.0279, 0.028]"
이젠터 (2),MJU64773404,제작동관,1,0.0082,63,63,57,True,[0.0082]
이젠터 (2),MJU64790901,제작동관,1,0.0364,443,443,67,True,[0.0364]
이젠터 (2),MJU64790902,제작동관,1,0.0371,281,281,84,True,[0.0371]
이젠터 (2),MJU64790903,제작동관,1,0.0198,150,150,72,True,[0.0198]
이젠터 (2),MJU64791201,제작동관,1,0.0805,972,972,91,True,[0.0805]
이젠터 (2),MJU64791301,제작동관,2,0.072,544,544,103,True,[0.072]
이젠터 (2),MJU64791401,제작동관,1,0.0254,192,192,54,True,[0.0254]
이젠터 (2),MJU64794201,제작동관,1,0.0184,141,141,98,True,[0.0184]
이젠터 (2),MJU64794202,제작동관,1,0.0171,131,131,97,True,[0.0171]
이젠터 (2),MJU64794302,제작동관,1,0.027,205,205,103,True,[0.027]
이젠터 (2),MJU64856601,제작동관,1,0.0309,381,381,81,True,[0.0309]
이젠터 (2),MJU64856602,제작동관,1,0.0309,381,381,81,True,[0.0309]
이젠터 (2),MJU64856603,제작동관,1,0.0181,223,223,76,True,[0.0181]
이젠터 (2),MJU64856604,제작동관,1,0.0181,223,223,76,True,[0.0181]
이젠터 (2),MJU64856605,제작동관,1,0.0312,385,385,81,True,[0.0312]
이젠터 (2),MJU64856606,제작동관,1,0.0312,385,385,81,True,[0.0312]
이젠터 (2),MJU64856607,제작동관,1,0.0302,372,372,81,True,[0.0302]
이젠터 (2),MJU64856608,제작동관,1,0.0302,372,372,81,True,[0.0302]
이젠터 (2),MJU64856609,제작동관,1,0.0171,210,210,76,True,[0.0171]
이젠터 (2),MJU64856610,제작동관,1,0.0258,318,318,77,True,[0.0258]
이젠터 (2),MJU64856611,제작동관,1,0.0258,318,318,77,True,[0.0258]
이젠터 (2),MJU64856612,제작동관,1,0.0171,210,210,76,True,[0.0171]
이젠터 (2),MJU64856613,제작동관,1,0.0317,386,386,81,True,[0.0317]
이젠터 (2),MJU64868501,제작동관,2,0.0179,137,137,72,True,[0.0179]
이젠터 (2),MJU64868502,제작동관,2,0.0186,143,143,73,True,[0.0186]
이젠터 (2),MJU64868503,제작동관,1,0.0243,193,193,90,True,[0.0243]
이젠터 (2),MJU64868507,제작동관,1,0.0195,155,155,73,True,[0.0195]
이젠터 (2),MJU64868527,제작동관,3,0.0103,79,79,60,True,[0.0103]
이젠터 (2),MJU64868528,제작동관,2,0.0604,457,457,114,True,[0.0604]
이젠터 (2),MJU64868529,제작동관,1,0.2661,2012,2012,345,True,[0.2661]
이젠터 (2),MJU64868529-1,제작동관,1,0.1868,1412,1412,147,True,[0.1868]
이젠터 (2),MJU64868529-2,제작동관,1,0.0793,600,600,125,True,[0.0793]
이젠터 (2),MJU64868530,제작동관,4,0.0227,172,172,81,True,[0.0227]
이젠터 (2),MJU64868534,제작동관,1,0.0078,60,60,37,True,[0.0078]
이젠터 (2),MJU64868546,제작동관,1,0.1025,775,775,136,True,[0.1025]
이젠터 (2),MJU64868547-1,제작동관,1,0.1881,1422,1422,318,True,[0.1881]
이젠터 (2),MJU64868547-2,제작동관,1,0.0798,603,603,89,True,[0.0798]
이젠터 (2),MJU64868549,제작동관,1,0.0281,216,216,121,True,[0.0281]
이젠터 (2),MJU64868550,제작동관,1,0.0132,101,101,75,True,[0.0132]
이젠터 (2),MJU64868551,제작동관,1,0.1443,1091,1091,215,True,[0.1443]
이젠터 (2),MJU64868552,제작동관,1,0.1853,1401,1401,239,True,[0.1853]
이젠터 (2),MJU64868554,제작동관,1,0.0122,93,93,62,True,[0.0122]
이젠터 (2),MJU64868555,제작동관,1,0.0206,156,156,80,True,[0.0206]
이젠터 (2),MJU64868558,제작동관,1,0.0251,190,190,83,True,[0.0251]
이젠터 (2),MJU64868565,제작동관,1,0.0695,525,525,113,True,[0.0695]
이젠터 (2),MJU64868572,제작동관,1,0.0293,222,222,86,True,[0.0293]
이젠터 (2),MJU64875401,제작동관,1,0.1528,1850,1850,162,True,[0.1528]
이젠터 (2),MJU64875402,제작동관,1,0.0083,103,103,41,True,[0.0083]
이젠터 (2),MJU64875412,제작동관,1,0.0125,96,96,67,True,[0.0125]
이젠터 (2),MJU64875417,제작동관,1,0.0163,125,125,69,True,[0.0163]
이젠터 (2),MJU64875418,제작동관,1,0.0229,176,176,70,True,[0.0229]
이젠터 (2),MJU64920610,제작동관,1,0.0648,491,491,95,True,[0.0648]
이젠터 (2),MJU64920611,제작동관,1,0.0733,566,566,116,True,[0.0733]
이젠터 (2),MJU64926101,제작동관,1,0.076,921,921,133,True,[0.076]
이젠터 (2),MJU64926102,제작동관,1,0.0622,753,753,128,True,[0.0622]
이젠터 (2),MJU64927120,제작동관,1,0.0083,64,64,42,True,[0.0083]
이젠터 (2),MJU64927201,제작동관,1,0.0911,689,689,141,True,[0.0911]
이젠터 (2),MJU64927204,제작동관,1,0.0999,756,756,152,True,[0.0999]
이젠터 (2),MJU64927206,제작동관,1,0.066,499,499,129,True,[0.066]
이젠터 (2),MJU64927208,제작동관,2,0.1297,980,980,221,True,[0.1297]
이젠터 (2),MJU64927301,제작동관,1,0.0371,284,284,76,True,[0.0371]
이젠터 (2),MJU64927302,제작동관,1,0.0371,284,284,76,True,[0.0371]
이젠터 (2),MJU64927303,제작동관,1,0.0122,93,93,38,True,[0.0122]
이젠터 (2),MJU64927401,제작동관,1,0.0801,605,605,147,True,[0.0801]
이젠터 (2),MJU64927406,제작동관,2,0.0748,565,569,152,False,"[0.0748, 0.0753]"
이젠터 (2),MJU64934412,제작동관,1,0.0894,677,677,118,True,[0.0894]
이젠터 (2),MJU64934416,제작동관,1,0.0424,321,321,57,True,[0.0424]
이젠터 (2),MJU64987601,제작동관,1,0.1067,808,808,192,True,[0.1067]
이젠터 (2),MJU64987602,제작동관,1,0.0249,189,189,83,True,[0.0249]
이젠터 (2),MJU64988601,제작동관,1,0.2085,1576,1576,297,True,[0.2085]
이젠터 (2),MJU65026411,사급부품,1,0.0,680,680,0,True,[]
이젠터 (2),MJU65032901,제작동관,1,0.0559,423,423,180,True,[0.0559]
이젠터 (2),MJU65486408,제작동관,1,0.0274,207,207,75,True,[0.0274]
이젠터 (2),MJU65486409,제작동관,1,0.0121,92,92,61,True,[0.0121]
이젠터 (2),MJU65486419,제작동관,1,0.0275,209,209,86,True,[0.0275]
이젠터 (2),MJU65486429,제작동관,1,0.0256,194,194,77,True,[0.0256]
이젠터 (2),MJU65516603,제작동관,2,0.0127,97,104,43,False,"[0.0127, 0.0136]"
이젠터 (2),MJU65521402,제작동관,1,0.0275,207,207,56,True,[0.0275]
이젠터 (2),MJU65566501,제작동관,1,0.0425,322,322,167,True,[0.0425]
이젠터 (2),MJU65626401,제작동관,1,0.0352,266,266,78,True,[0.0352]
이젠터 (2),MJU65626402,제작동관,1,0.0589,445,445,77,True,[0.0589]
이젠터 (2),MJU65626403,제작동관,1,0.0171,129,129,52,True,[0.0171]
이젠터 (2),MJU65626404,제작동관,1,0.0201,152,152,49,True,[0.0201]
이젠터 (2),MJU65626405,제작동관,1,0.0365,276,276,83,True,[0.0365]
이젠터 (2),MJU65626506,제작동관,1,0.0761,574,574,87,True,[0.0761]
이젠터 (2),MJU65626507,제작동관,1,0.0287,217,217,57,True,[0.0287]
이젠터 (2),MJU65726805,제작동관,1,0.0118,90,90,61,True,[0.0118]
이젠터 (2),MJU65726811,제작동관,1,0.0264,203,203,89,True,[0.0264]
이젠터 (2),MJU65787401,제작동관,1,0.0547,415,415,109,True,[0.0547]
이젠터 (2),MJU65787402,제작동관,1,0.0353,267,267,95,True,[0.0353]
이젠터 (2),MJU65787403,제작동관,1,0.0308,233,233,92,True,[0.0308]
이젠터 (2),MJU65789113,제작동관,1,0.3661,2764,2764,371,True,[0.3661]
이젠터 (2),MJU65789114,제작동관,1,0.1562,1179,1179,179,True,[0.1562]
이젠터 (2),MJU65789209,사급부품,2,0.0,260,260,0,True,[]
이젠터 (2),MJU65789501,제작동관,3,0.0067,51,53,36,False,"[0.0067, 0.0069]"
이젠터 (2),MJU65846826,제작동관,1,0.0074,57,57,39,True,[0.0074]
이젠터 (2),MJU65846908,제작동관,2,0.0345,261,263,95,False,"[0.0345, 0.0347]"
이젠터 (2),MJU65846909,제작동관,2,0.0538,407,407,108,True,[0.0538]
이젠터 (2),MJU65846915,제작동관,2,0.018,136,137,61,False,"[0.018, 0.0181]"
이젠터 (2),MJU65846917,제작동관,3,0.0087,66,66,50,True,[0.0087]
이젠터 (2),MJU65846924,제작동관,2,0.0351,266,275,99,False,"[0.0351, 0.0363]"
이젠터 (2),MJU65846925,제작동관,2,0.0343,260,260,96,True,[0.0343]
이젠터 (2),MJU65846926,제작동관,2,0.0462,350,358,106,False,"[0.0462, 0.0473]"
이젠터 (2),MJU65846928,제작동관,3,0.0317,240,243,88,False,"[0.0317, 0.0321]"
이젠터 (2),MJU65846930,제작동관,2,0.0143,108,109,50,False,"[0.0143, 0.0144]"
이젠터 (2),MJU65846931,제작동관,3,0.0177,134,136,71,False,"[0.0177, 0.018]"
이젠터 (2),MJU65846934,제작동관,1,0.0428,324,324,97,True,[0.0428]
이젠터 (2),MJU65846935,제작동관,1,0.0089,67,67,48,True,[0.0089]
이젠터 (2),MJU65846936,제작동관,1,0.0243,184,184,85,True,[0.0243]
이젠터 (2),MJU65868004,제작동관,1,0.0451,341,341,103,True,[0.0451]
이젠터 (2),MJU65868005,제작동관,1,0.0501,379,379,109,True,[0.0501]
이젠터 (2),MJU65868006,제작동관,1,0.0904,683,683,170,True,[0.0904]
이젠터 (2),MJU65868007,제작동관,1,0.0654,496,496,113,True,[0.0654]
이젠터 (2),MJU65868008,제작동관,1,0.064,485,485,126,True,[0.064]
이젠터 (2),MJU65868009,제작동관,1,0.0395,299,299,112,True,[0.0395]
이젠터 (2),MJU65886301,제작동관,1,0.1833,1384,1384,437,True,[0.1833]
이젠터 (2),MJU65946701,제작동관,1,0.2064,1561,1561,230,True,[0.2064]
이젠터 (2),MJU65946702,제작동관,1,0.2215,1675,1675,240,True,[0.2215]
이젠터 (2),MJU65946703,제작동관,1,0.0403,305,305,79,True,[0.0403]
이젠터 (2),MJU65946704,제작동관,1,0.0692,523,523,116,True,[0.0692]
이젠터 (2),MJU65946705,제작동관,1,0.0655,495,495,114,True,[0.0655]
이젠터 (2),MJU66126201,제작동관,1,0.0339,256,256,82,True,[0.0339]
이젠터 (2),MJU66126301,제작동관,1,0.2701,2039,2039,427,True,[0.2701]
이젠터 (2),MJU66126401,제작동관,1,0.0502,379,379,83,True,[0.0502]
이젠터 (2),MJU66266603,제작동관,1,0.1367,1032,1032,148,True,[0.1367]
이젠터 (2),MJU66266706,제작동관,1,0.0912,689,689,133,True,[0.0912]
이젠터 (2),MJU66307201,제작동관,1,0.0891,674,674,110,True,[0.0891]
이젠터 (2),MJU66366304,제작동관,1,0.0079,61,61,70,True,[0.0079]
이젠터 (2),MJU66366305,제작동관,1,0.009,69,69,51,True,[0.009]
이젠터 (2),MJU66366308,제작동관,1,0.0136,105,105,66,True,[0.0136]
이젠터 (2),MJU66478501,제작동관,1,0.0174,347,347,60,True,[0.0174]
이젠터 (2),MJU66478801,사급부품/제작동관,4,0.0519,392,1284,106,True,[0.0519]
이젠터 (2),MJU66478901,제작동관,2,0.0191,145,145,49,True,[0.0191]
이젠터 (2),MJU66479001,제작동관,3,0.01,74,76,43,False,"[0.0097, 0.01]"
이젠터 (2),MJU66479201,사급부품/제작동관,3,0.0325,246,337,76,True,[0.0325]
이젠터 (2),MJU66507004,제작동관,1,0.0337,255,255,74,True,[0.0337]
이젠터 (2),MJU66508201,제작동관,1,0.2092,1582,1582,286,True,[0.2092]
이젠터 (2),MJU66510313,제작동관,1,0.0949,718,718,232,True,[0.0949]
이젠터 (2),MJU66510318,제작동관,1,0.0937,708,708,150,True,[0.0937]
이젠터 (2),MJU66510401,제작동관,1,0.0302,228,228,74,True,[0.0302]
이젠터 (2),MJU66510601,제작동관,1,0.3622,2734,2734,473,True,[0.3622]
이젠터 (2),MJU66510602,제작동관,2,0.1371,1035,1035,178,True,[0.1371]
이젠터 (2),MJU66510603,제작동관,2,0.1191,899,899,135,True,[0.1191]
이젠터 (2),MJU66510607,제작동관,1,0.3622,2734,2734,473,True,[0.3622]
이젠터 (2),MJU66510608,제작동관,1,0.3422,2584,2584,451,True,[0.3422]
이젠터 (2),MJU66510609,제작동관,1,0.157,1185,1185,191,True,[0.157]
이젠터 (2),MJU66510610,제작동관,1,0.0996,752,752,122,True,[0.0996]
이젠터 (2),MJU66511701,제작동관,1,0.2825,2132,2132,450,True,[0.2825]
이젠터 (2),MJU66547301,제작동관,1,0.0232,184,184,205,True,[0.0232]
이젠터 (2),MJU66567101,제작동관,2,0.0116,89,89,44,True,[0.0116]
이젠터 (2),MJU66567102,제작동관,2,0.0204,157,157,84,True,[0.0204]
이젠터 (2),MJU66567103,제작동관,2,0.0204,157,157,84,True,[0.0204]
이젠터 (2),MJU66567104,제작동관,2,0.0148,114,114,81,True,[0.0148]
이젠터 (2),MJU66567105,제작동관,2,0.0146,113,113,80,True,[0.0146]
이젠터 (2),MJU66748001,제작동관,1,0.0692,523,523,101,True,[0.0692]
이젠터 (2),MJU66748401,제작동관,1,0.2809,2120,2120,288,True,[0.2809]
이젠터 (2),MJU66748402,제작동관,1,0.104,785,785,131,True,[0.104]
이젠터 (2),MJU66748403,제작동관,1,0.2817,2126,2126,289,True,[0.2817]
이젠터 (2),MJU66748404,제작동관,1,0.1088,821,821,134,True,[0.1088]
이젠터 (2),MJU66748601,사급부품,1,0.0,3744,3744,0,True,[]
이젠터 (2),MJU66748701,제작동관,1,0.0097,75,75,41,True,[0.0097]
이젠터 (2),MJU66748702,제작동관,1,0.0175,135,135,80,True,[0.0175]
이젠터 (2),MJU66748703,제작동관,1,0.0175,135,135,80,True,[0.0175]
이젠터 (2),MJU66749608,제작동관,1,0.064,485,485,139,True,[0.064]
이젠터 (2),MJU66759906,제작동관,1,0.1022,1313,1313,202,True,[0.1022]
이젠터 (2),MJU66770001,제작동관,1,0.056,424,424,106,True,[0.056]
이젠터 (2),MJU66770002,제작동관,1,0.0311,236,236,87,True,[0.0311]
이젠터 (2),MJU66770003,제작동관,1,0.0645,488,488,129,True,[0.0645]
이젠터 (2),MJU66770101,제작동관,1,0.0373,282,282,91,True,[0.0373]
이젠터 (2),MJU66777501,제작동관,1,0.2825,2132,2132,466,True,[0.2825]
이젠터 (2),MJU66777901,제작동관,1,0.0636,482,482,112,True,[0.0636]
이젠터 (2),MJU66779304,제작동관,2,0.0152,115,115,76,True,[0.0152]
이젠터 (2),MJU66779308,제작동관,2,0.0653,484,493,99,False,"[0.0641, 0.0653]"
이젠터 (2),MJU66779315,제작동관,1,0.0081,61,61,46,True,[0.0081]
이젠터 (2),MJU66779318,제작동관,2,0.0155,118,118,59,True,[0.0155]
이젠터 (2),MJU66779319,제작동관,6,0.011,83,223,52,False,"[0.011, 0.0112]"
이젠터 (2),MJU66779320,제작동관,2,0.013,98,99,50,False,"[0.013, 0.0131]"
이젠터 (2),MJU66779501,제작동관,2,0.2669,1982,2015,365,False,"[0.2626, 0.2669]"
이젠터 (2),MJU66779502,제작동관,3,0.245,1850,1853,278,False,"[0.245, 0.2454]"
이젠터 (2),MJU66792201,제작동관,1,0.0593,449,449,102,True,[0.0593]
이젠터 (2),MJU66792301,제작동관,1,0.0972,735,735,139,True,[0.0972]
이젠터 (2),MJU66792302,제작동관,1,0.0534,403,403,94,True,[0.0534]
이젠터 (2),MJU66792303,제작동관,1,0.0395,299,299,85,True,[0.0395]
이젠터 (2),MJU66792304,제작동관,1,0.0242,183,183,57,True,[0.0242]
이젠터 (2),MJU66792501,제작동관,2,0.0085,65,113,61,False,"[0.0085, 0.0146]"
이젠터 (2),MJU66792502,제작동관,2,0.0087,66,67,47,False,"[0.0086, 0.0087]"
이젠터 (2),MJU66792503,제작동관,1,0.0122,94,94,49,True,[0.0122]
이젠터 (2),MJU66792601,제작동관,1,0.0996,754,754,145,True,[0.0996]
이젠터 (2),MJU66792603,제작동관,1,0.0959,726,726,143,True,[0.0959]
이젠터 (2),MJU66792701,제작동관,1,0.147,1112,1112,225,True,[0.147]
이젠터 (2),MJU66792702,제작동관,1,0.0244,185,185,57,True,[0.0244]
이젠터 (2),MJU66792703,제작동관,1,0.0453,343,343,89,True,[0.0453]
이젠터 (2),MJU66792704,제작동관,1,0.0838,634,634,140,True,[0.0838]
이젠터 (2),MJU66792705,제작동관,1,0.1898,1435,1435,250,True,[0.1898]
이젠터 (2),MJU66797501,제작동관,1,0.0226,174,174,105,True,[0.0226]
이젠터 (2),MJU66805505,제작동관,1,0.0065,49,49,45,True,[0.0065]
이젠터 (2),MJU66806101,제작동관,1,0.0156,118,118,51,True,[0.0156]
이젠터 (2),MJU66806102,제작동관,1,0.0312,236,236,79,True,[0.0312]
이젠터 (2),MJU66806103,제작동관,1,0.2622,1979,1979,282,True,[0.2622]
이젠터 (2),MJU66806104,제작동관,1,0.3267,2466,2466,343,True,[0.3267]
이젠터 (2),MJU66806105,제작동관,1,0.1944,1468,1468,250,True,[0.1944]
이젠터 (2),MJU66806106,제작동관,1,0.2574,1943,1943,293,True,[0.2574]
이젠터 (2),MJU66821301,제작동관,1,0.0481,364,364,110,True,[0.0481]
이젠터 (2),MJU66824906,제작동관,1,0.0439,332,332,107,True,[0.0439]
이젠터 (2),MJU66825101,제작동관,1,0.0607,459,459,114,True,[0.0607]
이젠터 (2),MJU66825102,제작동관,1,0.0156,118,118,49,True,[0.0156]
이젠터 (2),MJU66825103,제작동관,1,0.038,287,287,81,True,[0.038]
이젠터 (2),MJU66825301,제작동관,1,0.023,177,177,91,True,[0.023]
이젠터 (2),MJU66825302,제작동관,1,0.0166,128,128,52,True,[0.0166]
이젠터 (2),MJU66825401,제작동관,1,0.0211,160,160,53,True,[0.0211]
이젠터 (2),MJU66825402,제작동관,1,0.0164,124,124,50,True,[0.0164]
이젠터 (2),MJU66825403,제작동관,1,0.0886,670,670,133,True,[0.0886]
이젠터 (2),MJU66825404,제작동관,1,0.1213,917,917,185,True,[0.1213]
이젠터 (2),MJU66825405,제작동관,1,0.1092,827,827,150,True,[0.1092]
이젠터 (2),MJU66829504,제작동관,1,0.0168,218,218,131,True,[0.0168]
이젠터 (2),MJU66870601,제작동관,1,0.0693,525,525,126,True,[0.0693]
이젠터 (2),MJU66874101,제작동관,1,0.0701,531,531,190,True,[0.0701]
이젠터 (2),MJU66894810,제작동관,1,0.0105,80,80,48,True,[0.0105]
이젠터 (2),MJU66894824,제작동관,2,0.0109,82,217,54,True,[0.0109]
이젠터 (2),MJU66894825,제작동관,2,0.0115,87,230,53,True,[0.0115]
이젠터 (2),MJU66899501,사급부품,4,0.0,255,255,0,True,[]
이젠터 (2),MJU66900003,제작동관,1,0.0115,91,91,74,True,[0.0115]
이젠터 (2),MJU66900004,제작동관,1,0.0103,82,82,73,True,[0.0103]
