code,kind,phi,thick,length,copper_unit_kg,nparts
MJU64927208,부품,12.7,0.75,513.0,0.129151,
MJU64927301,부품,6.35,0.65,358.0,0.037258,
MJU64927302,부품,6.35,0.65,358.0,0.037258,
MJU64927303,부품,6.35,0.65,117.0,0.012177,
MJU64927305,부품,6.35,0.65,338.0,0.035177,
MJU64927306,부품,6.35,0.65,316.0,0.032887,
MJU64927307,부품,6.35,0.65,316.0,0.032887,
MJU64927308,부품,6.35,0.65,316.0,0.032887,
MJU64927309,부품,9.52,0.65,242.0,0.039193,
MJU64927401,부품,12.7,0.75,318.0,0.080059,
MJU64927406,부품,12.7,0.75,299.0,0.075275,
MJU64930003,부품,9.52,0.65,635.0,0.10284,
MJU64930301,부품,12.7,0.75,278.0,0.069988,
MJU64934412,부품,9.52,0.65,552.0,0.089398,
MJU64934416,부품,9.52,0.65,262.0,0.042432,
MJU64948401,부품,15.88,0.95,145.0,0.05777,
MJU64948501,부품,4.76,0.65,810.0,0.060784,
MJU64948601,부품,4.76,0.65,822.0,0.061685,
MJU64948701,부품,4.76,0.65,822.0,0.061685,
MJU64948801,부품,4.76,0.65,822.0,0.061685,
MJU64948901,부품,4.76,0.65,822.0,0.061685,
MJU64949001,부품,4.76,0.65,822.0,0.061685,
MJU64949101,부품,4.76,0.65,822.0,0.061685,
MJU64949201,부품,4.76,0.65,822.0,0.061685,
MJU64949301,부품,4.76,0.65,822.0,0.061685,
MJU64949401,부품,4.76,0.65,646.0,0.048477,
MJU64949501,부품,4.76,0.65,646.0,0.048477,
MJU64949601,부품,4.76,0.65,646.0,0.048477,
MJU64949701,부품,4.76,0.65,646.0,0.048477,
MJU64954002,부품,12.7,0.75,325.0,0.081821,
MJU64954003,부품,12.7,0.75,108.0,0.02719,
MJU64954004,부품,12.7,0.75,131.0,0.03298,
MJU64958301,부품,4.76,0.65,296.0,0.022213,
MJU64958401,부품,4.76,0.65,303.0,0.022738,
MJU64958501,부품,4.76,0.65,306.0,0.022963,
MJU64958601,부품,4.76,0.65,303.0,0.022738,
MJU64958701,부품,4.76,0.65,296.0,0.022213,
MJU64958801,부품,4.76,0.65,292.0,0.021912,
MJU64958901,부품,4.0,0.6,218.0,0.012492,
MJU64959101,부품,9.52,0.65,182.0,0.029475,
MJU64959102,부품,9.52,0.65,153.0,0.024779,
MJU64959103,부품,9.52,0.65,102.0,0.016519,
MJU64959104,부품,9.52,0.65,176.0,0.028504,
MJU64959109,부품,9.52,0.65,171.0,0.027694,
MJU64959110,부품,9.52,0.65,148.0,0.023969,
MJU64959111,부품,9.52,0.65,98.0,0.015871,
MJU64959112,부품,9.52,0.65,171.0,0.027694,
MJU64959113,부품,9.52,0.65,166.0,0.026884,
MJU64959114,부품,9.52,0.65,133.0,0.02154,
MJU64959115,부품,9.52,0.65,106.0,0.017167,
MJU64959116,부품,9.52,0.65,172.0,0.027856,
MJU64959134,부품,9.52,0.55,170.0,0.023559,
MJU64959135,부품,9.52,0.55,148.0,0.02051,
MJU64959136,부품,9.52,0.55,98.0,0.013581,
MJU64959137,부품,9.52,0.55,170.0,0.023559,
MJU64959138,부품,9.52,0.55,166.0,0.023005,
MJU64959139,부품,9.52,0.55,133.0,0.018431,
MJU64959140,부품,9.52,0.55,106.0,0.01469,
MJU64959141,부품,9.52,0.55,172.0,0.023836,
MJU64961301,부품,7.0,0.65,120.0,0.013913,
MJU64961302,부품,7.0,0.65,116.0,0.013449,
MJU64961303,부품,7.0,0.65,113.0,0.013101,
MJU64961304,부품,7.0,0.65,116.0,0.013449,
MJU64961305,부품,7.0,0.65,120.0,0.013913,
MJU64961306,부품,7.0,0.65,126.0,0.014609,
MJU64963001,부품,6.35,0.65,153.0,0.015923,
MJU64963704,부품,9.52,0.65,220.0,0.03563,
MJU64963705,부품,6.35,0.65,225.0,0.023417,
MJU64963706,부품,6.35,0.65,159.0,0.016548,
MJU64963707,부품,6.35,0.65,178.0,0.018525,
MJU64963708,부품,6.35,0.65,134.0,0.013946,
MJU64963709,부품,6.35,0.65,193.0,0.020086,
MJU64963710,부품,6.35,0.65,174.0,0.018109,
MJU64963801,부품,12.7,0.75,55.0,0.013847,
MJU64963802,부품,12.7,0.75,315.0,0.079303,
MJU64963803,부품,12.7,0.75,413.0,0.103975,
MJU64963804,부품,12.7,0.75,157.0,0.039526,
MJU64963805,부품,12.7,0.75,615.0,0.15483,
MJU64963806,부품,12.7,0.75,412.0,0.103724,
MJU64963807,부품,9.52,0.65,568.0,0.091989,
MJU64963808,부품,9.52,0.65,426.0,0.068992,
MJU64964201,부품,9.52,0.65,325.0,0.052635,
MJU64964203,부품,12.7,0.75,176.0,0.044309,
MJU64964204,부품,15.88,0.95,785.0,0.312755,
MJU64964217,부품,9.52,0.65,445.0,0.072069,
MJU64964218,부품,12.7,0.75,385.0,0.096926,
MJU64964401,부품,7.94,0.65,578.0,0.076934,
MJU64964402,부품,7.94,0.65,413.0,0.054972,
MJU64964403,부품,6.35,0.65,175.0,0.018213,
MJU64967601,부품,9.52,1.45,439.0,0.144297,
MJU64967801,부품,6.35,0.65,129.0,0.013425,
MJU64967901,부품,6.35,0.65,325.0,0.033824,
MJU64970601,부품,9.52,0.65,240.0,0.038869,
MJU64979001,부품,9.52,0.65,388.0,0.062838,
MJU64979006,부품,9.52,0.65,436.0,0.070611,
MJU64979301,부품,9.52,0.65,477.0,0.077252,
MJU64979302,부품,9.52,0.65,461.0,0.07466,
MJU64979304,부품,9.52,0.65,63.0,0.010203,
MJU64979305,부품,6.35,0.65,480.0,0.049955,
MJU64980003,부품,9.52,0.65,482.0,0.078061,
MJU64980004,부품,9.52,0.65,294.0,0.047614,
MJU64980101,부품,6.35,0.65,85.0,0.008846,
MJU64980102,부품,6.35,0.65,173.0,0.018005,
MJU64980103,부품,9.52,0.65,138.0,0.022349,
MJU64980104,부품,9.52,0.65,373.0,0.060408,
MJU64980105,부품,9.52,0.65,154.0,0.024941,
MJU64987001,부품,7.94,0.65,127.0,0.016904,
MJU64987002,부품,7.94,0.65,117.0,0.015573,
MJU64987003,부품,9.52,0.65,176.0,0.028504,
MJU64987004,부품,9.52,0.65,496.0,0.080329,
MJU64987101,부품,7.0,0.65,102.0,0.011826,
MJU64987103,부품,7.0,0.65,199.0,0.023072,
MJU64987504,부품,7.94,0.65,911.0,0.121258,
MJU64987505,부품,6.35,0.65,175.0,0.018213,
MJU64987601,부품,9.52,0.65,659.0,0.106727,
MJU64987602,부품,9.52,0.65,154.0,0.024941,
MJU64987801,부품,6.35,0.65,203.0,0.021127,
MJU64987802,부품,6.35,0.65,114.0,0.011864,
MJU64988301,부품,15.88,0.95,433.0,0.172513,
MJU64988401,부품,9.52,0.65,256.0,0.04146,
MJU64988601,부품,12.7,0.75,827.0,0.208203,
MJU64988901,부품,9.52,0.65,670.0,0.108508,
MJU65008103,부품,12.7,0.75,165.0,0.04154,
MJU65008104,부품,12.7,0.75,302.0,0.076031,
MJU65008105,부품,12.7,0.75,461.0,0.11606,
MJU65008407,부품,9.52,0.65,434.0,0.070288,
MJU65008408,부품,7.94,0.65,284.0,0.037802,
MJU65008409,부품,9.52,0.65,321.0,0.051987,
MJU65008410,부품,9.52,0.65,431.0,0.069802,
MJU65008411,부품,12.7,0.75,422.0,0.106241,
MJU65008412,부품,12.7,0.75,1028.0,0.258806,
MJU65010303,부품,9.52,0.65,282.0,0.045671,
MJU65010502,부품,4.76,0.65,159.0,0.011932,
MJU65010503,부품,4.76,0.65,169.0,0.012682,
MJU65010504,부품,4.76,0.65,127.0,0.00953,
MJU65010505,부품,4.76,0.65,150.0,0.011256,
MJU65026201,부품,6.35,0.65,148.0,0.015403,
MJU65026202,부품,6.35,0.65,68.0,0.007077,
MJU65028502,부품,12.7,0.75,100.0,0.025176,
MJU65028503,부품,12.7,0.75,54.0,0.013595,
MJU65028702,부품,12.7,0.75,607.0,0.152816,
MJU65029701,부품,6.35,0.65,295.0,0.030702,
MJU65030601,부품,9.52,0.65,131.0,0.021216,
MJU65030602,부품,9.52,0.65,261.0,0.04227,
MJU65030603,부품,9.52,0.65,117.0,0.018948,
MJU65030604,부품,9.52,0.65,101.0,0.016357,
MJU65030901,부품,4.76,0.65,250.0,0.018761,
MJU65030902,부품,4.76,0.65,483.0,0.036245,
MJU65030903,부품,4.76,0.65,1010.0,0.075793,
MJU65030904,부품,4.76,0.65,1177.0,0.088325,
MJU65030905,부품,4.76,0.65,1124.0,0.084348,
MJU65030906,부품,4.0,0.6,940.0,0.053865,
MJU65030907,부품,4.0,0.6,1070.0,0.061315,
MJU65030908,부품,4.0,0.6,1200.0,0.068764,
MJU65030909,부품,4.0,0.6,1100.0,0.063034,
MJU65030910,부품,4.0,0.6,1100.0,0.063034,
MJU65030911,부품,4.0,0.6,1615.0,0.092545,
MJU65030912,부품,4.0,0.6,1745.0,0.099995,
MJU65030913,부품,4.0,0.6,1795.0,0.10286,
MJU65030914,부품,6.35,0.65,381.0,0.039652,
MJU65030915,부품,6.35,0.65,150.0,0.015611,
MJU65032003,부품,6.35,0.65,134.0,0.013946,
MJU65032901,부품,9.52,0.65,345.0,0.055874,
MJU65032902,부품,9.52,0.65,620.0,0.100411,
MJU65033014,부품,4.76,0.65,209.0,0.015684,
MJU65033015,부품,4.76,0.65,119.0,0.00893,
MJU65033016,부품,4.76,0.65,157.0,0.011782,
MJU6503304,부품,6.35,0.65,60.0,0.006244,
MJU65034225,부품,12.7,0.75,306.0,0.077038,
MJU65034227,부품,12.7,0.75,701.0,0.176481,
MJU65034228,부품,12.7,0.75,555.0,0.139725,
MJU65048401,부품,7.0,0.65,135.0,0.015652,
MJU65048501,부품,7.0,0.65,197.0,0.02284,
MJU65048502,부품,7.0,0.65,84.0,0.009739,
MJU65048504,부품,7.0,0.65,156.0,0.018087,
MJU65048701,부품,7.0,0.65,115.0,0.013333,
MJU65048703,부품,9.52,1.45,173.0,0.056864,
MJU65048704,부품,6.35,0.65,100.0,0.010407,
MJU65048705,부품,9.52,0.65,312.0,0.050529,
MJU65048708,부품,9.52,1.45,160.0,0.052591,
MJU65146102,부품,12.7,0.75,50.0,0.012588,
MJU65146131,부품,12.7,0.75,292.0,0.073513,
MJU65146132,부품,4.76,0.65,230.0,0.01726,
MJU65146134,부품,4.76,0.65,173.0,0.012982,
MJU65146135,부품,4.76,0.65,69.0,0.005178,
MJU65149401,부품,9.52,0.65,66.0,0.010689,
MJU65149402,부품,12.7,0.75,246.0,0.061932,
MJU65149403,부품,7.94,0.65,74.0,0.00985,
MJU65149407,부품,7.94,0.65,67.0,0.008918,
MJU65167103,부품,12.7,0.75,35.0,0.008811,
MJU65167104,부품,15.88,0.95,277.0,0.110361,
MJU65187804,부품,12.7,0.75,391.0,0.098437,
MJU65187805,부품,12.7,0.75,567.0,0.142746,
MJU65187816,부품,12.7,0.75,625.0,0.157348,
MJU65187817,부품,12.7,0.75,531.0,0.133683,
MJU65187818,부품,12.7,0.75,845.0,0.212734,
MJU65207201,부품,6.35,0.9,305.0,0.042023,
MJU65207202,부품,6.35,0.9,355.0,0.048912,
MJU65207301,부품,9.52,1.45,154.0,0.050619,
MJU65207302,부품,9.52,1.45,51.0,0.016763,
MJU65207303,부품,9.52,0.65,128.0,0.02073,
MJU65207304,부품,9.52,1.45,159.0,0.052263,
MJU65247405,부품,5.0,0.65,90.0,0.007148,
MJU65247408,부품,5.0,0.65,60.0,0.004765,
MJU65247409,부품,5.0,0.65,160.0,0.012708,
MJU65286901,부품,6.35,0.65,75.0,0.007806,
MJU65286902,부품,6.35,0.65,70.0,0.007285,
MJU65286903,부품,6.35,0.65,294.0,0.030598,
MJU65286904,부품,6.35,0.65,143.0,0.014883,
MJU65468501,부품,12.7,0.75,586.0,0.147529,
MJU65486401,부품,12.7,0.75,85.0,0.021399,
MJU65486405,부품,12.7,0.75,95.0,0.023917,
MJU65486408,부품,9.52,0.65,169.0,0.02737,
MJU65486409,부품,9.52,0.65,75.0,0.012146,
MJU65486416,부품,9.52,1.45,210.0,0.069026,
MJU65486418,부품,6.35,0.65,113.0,0.01176,
MJU65486419,부품,9.52,0.65,170.0,0.027532,
MJU65486429,부품,9.52,0.65,154.0,0.024941,
MJU65486430,부품,9.52,0.65,66.0,0.010689,
MJU65516603,부품,6.35,0.65,120.0,0.012489,
MJU65516626,부품,6.35,0.65,65.0,0.006765,
MJU65516635,부품,9.52,0.65,998.0,0.161629,
MJU65517901,부품,9.52,0.65,103.0,0.016681,
MJU65517902,부품,9.52,0.65,121.0,0.019596,
MJU65517903,부품,9.52,0.65,511.0,0.082758,
MJU65517904,부품,9.52,0.65,223.0,0.036115,
MJU65517905,부품,9.52,0.65,255.0,0.041298,
MJU65517906,부품,9.52,0.65,447.0,0.072393,
MJU65517907,부품,9.52,0.65,416.0,0.067372,
MJU65517908,부품,9.52,0.65,239.0,0.038707,
MJU65517909,부품,9.52,0.65,158.0,0.025589,
MJU65517910,부품,9.52,0.65,249.0,0.040326,
MJU65517911,부품,9.52,0.65,192.0,0.031095,
MJU65517912,부품,9.52,0.65,179.0,0.02899,
MJU65517913,부품,9.52,0.65,199.0,0.032229,
MJU65517914,부품,9.52,0.55,100.0,0.013858,
MJU65517915,부품,9.52,0.55,118.0,0.016353,
MJU65517916,부품,9.52,0.55,510.0,0.070677,
MJU65517917,부품,9.52,0.55,218.0,0.030211,
MJU65517918,부품,9.52,0.55,253.0,0.035061,
MJU65517919,부품,9.52,0.55,443.0,0.061392,
MJU65517920,부품,9.52,0.55,414.0,0.057373,
MJU65517921,부품,9.52,0.55,235.0,0.032567,
MJU65517922,부품,9.52,0.55,154.0,0.021342,
MJU65517923,부품,9.52,0.55,248.0,0.034368,
MJU65517924,부품,9.52,0.55,185.0,0.025638,
MJU65517925,부품,9.52,0.55,174.0,0.024113,
MJU65517927,부품,9.52,0.55,504.0,0.069845,
MJU65520102,부품,6.35,0.65,186.0,0.019358,
MJU65521402,부품,19.05,0.95,59.0,0.028497,
MJU65533902,부품,9.52,0.55,203.0,0.028132,
MJU65534002,부품,9.52,0.55,222.0,0.030765,
MJU65566501,부품,12.7,0.75,169.0,0.042547,
MJU65566601,부품,12.7,0.75,216.0,0.054379,
MJU65566701,부품,9.52,0.65,814.0,0.13183,
MJU65587603,부품,4.76,0.65,133.0,0.009981,
MJU65587701,부품,12.7,0.75,72.0,0.018126,
MJU65587801,부품,15.88,0.95,252.0,0.1004,
MJU65587802,부품,15.88,0.95,252.0,0.1004,
MJU65588301,부품,12.7,0.75,720.0,0.181265,
MJU65588302,부품,12.7,0.75,733.0,0.184538,
MJU65588303,부품,12.7,0.75,343.0,0.086353,
MJU65588304,부품,12.7,0.75,545.0,0.137207,
MJU65588305,부품,12.7,0.75,555.0,0.139725,
MJU65588306,부품,12.7,0.75,136.0,0.034239,
MJU65588307,부품,12.7,0.75,277.0,0.069737,
MJU65588308,부품,12.7,0.75,277.0,0.069737,
MJU65588310,부품,9.52,1.45,366.0,0.120302,
MJU65626403,부품,12.7,0.75,68.0,0.017119,
MJU65626404,부품,12.7,0.75,80.0,0.020141,
MJU65626405,부품,12.7,0.75,145.0,0.036505,
MJU65626503,부품,15.88,0.95,115.0,0.045818,
MJU65626504,부품,15.88,0.95,354.0,0.141039,
MJU65626509,부품,15.88,0.95,85.0,0.033865,
MJU65626510,부품,12.7,0.75,231.0,0.058156,
MJU65626701,부품,9.52,0.65,128.0,0.02073,
MJU65626702,부품,9.52,0.65,140.0,0.022673,
MJU65626703,부품,9.52,0.65,301.0,0.048748,
MJU65626704,부품,9.52,0.65,148.0,0.023969,
MJU65626705,부품,9.52,0.65,63.0,0.010203,
MJU65630503,부품,9.52,0.65,597.0,0.096686,
MJU65630504,부품,9.52,0.65,109.0,0.017653,
MJU65630505,부품,9.52,0.65,156.0,0.025265,
MJU65686703,부품,9.52,0.65,677.0,0.109642,
MJU65686706,부품,9.52,1.45,69.0,0.02268,
MJU65687003,부품,6.35,0.9,66.0,0.009094,
MJU65707409,부품,15.88,0.95,312.0,0.124305,
MJU65707410,부품,9.52,0.65,282.0,0.045671,
MJU65707414,부품,9.52,0.65,568.0,0.091989,
MJU65707420,부품,15.88,0.95,242.0,0.096416,
MJU65707421,부품,9.52,0.65,706.0,0.114339,
MJU65707422,부품,15.88,0.95,241.0,0.096018,
MJU65707423,부품,15.88,0.95,246.0,0.09801,
MJU65707424,부품,15.88,0.95,246.0,0.09801,
MJU65707426,부품,9.52,0.65,700.0,0.113367,
MJU65726803-1,부품,12.7,0.75,67.0,0.016868,
MJU65726805,부품,6.35,0.65,113.0,0.01176,
MJU65726811,부품,6.35,0.65,254.0,0.026435,
MJU65749501,부품,12.7,0.75,835.0,0.210217,
MJU65749601,부품,6.35,0.65,122.0,0.012697,
MJU65749701,부품,6.35,0.65,132.0,0.013738,
MJU65749702,부품,7.94,0.65,926.0,0.123255,
MJU65749703,부품,6.35,0.65,142.0,0.014778,
MJU65749902,부품,5.0,0.65,71.0,0.005639,
MJU65749904,부품,5.0,0.65,57.0,0.004527,
MJU65766110,부품,7.0,0.65,161.0,0.018667,
MJU65766111,부품,9.52,0.65,324.0,0.052473,
MJU65766112,부품,7.0,0.65,185.0,0.021449,
MJU65766113,부품,9.52,0.65,234.0,0.037897,
MJU65787401,부품,9.52,0.65,338.0,0.05474,
MJU65787402,부품,9.52,0.65,218.0,0.035306,
MJU65787403,부품,9.52,0.65,190.0,0.030771,
MJU65787407,부품,12.7,0.75,234.0,0.058911,
MJU65787707,부품,12.7,0.75,253.0,0.063694,
MJU65787708,부품,12.7,0.75,264.0,0.066464,
MJU65787709,부품,12.7,0.75,324.0,0.081569,
MJU65789107,부품,19.05,0.95,912.0,0.440503,
MJU65789108,부품,19.05,0.95,397.0,0.191754,
MJU65789113,부품,15.88,0.95,919.0,0.366143,
MJU65789114,부품,15.88,0.95,392.0,0.156178,
MJU65789209,부품,7.0,0.41,99.0,0.007514,
MJU65789501,부품,6.35,0.65,66.0,0.006869,
MJU65846826,부품,7.0,0.65,64.0,0.00742,
MJU65846908,부품,9.52,0.65,214.0,0.034658,
MJU65846909,부품,9.52,0.65,332.0,0.053768,
MJU65846912,부품,9.52,0.65,151.0,0.024455,
MJU65846913,부품,9.52,0.65,201.0,0.032553,
MJU65846914,부품,9.52,0.65,172.0,0.027856,
MJU65846915,부품,9.52,0.65,110.0,0.017815,
MJU65846916,부품,9.52,0.65,350.0,0.056684,
MJU65846917,부품,9.52,0.65,54.0,0.008745,
MJU65846918,부품,9.52,0.65,269.0,0.043565,
MJU65846919,부품,9.52,0.65,108.0,0.017491,
MJU65846920,부품,9.52,0.65,125.0,0.020244,
MJU65846921,부품,9.52,0.65,154.0,0.024941,
MJU65846922,부품,9.52,0.65,77.0,0.01247,
MJU65846923,부품,9.52,0.65,359.0,0.058141,
MJU65846924,부품,9.52,0.65,217.0,0.035144,
MJU65846925,부품,9.52,0.65,212.0,0.034334,
MJU65846926,부품,9.52,0.65,285.0,0.046157,
MJU65846928,부품,9.52,0.65,196.0,0.031743,
MJU65846930,부품,9.52,0.65,88.0,0.014252,
MJU65846931,부품,9.52,0.65,109.0,0.017653,
MJU65846934,부품,9.52,0.65,264.0,0.042756,
MJU65846935,부품,9.52,0.65,55.0,0.008907,
MJU65846936,부품,9.52,0.65,150.0,0.024293,
MJU65849601,부품,9.52,0.65,74.0,0.011985,
MJU65868001,부품,9.52,0.65,139.0,0.022511,
MJU65868004,부품,12.7,0.75,180.0,0.045316,
MJU65868005,부품,12.7,0.75,199.0,0.0501,
MJU65868006,부품,12.7,0.75,359.0,0.090381,
MJU65868007,부품,9.52,0.65,400.0,0.064781,
MJU65868008,부품,9.52,0.65,394.0,0.063809,
MJU65868009,부품,9.52,0.65,245.0,0.039678,
MJU65868010,부품,9.52,0.65,333.0,0.05393,
MJU65868011,부품,9.52,0.65,142.0,0.022997,
MJU65868012,부품,9.52,0.65,200.0,0.032391,
MJU65868013,부품,6.35,0.65,60.0,0.006244,
MJU65868015,부품,6.35,0.65,127.0,0.013217,
MJU65868016,부품,6.35,0.65,105.0,0.010928,
MJU65868017,부품,6.35,0.65,110.0,0.011448,
MJU65868018,부품,4.76,0.65,223.0,0.016734,
MJU65868529,부품,12.7,0.75,1057.0,0.266107,
MJU65886301,부품,15.88,0.95,453.0,0.180482,
MJU65946701,부품,12.7,0.75,820.0,0.20644,
MJU65946702,부품,12.7,0.75,880.0,0.221546,
MJU65946703,부품,12.7,0.75,160.0,0.040281,
MJU65946704,부품,12.7,0.75,275.0,0.069233,
MJU65946705,부품,12.7,0.75,260.0,0.065457,
MJU65986405,부품,6.35,0.65,433.0,0.045064,
MJU66006801,부품,12.7,0.75,145.0,0.036505,
MJU66006802,부품,6.35,0.65,595.0,0.061924,
MJU66126201,부품,15.88,0.95,85.0,0.033865,
MJU66126301,부품,15.88,0.95,678.0,0.270125,
MJU66126401,부품,15.88,0.95,130.0,0.051794,
MJU66146122,부품,12.7,0.75,245.0,0.06168,
MJU66166605,부품,9.52,0.65,147.0,0.023807,
MJU66266601,부품,15.88,0.95,437.0,0.174107,
MJU66266602,부품,15.88,0.95,466.0,0.185661,
MJU66266603,부품,15.88,0.95,343.0,0.136656,
MJU66266604,부품,15.88,0.95,520.0,0.207176,
MJU66266605,부품,19.05,0.95,214.0,0.103364,
MJU66266606,부품,15.88,0.95,733.0,0.292038,
MJU66266607,부품,15.88,0.95,55.0,0.021913,
MJU66266609,부품,15.88,0.95,278.0,0.110759,
MJU66266610,부품,15.88,0.95,658.0,0.262157,
MJU66266611,부품,15.88,0.95,772.0,0.307576,
MJU66266613,부품,15.88,0.95,214.0,0.085261,
MJU66266618,부품,15.88,0.95,472.0,0.188052,
MJU66266701,부품,15.88,0.95,258.0,0.102791,
MJU66266702,부품,15.88,0.95,446.0,0.177693,
MJU66266706,부품,15.88,0.95,229.0,0.091237,
MJU66266707,부품,15.88,0.95,426.0,0.169725,
MJU66267601,부품,12.7,0.75,767.0,0.193097,
MJU66267602,부품,12.7,0.75,793.0,0.199643,
MJU66267603,부품,12.7,0.75,223.0,0.056142,
MJU66267604,부품,9.52,0.65,270.0,0.043727,
MJU66267605,부품,9.52,0.65,1076.0,0.174261,
MJU66267606,부품,6.35,0.65,147.0,0.015299,
MJU66267607,부품,9.52,0.65,115.0,0.018625,
MJU66267608,부품,6.35,0.65,187.0,0.019462,
MJU66267609,부품,6.35,0.65,260.0,0.027059,
MJU66267610,부품,6.35,0.65,152.0,0.015819,
MJU66267611,부품,6.35,0.65,233.0,0.024249,
MJU66267612,부품,6.35,0.65,114.0,0.011864,
MJU66267613,부품,6.35,0.65,203.0,0.021127,
MJU66267614,부품,4.76,0.65,330.0,0.024764,
MJU66267627,부품,6.35,0.65,104.0,0.010824,
MJU66267637,부품,6.35,0.65,177.0,0.018421,
MJU66267648,부품,9.52,0.65,1071.0,0.173452,
MJU66290604,부품,12.7,0.75,247.0,0.062184,
MJU66290606,부품,12.7,0.75,100.0,0.025176,
MJU66307102,부품,9.52,0.65,440.0,0.071259,
MJU66307103,부품,9.52,0.65,260.0,0.042108,
MJU66307104,부품,9.52,0.65,206.0,0.033362,
MJU66307105,부품,9.52,0.65,152.0,0.024617,
MJU66366302,부품,12.7,0.75,282.0,0.070995,
MJU66366303,부품,7.94,0.65,161.0,0.02143,
MJU66366304,부품,6.35,0.65,76.0,0.00791,
MJU66366305,부품,6.35,0.65,86.0,0.00895,
MJU66366306,부품,9.52,1.45,94.0,0.030897,
MJU66366308,부품,6.35,0.65,131.0,0.013634,
MJU66366801,부품,15.88,0.95,455.0,0.181279,
MJU66366802,부품,15.88,0.95,162.0,0.064543,
MJU66366804,부품,9.52,0.65,213.0,0.034496,
MJU66366805,부품,9.52,0.65,112.0,0.018139,
MJU66366806,부품,6.35,0.65,214.0,0.022272,
MJU66366807,부품,6.35,0.65,166.0,0.017276,
MJU66366812,부품,7.94,0.65,425.0,0.056569,
MJU66366813,부품,9.52,0.65,136.0,0.022026,
MJU66366814,부품,6.35,0.65,164.0,0.017068,
MJU66466701,부품,6.35,0.65,275.0,0.02862,
MJU66466702,부품,6.35,0.55,274.0,0.024552,
MJU66466801,부품,6.35,0.65,248.0,0.02581,
MJU66466802,부품,6.35,0.55,246.0,0.022043,
MJU66466901,부품,6.35,0.65,230.0,0.023937,
MJU66466902,부품,6.35,0.55,228.0,0.02043,
MJU66467001,부품,6.35,0.65,278.0,0.028932,
MJU66467002,부품,6.35,0.55,279.0,0.025,
MJU66467201,부품,6.35,0.65,230.0,0.023937,
MJU66467202,부품,6.35,0.55,230.0,0.02061,
MJU66467301,부품,6.35,0.65,242.0,0.025186,
MJU66467302,부품,6.35,0.55,249.0,0.022312,
MJU66467401,부품,6.35,0.65,278.0,0.028932,
MJU66467402,부품,6.35,0.55,280.0,0.02509,
MJU66467501,부품,6.35,0.65,310.0,0.032263,
MJU66467502,부품,6.35,0.55,317.0,0.028405,
MJU66467601,부품,4.76,0.65,890.0,0.066788,
MJU66467701,부품,4.76,0.65,902.0,0.067688,
MJU66467801,부품,4.76,0.65,902.0,0.067688,
MJU66467901,부품,4.76,0.65,902.0,0.067688,
MJU66468001,부품,4.76,0.65,764.0,0.057332,
MJU66468101,부품,4.76,0.65,764.0,0.057332,
MJU66468201,부품,4.76,0.65,764.0,0.057332,
MJU66468301,부품,4.76,0.65,764.0,0.057332,
MJU66468401,부품,4.76,0.65,764.0,0.057332,
MJU66468501,부품,4.76,0.65,589.0,0.0442,
MJU66468601,부품,4.76,0.65,589.0,0.0442,
MJU66468701,부품,4.76,0.65,589.0,0.0442,
MJU66468801,부품,4.76,0.65,589.0,0.0442,
MJU66470001,부품,9.52,0.65,160.0,0.025912,
MJU66471101,부품,12.7,0.75,1051.0,0.264596,
MJU66471701,부품,9.52,0.65,168.0,0.027208,
MJU66471702,부품,9.52,0.65,190.0,0.030771,
MJU66471703,부품,9.52,0.65,376.0,0.060894,
MJU66471704,부품,9.52,0.65,148.0,0.023969,
MJU66471705,부품,9.52,0.65,242.0,0.039193,
MJU66471706,부품,9.52,0.65,259.0,0.041946,
MJU66471707,부품,9.52,0.65,199.0,0.032229,
MJU66476601,부품,9.52,0.65,222.0,0.035954,
MJU66478115,부품,22.22,1.15,220.0,0.14974,
MJU66478201,부품,9.52,0.65,203.0,0.032876,
MJU66478202,부품,12.7,0.75,178.0,0.044813,
MJU66478203,부품,12.7,0.75,173.0,0.043554,
MJU66478204,부품,12.7,0.75,181.0,0.045568,
MJU66478401,부품,12.7,0.75,771.0,0.194104,
MJU66478402,부품,12.7,0.75,737.0,0.185545,
MJU66478403,부품,12.7,0.75,805.0,0.202664,
MJU66478404,부품,12.7,0.75,733.0,0.184538,
MJU66478501,부품,12.7,0.75,68.0,0.017119,
MJU66478701,부품,15.88,0.95,368.0,0.146617,
MJU66478801,부품,12.7,0.75,204.0,0.051358,
MJU66478901,부품,9.52,0.65,115.0,0.018625,
MJU66479001,부품,9.52,0.65,62.0,0.010041,
MJU66479101,부품,12.7,0.75,231.0,0.058156,
MJU66479201,부품,12.7,0.75,128.0,0.032225,
MJU66479301,부품,12.7,0.75,585.0,0.147278,
MJU66479401,부품,9.52,0.65,273.0,0.044213,
MJU66479501,부품,9.52,0.65,205.0,0.0332,
MJU66479601,부품,9.52,0.65,115.0,0.018625,
MJU66479701,부품,9.52,0.65,170.0,0.027532,
MJU66479801,부품,15.88,0.95,328.0,0.13068,
MJU66479802,부품,15.88,0.95,364.0,0.145023,
MJU66479803,부품,15.88,0.95,343.0,0.136656,
MJU66479901,부품,15.88,0.95,245.0,0.097612,
MJU66480602,부품,9.52,1.45,432.0,0.141996,
MJU66480701,부품,9.52,1.45,73.0,0.023995,
MJU66480703,부품,9.52,1.45,121.0,0.039772,
