협력사,품번,품명,metal,DxTxL
대원산업,5210A23089A,pinch off,CU,6.35x0.7x143.0
대원산업,5210A23089D,Tube Connector,CU,6.35x0.7x192.0
대원산업,AJR30073603-12-1,"Tube,Connector",,0.0x0.0x0.0
대원산업,MJU00743201,Tube Connector,CU,12.7x0.8x104.0
대원산업,MJU00777211,Tube Connector,고강도,22.2x1.0x269.0
대원산업,MJU30589201,"Tube,Connector",CU,6.35x0.7x59.0
대원산업,MJU42282703,"Tube,Connector",CU,6.35x0.7x194.0
대원산업,MJU61942802,"Tube,Connector",CU,9.52x0.7x62.0
대원산업,MJU61986601,"Tube,Connector",CU,7.0x0.7x200.0
대원산업,MJU61986701,"Tube,Connector",CU,7.0x0.7x198.0
대원산업,MJU61986801,"Tube,Connector",CU,7.0x0.7x215.0
대원산업,MJU63436501,"Tube,Connector",CU,6.35x0.7x171.0
대원산업,MJU63648301,"Tube,Connector",CU,7.0x0.7x165.0
대원산업,MJU63648302,"Tube,Connector",CU,7.0x0.7x180.0
대원산업,MJU63648303,"Tube,Connector",CU,7.0x0.7x170.0
대원산업,MJU63648304,"Tube,Connector",CU,7.0x0.7x182.0
대원산업,MJU64963001,"Tube,Connector",CU,6.35x0.7x153.0
대원산업,MJU64987004,"Tube,Connector",CU,9.52x0.7x497.0
대원산업,MJU65048401,Tube Connector,CU,6.35x0.7x136.0
대원산업,MJU65149402,"Tube,Connector",CU,12.7x0.8x255.0
대원산업,MJU65587701,"Tube,Connector",CU,12.7x0.8x72.0
대원산업,MJU65587801,"Tube,Connector",CU,15.88x1.0x255.0
대원산업,MJU65587802,"Tube,Connector",CU,15.88x1.0x255.0
대원산업,MJU65626403,"Tube,Connector",CU,12.7x0.8x84.0
대원산업,MJU65626509,"Tube,Connector",CU,15.88x1.0x85.0
대원산업,MJU66266606,"Tube,Connector",CU,15.88x1.0x735.0
대원산업,MJU66478501,Tube Connector,CU,12.7x0.8x67.0
대원산업,MJU66507023,"Tube,Connector",CU,12.7x0.8x205.0
대원산업,MJU66773701,"Tube,Connector",CU,12.7x0.8x377.0
대원산업,MJU66798704,"Tube,Connector",CU,22.2x1.2x68.0
대원산업,MJU66801001,"Tube,Connector",CU,22.2x1.2x343.0
대원산업,MJU66818901,"Tube,Connector",CU,12.7x0.8x62.0
대원산업,MJU66824501,Tube Connector,CU,12.7x0.8x57.0
대원산업,MJU66829601,"Tube,Connector",CU,12.7x0.8x54.0
대원산업,MJU66829701,"Tube,Connector",CU,12.7x0.8x286.0
대원산업,MJU66930301,Tube Connector,고강도,7.0x0.55x61.0
대원산업,MJU66958401,Tube Connector,CU,12.7x0.8x55.8
명진산업,MJU00698801,"Tube,Connector",CU,4.76x0.7x308.0
명진산업,MJU00702401,Tube Connector,CU,4.76x0.7x304.0
명진산업,MJU00702402,Tube Connector,CU,4.76x0.7x303.0
명진산업,MJU00702403,Tube Connector,CU,4.76x0.7x305.0
명진산업,MJU00702405,Tube Connector,CU,4.76x0.7x306.0
명진산업,MJU00702406,Tube Connector,CU,4.76x0.7x479.0
명진산업,MJU00702407,Tube Connector,CU,4.76x0.7x306.0
명진산업,MJU00702409,Tube Connector,CU,4.76x0.7x103.0
명진산업,MJU00788501,"Tube,Connector",CU,3.2x0.6x215.0
명진산업,MJU00788502,"Tube,Connector",CU,3.2x0.6x113.0
명진산업,MJU00788503,"Tube,Connector",CU,3.2x0.6x272.0
명진산업,MJU00788504,"Tube,Connector",CU,3.2x0.6x135.0
명진산업,MJU42805403,"Tube,capillary",CU,2.6x0.7x250.0
명진산업,MJU61346401,Tube Connector,CU,4.0x0.6x824.0
명진산업,MJU61346601,Tube Connector,CU,4.0x0.6x824.0
명진산업,MJU61351101,Tube Connector,CU,4.0x0.6x824.0
명진산업,MJU61351201,Tube Connector,CU,4.0x0.6x1074.0
명진산업,MJU61351501,Tube Connector,CU,4.0x0.6x924.0
명진산업,MJU61351601,Tube Connector,CU,4.0x0.6x265.0
명진산업,MJU61351801,Tube Connector,CU,4.0x0.6x1074.0
명진산업,MJU61380001,"Tube,Connector",CU,4.76x0.7x533.0
명진산업,MJU61380201,"Tube,Connector",CU,4.76x0.7x743.0
명진산업,MJU61380401,"Tube,Connector",CU,4.76x0.7x744.0
명진산업,MJU61380501,"Tube,Connector",CU,4.76x0.7x953.0
명진산업,MJU61382801,"Tube,Connector",CU,4.76x0.7x1103.0
명진산업,MJU61382901,"Tube,Connector",CU,4.76x0.7x1363.0
명진산업,MJU61387701,"Tube,Connector",CU,4.76x0.7x533.0
명진산업,MJU61940501,Tube Connector,CU,9.52x0.7x51.0
명진산업,MJU62078701,Tube Connector,CU,4.76x0.7x268.0
명진산업,MJU62078802,Tube Connector,CU,4.76x0.7x263.0
명진산업,MJU62791001,"Tube,Connector",CU,4.0x0.7x380.0
명진산업,MJU63009003,"Tube,Connector",CU,6.35x0.7x995.0
명진산업,MJU64093707,Tube Connector,CU,4.76x0.7x289.0
명진산업,MJU64093708,Tube Connector,CU,4.76x0.7x257.0
명진산업,MJU64093709,Tube Connector,CU,4.76x0.7x377.0
명진산업,MJU64093710,Tube Connector,CU,4.76x0.7x462.0
명진산업,MJU64794201,"Tube,Connector",CU,6.35x0.7x176.0
명진산업,MJU64794202,"Tube,Connector",CU,6.35x0.7x178.0
명진산업,MJU64794302,"Tube,Connector",CU,9.52x0.7x167.0
명진산업,MJU64794402-19-1,"Tube,Connector",CU,0.0x0.0x0.0
명진산업,MJU64921201-19-1,"Tube,Connector",CU,0.0x0.0x0.0
명진산업,MJU65849601,"Tube,Connector",CU,9.52x0.7x74.0
명진산업,MJU66507047,"Tube,Connector",CU,6.35x0.7x105.0
명진산업,MJU66507048,"Tube,Connector",CU,9.52x0.7x320.0
명진산업,MJU66507049,"Tube,Connector",CU,9.52x0.7x164.0
명진산업,MJU66548501,"Tube,Connector",CU,9.52x0.7x302.0
명진산업,MJU66548502,"Tube,Connector",CU,9.52x0.7x241.0
명진산업,MJU66889701,"Tube,Connector",CU,3.2x0.6x136.0
명진산업,MJU66889701-19-1,"Tube,Connector",CU,3.2x0.6x136.0
명진산업,MJU66889801,"Tube,Connector",CU,3.2x0.6x136.0
명진산업,MJU66889801-19-1,"Tube,Connector",CU,3.2x0.6x136.0
명진산업,MJU66889901-19-1,"Tube,Connector",CU,4.0x0.6x252.0
명진산업,MJU66890001-19-1,"Tube,Connector",CU,4.0x0.6x246.0
명진산업,MJU66900304,"Tube,Connector",CU,6.35x0.7x642.0
미래정밀,5210A26667G,"Tube,Connector",CU,6.35x0.7x180.0
미래정밀,5210A26761A,Tube Connector,CU,6.35x0.7x70.0
미래정밀,5210A26762A,Tube Connector,CU,6.35x0.7x205.0
미래정밀,5210A26764A,Tube Connector,CU,6.35x0.7x68.0
미래정밀,5210A26764B,Tube Connector,CU,6.35x0.7x407.0
미래정밀,5210A26768A,Tube Connector,CU,6.35x0.7x190.0
미래정밀,5210A30554F,Tube Connector,CU,7.0x0.7x46.0
미래정밀,5210A30846A,Tube Connector,CU,7.0x0.7x85.0
미래정밀,AJR68019502-4-2,"Tube,Connector",,0.0x0.0x0.0
미래정밀,MJU00702205,Tube Connector,CU,15.88x1.0x92.0
미래정밀,MJU00750604,Tube Connector,CU,7.0x0.7x131.8
미래정밀,MJU00750605,Tube Connector,CU,7.0x0.7x147.1
미래정밀,MJU00776601,Tube Connector,고강도,9.52x0.55x433.0
미래정밀,MJU00776602,Tube Connector,고강도,9.52x0.55x529.0
미래정밀,MJU00776603,Tube Connector,고강도,9.52x0.55x243.0
미래정밀,MJU00776605,Tube Connector,고강도,9.52x0.55x225.0
미래정밀,MJU00792311,Tube Connector,CU,9.52x0.7x112.0
미래정밀,MJU00792312,Tube Connector,CU,9.52x0.7x114.0
미래정밀,MJU00792313,Tube Connector,CU,9.52x0.7x105.0
미래정밀,MJU00792314,Tube Connector,CU,9.52x0.7x401.0
미래정밀,MJU00792315,Tube Connector,CU,9.52x0.7x53.0
미래정밀,MJU00792316,Tube Connector,CU,9.52x0.7x134.0
미래정밀,MJU00792317,Tube Connector,CU,9.52x0.7x63.0
미래정밀,MJU00792318,Tube Connector,CU,9.52x0.7x112.0
미래정밀,MJU00792319,Tube Connector,CU,9.52x0.7x73.0
미래정밀,MJU00792320,Tube Connector,CU,9.52x0.7x114.0
미래정밀,MJU00855301,Tube Connector,고강도,9.52x0.55x293.0
미래정밀,MJU00855302,Tube Connector,고강도,9.52x0.55x284.0
미래정밀,MJU00855305,Tube Connector,고강도,9.52x0.55x470.0
미래정밀,MJU00855306,Tube Connector,고강도,9.52x0.55x323.0
미래정밀,MJU00855307,Tube Connector,고강도,9.52x0.55x228.0
미래정밀,MJU00855308,Tube Connector,고강도,9.52x0.55x245.0
미래정밀,MJU37361324,"Tube,Connector",CU,6.35x0.7x85.0
미래정밀,MJU37361325,"Tube,Connector",CU,6.35x0.7x196.0
미래정밀,MJU41838703,"Tube,Connector",CU,15.88x1.0x144.0
미래정밀,MJU42756802,"Tube,Connector",CU,9.52x0.7x188.0
미래정밀,MJU58941301,"Tube,Connector",CU,6.35x0.7x229.0
미래정밀,MJU58941302,"Tube,Connector",CU,6.35x0.7x174.0
