품번,품명,소분류,종류,협력사,입고수량,입고일수
MJU63612906,"Tube,Capillary Bending",130,단품(가공품),명진산업,747,30
MJU63618001,"Tube,Connector",130,단품(가공품),명진산업,3505,84
MJU63618002,"Tube,Connector",130,단품(가공품),명진산업,10,2
MJU63650904-19-1,Tube Connector,130,단품(가공품),명진산업,7900,5
MJU63772601,"Tube,Capillary Bending",130,단품(가공품),명진산업,1022,63
MJU63772602,"Tube Capillary,Bending",130,단품(가공품),명진산업,66,4
MJU64093707,Tube Connector,130,단품(가공품),명진산업,102,4
MJU64093708,Tube Connector,130,단품(가공품),명진산업,102,4
MJU64093709,Tube Connector,130,단품(가공품),명진산업,102,4
MJU64093710,Tube Connector,130,단품(가공품),명진산업,102,4
MJU64794302,Tube Connector,130,단품(가공품),명진산업,100,1
MJU64794402-19-1,"Tube,Connector",130,단품(가공품),명진산업,40,1
MJU64809907,"Tube,Connector",130,단품(가공품),명진산업,1110,11
MJU64809908,"Tube,Connector",130,단품(가공품),명진산업,1110,11
MJU64809909,"Tube,Connector",130,단품(가공품),명진산업,1110,11
MJU64809910,"Tube,Connector",130,단품(가공품),명진산업,1110,11
MJU64809911,"Tube,Connector",130,단품(가공품),명진산업,1110,11
MJU64874301,"Tube,Connector",130,단품(가공품),명진산업,10,1
MJU64874302,"Tube,Connector",130,단품(가공품),명진산업,10,1
MJU64874303,"Tube,Connector",130,단품(가공품),명진산업,10,1
MJU64874304,"Tube,Connector",130,단품(가공품),명진산업,10,1
MJU64874305,"Tube,Connector",130,단품(가공품),명진산업,10,1
MJU64921201-19-1,"Tube,Capillary",130,단품(가공품),명진산업,40,1
MJU64948501,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU64948601,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU64948701,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU64948801,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU64948901,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU64949001,"TUBE, CONNECTOR",130,단품(가공품),명진산업,3,1
MJU64949101,"TUBE, CONNECTOR",130,단품(가공품),명진산업,3,1
MJU64949201,"TUBE, CONNECTOR",130,단품(가공품),명진산업,3,1
MJU64949301,"TUBE, CONNECTOR",130,단품(가공품),명진산업,3,1
MJU64949401,"TUBE, CONNECTOR",130,단품(가공품),명진산업,3,1
MJU64949501,"TUBE, CONNECTOR",130,단품(가공품),명진산업,3,1
MJU64949601,"TUBE, CONNECTOR",130,단품(가공품),명진산업,3,1
MJU64949701,"TUBE, CONNECTOR",130,단품(가공품),명진산업,3,1
MJU65030903,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030904,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030905,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030906,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030907,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030908,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030909,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030910,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030911,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030912,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65030913,"Tube,Connector",130,단품(가공품),명진산업,30,3
MJU65529704,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529705,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529706,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529707,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529708,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529709,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529710,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529711,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529712,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529713,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529714,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529715,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65529716,"Tube,Connector",130,단품(가공품),명진산업,3,1
MJU65849601,ADM75404604 내재화 SUB ASSY,130,단품(가공품),명진산업,260,27
MJU66489402,TUBE CONNECTOR,130,단품(가공품),명진산업,41,8
MJU66507047,"Tube,Connector",130,단품(가공품),명진산업,1491,30
MJU66507048,"Tube,Connector",130,단품(가공품),명진산업,1491,30
MJU66507049,"Tube,Connector",130,단품(가공품),명진산업,1491,30
MJU66548501,"Tube,Connector",130,단품(가공품),명진산업,8,1
MJU66548502,"Tube,Connector",130,단품(가공품),명진산업,8,1
MJU66824401,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824402,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824403,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824404,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824405,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824406,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824407,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824408,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824409,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824410,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824411,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66824412,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66825001,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66825002,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66825003,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66825004,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66825005,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66825006,Tube Connector,130,단품(가공품),명진산업,365,26
MJU66845510,Tube Connector,130,단품(가공품),명진산업,4394,54
MJU66845511,Tube Connector,130,단품(가공품),명진산업,4394,54
MJU66845512,Tube Connector,130,단품(가공품),명진산업,4394,54
MJU66845513,Tube Connector,130,단품(가공품),명진산업,4394,54
MJU66889701,"Tube,Connector",130,단품(가공품),명진산업,4308,9
MJU66889701-19-1,"Tube,Connector",130,단품(가공품),명진산업,14348,16
MJU66889801,"Tube,Connector",130,단품(가공품),명진산업,4274,10
MJU66889801-19-1,"Tube,Connector",130,단품(가공품),명진산업,14109,15
MJU66889901-19-1,"Tube,Connector",130,단품(가공품),명진산업,12280,11
MJU66890001-19-1,"Tube,Connector",130,단품(가공품),명진산업,12280,11
MJU66900304,"Tube,Connector",130,단품(가공품),명진산업,12092,32
냉매누설PIPE,Ø4.0 * 4턴,130,단품(가공품),명진산업,600,2
5210A26667G,"Tube,Connector",130,단품(가공품),미래정밀,20,2
5210A26761A,"Tube,Connector",130,단품(가공품),미래정밀,20,2
5210A26762A,"Tube,Connector",130,단품(가공품),미래정밀,20,2
5210A26764A,"Tube,Connector",130,단품(가공품),미래정밀,20,2
5210A26764B,"Tube,Connector",130,단품(가공품),미래정밀,20,2
5210A26768A,"Tube,Connector",130,단품(가공품),미래정밀,20,2
5210A30554F,"Tube,Connector",130,단품(가공품),미래정밀,14780,14
5210A30846A,"Tube,Connector",130,단품(가공품),미래정밀,3695,14
ACQ30605001-4-1,미래 sub,120,SUB,미래정밀,49,13
AHQ73469301-4-1,미래 sub,120,SUB,미래정밀,1413,28
AJJ73040829-9-1,SUB ASSY,120,SUB,미래정밀,1684,28
AJR30007101-9-2,미래 SUB,120,SUB,미래정밀,8015,47
AJR30007102-9-1,미래 Sub(용접링),120,SUB,미래정밀,1145,47
AJR30007102-9-2,미래 Sub(용접링),120,SUB,미래정밀,1145,47
AJR30007102-9-3,미래 Sub(용접링),120,SUB,미래정밀,1145,47
AJR30007102-9-4,미래 Sub,120,SUB,미래정밀,1158,48
AJR30008101-4-1,미래 SUB,120,SUB,미래정밀,6,2
AJR30008101-4-2,미래 SUB,120,SUB,미래정밀,6,2
AJR30008101-4-3,미래 SUB,120,SUB,미래정밀,6,2
AJR30008101-4-4,미래 SUB,120,SUB,미래정밀,6,2
AJR30008101-4-5,미래 SUB,120,SUB,미래정밀,6,2
AJR30008101-4-6,미래 SUB,120,SUB,미래정밀,6,2
AJR30008101-4-7,미래 SUB,120,SUB,미래정밀,6,2
AJR30008101-4-8,미래 SUB,120,SUB,미래정밀,6,2
AJR30008101-4-9,미래 SUB,120,SUB,미래정밀,6,2
AJR30008202,"Tube Assembly,Discharge",110,ASSY,미래정밀,1114,34
AJR30019401,"Tube Assembly,Discharge",110,ASSY,미래정밀,1,1
AJR30060805-4-1,미래 sub,120,SUB,미래정밀,12083,31
AJR30075401-4-1,미래정밀 Sub,120,SUB,미래정밀,2037,31
AJR30075401-4-3,미래정밀 Sub,120,SUB,미래정밀,1934,31
AJR30075401-4-4,미래정밀 Sub,120,SUB,미래정밀,583,22
AJR30075401-4-5,미래 SUB,120,SUB,미래정밀,583,22
AJR30075401-4-6,미래 SUB,120,SUB,미래정밀,583,22
AJR30077403-4-2,미래 SUB,120,SUB,미래정밀,11000,5
AJR30087401-4-1,미래 sub,110,ASSY,미래정밀,203,14
AJR30089608-4-1,미래 Sub(용접링포함),120,SUB,미래정밀,41426,79
AJR30089608-4-2,미래 Sub,120,SUB,미래정밀,3766,79
AJR30089608-4-3,미래 Sub,120,SUB,미래정밀,3767,80
AJR30089608-4-4,미래 Sub,120,SUB,미래정밀,3766,79
AJR30089609-4-1,미래 SUB,120,SUB,미래정밀,30031,56
AJR30089609-4-2,미래 SUB,120,SUB,미래정밀,2502,56
AJR30089609-4-3,미래 SUB,120,SUB,미래정밀,2502,56
AJR30089609-4-4,미래 SUB,120,SUB,미래정밀,2502,56
AJR30089609-4-5,미래 SUB,120,SUB,미래정밀,2503,56
AJR30089610-4-1,미래 SUB,120,SUB,미래정밀,1088,22
AJR30089610-4-2,미래 SUB,120,SUB,미래정밀,136,22
AJR30089610-4-3,미래 SUB,120,SUB,미래정밀,136,22
AJR30089611-4-1,sub-assy,120,SUB,미래정밀,4389,50
AJR30089611-4-2,sub-assy,120,SUB,미래정밀,399,50
AJR30089611-4-3,sub-assy,120,SUB,미래정밀,399,50
AJR30089611-4-4,sub-assy,120,SUB,미래정밀,399,50
AJR30089612-4-1,미래 SUB,120,SUB,미래정밀,33550,59
AJR30089612-4-2,미래 SUB,120,SUB,미래정밀,6100,59
AJR30089612-4-3,미래 SUB,120,SUB,미래정밀,3051,60
AJR30089612-4-4,미래 SUB,120,SUB,미래정밀,3050,59
AJR30089612-4-5,미래 SUB,120,SUB,미래정밀,3050,59
AJR30089614-4-1,미래 SUB,120,SUB,미래정밀,28017,81
AJR30089614-4-2,미래 SUB,120,SUB,미래정밀,2547,81
AJR30089614-4-3,미래 SUB,120,SUB,미래정밀,2547,81
AJR30089615-4-1,미래 SUB,120,SUB,미래정밀,55056,55
AJR30089615-4-2,미래 SUB,120,SUB,미래정밀,4588,55
AJR30089615-4-3,미래 SUB,120,SUB,미래정밀,4588,55
AJR30089615-4-4,미래 SUB,120,SUB,미래정밀,4588,55
AJR30089616-4-1,미래 SUB,120,SUB,미래정밀,23551,67
AJR30089616-4-2,미래 SUB,120,SUB,미래정밀,2141,67
AJR30089616-4-3,미래 SUB,120,SUB,미래정밀,2141,67
AJR30089616-4-4,미래 SUB,120,SUB,미래정밀,2140,67
AJR30133702,"Tube Assembly,Manifold(O",110,ASSY,미래정밀,20,1
AJR30133702-4-1,미래 SUB,120,SUB,미래정밀,7093,94
AJR30133702-4-2,미래 SUB,120,SUB,미래정밀,7093,94
AJR30133703-4-1,미래 sub,120,SUB,미래정밀,172,12
AJR30133703-4-2,미래 sub,120,SUB,미래정밀,172,12
AJR30133707-4-1,미래 SUB,120,SUB,미래정밀,114,5
AJR34739807,"Tube Assembly,Manifold(O",110,ASSY,미래정밀,5,2
AJR36388606-4-1,미래 SUB,120,SUB,미래정밀,390,19
AJR36388606-4-2,미래 SUB,120,SUB,미래정밀,413,21
AJR37039701-4-1,미래 SUB,120,SUB,미래정밀,255,2
AJR65507705-4-1,미래 SUB,120,SUB,미래정밀,375,16
AJR68019502-4-1,미래 SUB,120,SUB,미래정밀,1457,7
AJR68019502-4-2,미래 SUB,120,SUB,미래정밀,1457,7
AJR71433340-13-1,미래정밀 SUB,120,SUB,미래정밀,6621,24
AJR71433340-4-1,미래 SUB,120,SUB,미래정밀,3261,19
AJR73324501,"Tube Assembly,Manifold(I",110,ASSY,미래정밀,1304,28
AJR73324503,"Tube Assembly,Manifold(I",110,ASSY,미래정밀,60,2
AJR73342801,"Tube Assembly,Manifold(I",110,ASSY,미래정밀,65,3
AJR73342803,"Tube Assembly,Manifold(I",110,ASSY,미래정밀,35,3
AJR73364601,"Tube Assembly,Manifold(I",110,ASSY,미래정밀,467,10
AJR73663001-9-1,SUB ASSY,120,SUB,미래정밀,3,1
AJR73943301-9-1,외주 SUB,120,SUB,미래정밀,30,1
AJR73988107-9-1,AJR73988107-9-1,120,SUB,미래정밀,5,1
AJR74302403-4-1,미래 SUB,120,SUB,미래정밀,285,3
AJR74364911-4-1,SUB ASSY,120,SUB,미래정밀,750,29
AJR74364911-4-2,SUB ASSY,120,SUB,미래정밀,729,28
AJR74364911-4-3,SUB ASSY,120,SUB,미래정밀,8500,30
AJR74364911-4-4,SUB ASSY,120,SUB,미래정밀,736,29
AJR74364912-4-1,미래 SUB,120,SUB,미래정밀,194,21
AJR74364912-4-2,미래 SUB,120,SUB,미래정밀,1746,21
AJR74364918-4-1,미래 SUB,120,SUB,미래정밀,5,1
AJR74364918-4-2,미래 SUB,120,SUB,미래정밀,5,1
AJR74364918-4-3,미래 SUB,120,SUB,미래정밀,55,1
AJR74364921-4-4(링X),SUB ASSY,120,SUB,미래정밀,1136,12
AJR74364922-4-1,미래 SUB,120,SUB,미래정밀,10,2
AJR74364922-4-2,SUB ASSY,120,SUB,미래정밀,10,2
AJR74364922-4-3,SUB ASSY,120,SUB,미래정밀,110,2
AJR74364922-4-4,SUB ASSY,120,SUB,미래정밀,10,2
AJR74364924-4-1,미래 SUB,120,SUB,미래정밀,142,12
AJR74364924-4-2,미래 SUB,120,SUB,미래정밀,142,12
AJR74482401,"Tube Assembly, Connector",120,SUB,미래정밀,577,5
AJR74482401-4-1,미래정밀 Sub,120,SUB,미래정밀,19576,65
AJR74522901-4-1,미래 SUB,120,SUB,미래정밀,1835,58
AJR74522901-4-2,미래 SUB,120,SUB,미래정밀,4418,71
AJR74702901,"Tube Assembly,Discharge",110,ASSY,미래정밀,21,4
AJR74803512-4-1,외주 SUB,120,SUB,미래정밀,60,3
AJR74803522-4-1,외주 SUB,120,SUB,미래정밀,3,1
AJR74803545-12-1,미래정밀 Sub,120,SUB,미래정밀,14029,38
AJR74803552-4-1,미래 SUB,120,SUB,미래정밀,9337,15
AJR74803552-4-2,미래 SUB,120,SUB,미래정밀,9336,15
AJR74803552-4-3,미래 SUB,120,SUB,미래정밀,3083,8
AJR74803553-4-1,미래 sub,120,SUB,미래정밀,550,2
AJR74942617-4-1,미래 SUB,120,SUB,미래정밀,1288,41
AJR74942627-4-1,AJR74942617 sub,120,SUB,미래정밀,55,5
AJR74963002-4-1,미래 SUB,120,SUB,미래정밀,85,6
AJR74963003-4-1,미래 SUB,120,SUB,미래정밀,195,9
AJR75242802-4-1,SUB ASSY,120,SUB,미래정밀,2528,24
AJR75262808-9-1,SUB ASSY,120,SUB,미래정밀,1684,28
AJR75463101-4-1,미래 SUB,120,SUB,미래정밀,695,14
AJR75463302-9-5,미래 SUB,120,SUB,미래정밀,4914,15
AJR75463302-9-6,미래 SUB,120,SUB,미래정밀,702,15
AJR75463302-9-7,미래 SUB,120,SUB,미래정밀,702,15
AJR75463302-9-8,미래 SUB,120,SUB,미래정밀,702,15
AJR75463302-9-9,미래 SUB,120,SUB,미래정밀,702,15
AJR75483401-4-1,미래 SUB,120,SUB,미래정밀,280,7
AJR75544201-4-1,SUB 용접,120,SUB,미래정밀,1120,11
AJR75544204-4-1,미래 SUB,120,SUB,미래정밀,30,3
AJR75662308,"Tube Assembly,Discharge(",110,ASSY,미래정밀,16,3
AJR75662327,"Tube Assembly,Discharge(",110,ASSY,미래정밀,77,4
AJR75662342,"Tube Assembly,Discharge(",110,ASSY,미래정밀,832,7
AJR75743301,"Tube Assembly,Condenser(",110,ASSY,미래정밀,25,2
AJR75763701-4-1,미래 SUB,120,SUB,미래정밀,75,12
AJR76166401-9-1,외주 SUB,120,SUB,미래정밀,191,29
AJR76166401-9-2,외주 SUB,120,SUB,미래정밀,191,29
AJR76322601-4-1,SUB ASSY,120,SUB,미래정밀,10,2
AJR76363001-9-1,미래 SUB,120,SUB,미래정밀,116,9
AJR76522501,"Tube Assembly,Manifold(O",110,ASSY,미래정밀,22,8
AJR76545302-4-1,미래 SUB,120,SUB,미래정밀,1648,17
AJR76582505-4-1,미래정밀 SUB,120,SUB,미래정밀,5052,70
AJR76582505-4-2,미래정밀 SUB,120,SUB,미래정밀,5052,70
AJR76582505-4-3,미래정밀 SUB,120,SUB,미래정밀,5052,70
AJR76582505-4-4,미래정밀 Sub,120,SUB,미래정밀,5052,70
AJR76582506-4-1,미래정밀 Sub,120,SUB,미래정밀,5085,64
AJR76982401-13-1,SUB ASSY,120,SUB,미래정밀,41,8
AJR76982501-4-1,SUB ASSY,120,SUB,미래정밀,60,9
AJR76982501-4-2,미래 SUB,120,SUB,미래정밀,41,8
AJR77022802,"Tube Assembly,Discharge",110,ASSY,미래정밀,5,1
AJR77144606-4-1,미래 SUB,120,SUB,미래정밀,429,40
AJR77144606-4-2,미래 SUB,120,SUB,미래정밀,429,40
AJR77163101-4-1,SUB ASSY ,120,SUB,미래정밀,1114,25
AJR77163401-13-1,미래 SUB,120,SUB,미래정밀,41,8
AJR77163401-9-1,미래 SUB,120,SUB,미래정밀,41,8
AJR77167310-4-1,미래 SUB,120,SUB,미래정밀,12,1
AJR77171201-4-1,미래 SUB,120,SUB,미래정밀,697,13
AJR77171201-4-10,미래 SUB,120,SUB,미래정밀,703,14
AJR77171201-4-2,미래 SUB,120,SUB,미래정밀,697,13
AJR77171201-4-3,미래 SUB,120,SUB,미래정밀,697,13
AJR77171201-4-4,미래 SUB,120,SUB,미래정밀,697,13
AJR77171201-4-5,미래 SUB,120,SUB,미래정밀,697,13
AJR77171201-4-6,미래 SUB,120,SUB,미래정밀,697,13
AJR77171201-4-7,미래 SUB,120,SUB,미래정밀,697,13
AJR77171201-4-8,미래 SUB,120,SUB,미래정밀,697,13
AJR77171201-4-9,미래 SUB,120,SUB,미래정밀,697,13
AJR77222905-9-1,진성 SUB,120,SUB,미래정밀,27,4
AJR77226302-4-1,미래 SUB,120,SUB,미래정밀,4501,37
AJR77226302-4-2,미래 SUB,120,SUB,미래정밀,643,37
AJR77226302-4-3,미래 SUB,120,SUB,미래정밀,643,37
AJR77226302-4-4,미래 SUB,120,SUB,미래정밀,643,37
AJR77226302-4-5,미래 SUB,120,SUB,미래정밀,535,21
AJR77226303-4-5,미래 SUB,120,SUB,미래정밀,108,21
AJR77263007-4-1,sub,120,SUB,미래정밀,7517,99
AJR77263007-4-2,sub,120,SUB,미래정밀,7517,99
AJR77263009-4-1,미래 SUB,120,SUB,미래정밀,316,7
AJR77263009-4-2,미래 SUB,120,SUB,미래정밀,316,7
MJU00702205,Tube Connector,130,단품(가공품),미래정밀,10,1
MJU00750604,"Tube, Connector",130,단품(가공품),미래정밀,1400,2
MJU00750605,"Tube, Connector",130,단품(가공품),미래정밀,420,2
MJU00776601,"Tube,Connector",130,단품(가공품),미래정밀,7103,94
MJU00776602,"Tube,Connector",130,단품(가공품),미래정밀,7103,94
MJU00776603,"Tube,Connector",130,단품(가공품),미래정밀,7103,94
MJU00776605,"Tube,Connector",130,단품(가공품),미래정밀,7103,94
MJU00777401,"Tube,Connector",130,단품(가공품),미래정밀,2904,13
MJU00792311,"Tube,Connector",130,단품(가공품),미래정밀,74,1
MJU00792312,"Tube,Connector",130,단품(가공품),미래정밀,91,4
MJU00792313,"Tube,Connector",130,단품(가공품),미래정밀,91,4
MJU00792314,"Tube,Connector",130,단품(가공품),미래정밀,198,6
MJU00792315,"Tube,Connector",130,단품(가공품),미래정밀,198,6
MJU00792316,"Tube,Connector",130,단품(가공품),미래정밀,58,6
MJU00792317,"Tube,Connector",130,단품(가공품),미래정밀,58,6
MJU00792318,"Tube,Connector",130,단품(가공품),미래정밀,142,4
MJU00792319,"Tube,Connector",130,단품(가공품),미래정밀,142,4
MJU00792320,"Tube,Connector",130,단품(가공품),미래정밀,74,1
MJU00855301,"Tube,Connector",130,단품(가공품),미래정밀,217,12
MJU00855302,"Tube,Connector",130,단품(가공품),미래정밀,217,12
MJU00855305,"Tube,Connector",130,단품(가공품),미래정밀,45,1
MJU00855306,"Tube,Connector",130,단품(가공품),미래정밀,217,12
MJU00855307,"Tube,Connector",130,단품(가공품),미래정밀,217,12
MJU00855308,"Tube,Connector",130,단품(가공품),미래정밀,45,1
MJU00855315,"Tube,Connector",130,단품(가공품),미래정밀,114,5
MJU00855316,"Tube,Connector",130,단품(가공품),미래정밀,114,5
MJU00855806,"Tube, Connector",130,단품(가공품),미래정밀,102,3
MJU00855812,"Tube, Connector",130,단품(가공품),미래정밀,132,4
MJU00855813,"Tube, Connector",130,단품(가공품),미래정밀,132,4
MJU00855819,"Tube, Connector",130,단품(가공품),미래정밀,394,3
MJU00855825,"Tube, Connector",130,단품(가공품),미래정밀,181,2
MJU00855826,"Tube, Connector",130,단품(가공품),미래정밀,181,2
MJU37361324,"Tube,Connector",130,단품(가공품),미래정밀,5,1
MJU37361325,"Tube,Connector",130,단품(가공품),미래정밀,5,1
MJU37499607,"Tube,Connector",130,단품(가공품),미래정밀,2062,37
MJU41838703,"TUBE, CONNECTOR",130,단품(가공품),미래정밀,5,1
MJU42756802,Tube Connector,130,단품(가공품),미래정밀,125,5
MJU42805302,Tube Connector,130,단품(가공품),미래정밀,1765,39
MJU42813101,Tube Connector,130,단품(가공품),미래정밀,1765,39
MJU42822201,Tube Connector,130,단품(가공품),미래정밀,1765,39
MJU42822701,Tube Connector,130,단품(가공품),미래정밀,1765,39
MJU42822901,Tube Connector,130,단품(가공품),미래정밀,1765,39
MJU42823701,Tube Connector,130,단품(가공품),미래정밀,1765,39
MJU42827501,Tube Connector,130,단품(가공품),미래정밀,30,2
MJU47979201,Tube Connector,130,단품(가공품),미래정밀,1337,4
MJU56926001,Tube Connector,130,단품(가공품),미래정밀,10,1
MJU56926201,Tube Connector,130,단품(가공품),미래정밀,10,1
MJU56926301,Tube Connector,130,단품(가공품),미래정밀,10,1
MJU56926401,Tube Connector,130,단품(가공품),미래정밀,10,1
MJU56926501,Tube Connector,130,단품(가공품),미래정밀,10,1
MJU58941301,Tube Connector,130,단품(가공품),미래정밀,125,5
MJU58941302,Tube Connector,130,단품(가공품),미래정밀,125,5
MJU58941303,Tube Connector,130,단품(가공품),미래정밀,125,5
MJU60436638,"Tube,Connector",130,단품(가공품),미래정밀,5,1
MJU60436639,"Tube,Connector",130,단품(가공품),미래정밀,5,1
MJU61851002,"Tube,Suction",130,단품(가공품),미래정밀,1128,37
MJU61870401,"Tube,Connector",130,단품(가공품),미래정밀,2,1
MJU61880901,"Tube,Connector",130,단품(가공품),미래정밀,111,11
MJU61881001,"Tube,Connector",130,단품(가공품),미래정밀,86,10
MJU61881301,"Tube,Connector",130,단품(가공품),미래정밀,86,10
MJU61882401,"Tube,Connector",130,단품(가공품),미래정밀,40,2
MJU61882414,"Tube,Connector",130,단품(가공품),미래정밀,40,2
MJU61882501,"Tube,Connector",130,단품(가공품),미래정밀,40,2
MJU61882801,"Tube,Connector",130,단품(가공품),미래정밀,40,2
MJU61882901,"Tube,Connector",130,단품(가공품),미래정밀,40,2
MJU61883001,"Tube,Connector",130,단품(가공품),미래정밀,40,2
MJU61949301,"Tube,Connector",130,단품(가공품),미래정밀,881,65
MJU61949302,"Tube,Connector",130,단품(가공품),미래정밀,857,64
MJU61949303,"Tube,Connector",130,단품(가공품),미래정밀,857,64
MJU61949304,"Tube,Connector",130,단품(가공품),미래정밀,857,64
MJU62072902,"Tube,Connector",130,단품(가공품),미래정밀,821,58
MJU62072903,"Tube,Connector",130,단품(가공품),미래정밀,821,58
MJU62267502,"Tube,Connector",130,단품(가공품),미래정밀,720,6
MJU62267504,"Tube,Connector",130,단품(가공품),미래정밀,70,4
MJU62267505,"Tube,Connector",130,단품(가공품),미래정밀,70,4
MJU62326609,"Tube,Connector",130,단품(가공품),미래정밀,62,9
MJU62326610,"Tube,Connector",130,단품(가공품),미래정밀,62,9
MJU62326612,"Tube,Connector",130,단품(가공품),미래정밀,197,20
MJU62326613,"Tube,Connector",130,단품(가공품),미래정밀,197,20
MJU62371104,"Tube,Connector",130,단품(가공품),미래정밀,85,3
MJU62770301,"Tube,Connector",130,단품(가공품),미래정밀,257,26
MJU62770401,"Tube,Connector",130,단품(가공품),미래정밀,62,9
MJU62770402,"Tube,Connector",130,단품(가공품),미래정밀,197,20
MJU62793401,"Tube,Connector",130,단품(가공품),미래정밀,252,27
MJU62834701,"Tube,Connector",130,단품(가공품),미래정밀,84,8
MJU62866302,"Tube,Form",130,단품(가공품),미래정밀,50,1
MJU62970702,"Tube,Connector",130,단품(가공품),미래정밀,25,2
MJU63039509,"Tube,Connector",130,단품(가공품),미래정밀,1,1
MJU63039612,"Tube,Connector",130,단품(가공품),미래정밀,1,1
MJU63060001,Tube Connector,130,단품(가공품),미래정밀,6,2
MJU63060002,Tube Connector,130,단품(가공품),미래정밀,16,6
MJU63076601,"Tube,Connector",130,단품(가공품),미래정밀,1280,11
MJU63076701,"Tube,Connector",130,단품(가공품),미래정밀,340,5
MJU63076702,"Tube,Connector",130,단품(가공품),미래정밀,940,6
MJU63076801,"Tube,Connector",130,단품(가공품),미래정밀,340,5
MJU63076802,"Tube,Connector",130,단품(가공품),미래정밀,940,6
MJU63088211,"Tube,Connector",130,단품(가공품),미래정밀,308,14
MJU63088212,"Tube,Connector",130,단품(가공품),미래정밀,308,14
MJU63125203,"Tube,Manifold",130,단품(가공품),미래정밀,3,1
MJU63208004,Tube Connector,130,단품(가공품),미래정밀,1386,34
MJU63208005,Tube Connector,130,단품(가공품),미래정밀,3338,33
MJU63208101,"Tube,Connector",130,단품(가공품),미래정밀,6,5
MJU63208102,"Tube,Connector",130,단품(가공품),미래정밀,6,5
MJU63287701,"Tube,Connector",130,단품(가공품),미래정밀,109,9
MJU63357501,"Tube,Connector",110,ASSY,미래정밀,1400,1
MJU63429401,"Tube,Connector",130,단품(가공품),미래정밀,997,23
MJU63429402,"Tube,Connector",130,단품(가공품),미래정밀,997,23
MJU63429403,"Tube,Connector",130,단품(가공품),미래정밀,997,23
MJU63429404,"Tube,Connector",130,단품(가공품),미래정밀,960,21
MJU63429405,"Tube,Connector",130,단품(가공품),미래정밀,801,8
MJU63467003,"Tube,Connector",130,단품(가공품),미래정밀,20,3
MJU63467004,"Tube,Connector",130,단품(가공품),미래정밀,20,3
MJU63467006,"Tube,Connector",130,단품(가공품),미래정밀,20,3
MJU63483405,"Tube,Connector",130,단품(가공품),미래정밀,1700,37
MJU63483406,"Tube,Connector",130,단품(가공품),미래정밀,1700,37
MJU63483407,"Tube,Connector",130,단품(가공품),미래정밀,1700,37
MJU63483408,"Tube,Connector",130,단품(가공품),미래정밀,1700,37
MJU63483902,"Tube,Connector",130,단품(가공품),미래정밀,1700,37
MJU63485402,"Tube,Connector",130,단품(가공품),미래정밀,126,4
MJU63494201,"Tube,Connector",130,단품(가공품),미래정밀,320,3
MJU63494301,"Tube,Connector",130,단품(가공품),미래정밀,120,2
