품번,품명,소분류,종류,협력사,입고수량,입고일수
MJU63494302,"Tube,Connector",130,단품(가공품),미래정밀,320,3
MJU63501403,"Tube,Connector",130,단품(가공품),미래정밀,642,50
MJU63616702,"Tube,Connector",130,단품(가공품),미래정밀,130,10
MJU63617901,"Tube,Connector",130,단품(가공품),미래정밀,3520,88
MJU63650908,"Tube,Connector",130,단품(가공품),미래정밀,4042,28
MJU63650909,"Tube,Connector",130,단품(가공품),미래정밀,4050,28
MJU63650911,"Tube,Connector",130,단품(가공품),미래정밀,5,1
MJU63687703,"Tube,Connector",130,단품(가공품),미래정밀,10,1
MJU63689401,"Tube,Connector",130,단품(가공품),미래정밀,5,1
MJU63691201,"Tube,Connector",130,단품(가공품),미래정밀,5,1
MJU63691214,"Tube,Connector",130,단품(가공품),미래정밀,7133,103
MJU63706401,"Tube,Connector",130,단품(가공품),미래정밀,3467,86
MJU63707001,"Tube,Connector",130,단품(가공품),미래정밀,3658,93
MJU63707101,"Tube,Connector",130,단품(가공품),미래정밀,60,4
MJU63711305,"Tube,Connector",130,단품(가공품),미래정밀,24560,7
MJU63788601,"Tube,Connector",130,단품(가공품),미래정밀,1,1
MJU64067401,"TUBE, CONNECTOR",130,단품(가공품),미래정밀,747,27
MJU64067501,"Tube,Connector",130,단품(가공품),미래정밀,747,27
MJU64091101,"Tube, Connector",130,단품(가공품),미래정밀,6,1
MJU64091102,"Tube, Connector",130,단품(가공품),미래정밀,4,1
MJU64091103,"Tube, Connector",130,단품(가공품),미래정밀,14,1
MJU64091104,"Tube, Connector",130,단품(가공품),미래정밀,4,1
MJU64095001,"Tube,Connector",130,단품(가공품),미래정밀,4632,29
MJU64095002,"Tube,Connector",130,단품(가공품),미래정밀,4464,29
MJU64226412,Tube Connector,130,단품(가공품),미래정밀,418,8
MJU64226616,"Tube,Connector",130,단품(가공품),미래정밀,8622,50
MJU64346901,"Tube,Connector",130,단품(가공품),미래정밀,255,10
MJU64346902,"Tube,Connector",130,단품(가공품),미래정밀,255,10
MJU64346903,"Tube,Connector",130,단품(가공품),미래정밀,255,10
MJU64346904,"Tube,Connector",130,단품(가공품),미래정밀,255,10
MJU64347001,"Tube,Connector",130,단품(가공품),미래정밀,343,11
MJU64347002,"Tube,Connector",130,단품(가공품),미래정밀,343,11
MJU64347003,"Tube,Connector",130,단품(가공품),미래정밀,343,11
MJU64347004,"Tube,Connector",130,단품(가공품),미래정밀,343,11
MJU64406301,"Tube,Connector",130,단품(가공품),미래정밀,208,10
MJU64406302,"Tube,Connector",130,단품(가공품),미래정밀,208,10
MJU64406303,"Tube,Connector",130,단품(가공품),미래정밀,208,10
MJU64406304,"Tube,Connector",130,단품(가공품),미래정밀,208,10
MJU64406401,"Tube,Connector",130,단품(가공품),미래정밀,216,9
MJU64406402,"Tube,Connector",130,단품(가공품),미래정밀,204,8
MJU64406403,"Tube,Connector",130,단품(가공품),미래정밀,204,8
MJU64406404,"Tube,Connector",130,단품(가공품),미래정밀,206,9
MJU64428802,"Tube,Connector",130,단품(가공품),미래정밀,488,21
MJU64706401,"Tube,Connector",130,단품(가공품),미래정밀,1277,14
MJU64707501,"Tube,Connector",130,단품(가공품),미래정밀,2095,30
MJU64707502,"Tube,Connector",130,단품(가공품),미래정밀,30,3
MJU64708702,"Tube,Connector",130,단품(가공품),미래정밀,697,14
MJU64712301,"Tube,Connector",130,단품(가공품),미래정밀,702,15
MJU64712401,"Tube,Connector",130,단품(가공품),미래정밀,4914,15
MJU64786109,Tube Connector,130,단품(가공품),미래정밀,418,8
MJU64790807,"TUBE, CONNECTOR",130,단품(가공품),미래정밀,1995,21
MJU64790808,"Tube,Connector",130,단품(가공품),미래정밀,280,7
MJU64794201,Tube Connector,130,단품(가공품),미래정밀,120,3
MJU64794202,Tube Connector,130,단품(가공품),미래정밀,120,3
MJU64794301,Tube Connector,130,단품(가공품),미래정밀,20,2
MJU64795601,"Tube,Connector",130,단품(가공품),미래정밀,240,1
MJU64795602,Tube Connector,130,단품(가공품),미래정밀,23760,24
MJU64795603,Tube Connector,130,단품(가공품),미래정밀,990,24
MJU64795604,Tube Connector,130,단품(가공품),미래정밀,990,24
MJU64795605,Tube Connector,130,단품(가공품),미래정밀,990,24
MJU64795608,"Tube,Connector",130,단품(가공품),미래정밀,101,2
MJU64795609,"Tube,Connector",130,단품(가공품),미래정밀,1111,2
MJU64795610,"Tube,Connector",130,단품(가공품),미래정밀,101,2
MJU64795701,"Tube,Connector",130,단품(가공품),미래정밀,10,1
MJU64868527,"Tube,Connector",130,단품(가공품),미래정밀,3622,7
MJU64868529,"Tube,Connector",130,단품(가공품),미래정밀,3620,7
MJU64868531,"Tube,Connector",130,단품(가공품),미래정밀,3719,18
MJU64868535,"Tube,Connector",130,단품(가공품),미래정밀,60,3
MJU64868548,"Tube,Connector",130,단품(가공품),미래정밀,3672,18
MJU64868556,"Tube,Connector",130,단품(가공품),미래정밀,3,1
MJU64868568,"Tube,Connector",130,단품(가공품),미래정밀,26462,54
MJU64868570,"Tube,Connector",130,단품(가공품),미래정밀,14029,38
MJU64868579,"Tube, Connector",130,단품(가공품),미래정밀,12969,25
MJU64890919,"Tube,Connector",130,단품(가공품),미래정밀,15,2
MJU64890920,"Tube,Connector",130,단품(가공품),미래정밀,15,2
MJU64930003,"Tube,Connector",130,단품(가공품),미래정밀,426,8
MJU64964203,"Tube,Connector",130,단품(가공품),미래정밀,38,12
MJU64964218,"Tube,Connector",130,단품(가공품),미래정밀,38,12
MJU64964401,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU64964402,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU64967801,"Tube,Connector",130,단품(가공품),미래정밀,10,1
MJU64967901,"Tube,Connector",130,단품(가공품),미래정밀,10,1
MJU64980103,"Tube,Connector",130,단품(가공품),미래정밀,9,1
MJU64980104,"Tube,Connector",130,단품(가공품),미래정밀,9,1
MJU64980105,"Tube,Connector",130,단품(가공품),미래정밀,9,1
MJU65008407,"Tube,Connector",130,단품(가공품),미래정밀,6,1
MJU65008410,"Tube,Connector",130,단품(가공품),미래정밀,6,1
MJU65008411,"Tube,Connector",130,단품(가공품),미래정밀,6,1
MJU65026201,"Tube, Connector",130,단품(가공품),미래정밀,40,12
MJU65026202,"Tube, Connector",130,단품(가공품),미래정밀,120,12
MJU65486401,"Tube,Connector",130,단품(가공품),미래정밀,245,10
MJU65486405,"Tube,Connector",130,단품(가공품),미래정밀,3768,60
MJU65486429,"Tube,Connector",130,단품(가공품),미래정밀,1070,24
MJU65486430,Tube Connector,130,단품(가공품),미래정밀,1070,24
MJU65517901,Tube Connector,130,단품(가공품),미래정밀,33,1
MJU65517901+용접링,Connector+용접링,120,SUB,미래정밀,2068,28
MJU65517902,Tube Connector,130,단품(가공품),미래정밀,15,1
MJU65517902+용접링,Connector+용접링,120,SUB,미래정밀,940,28
MJU65517903,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517903+용접링,Connector+용접링,120,SUB,미래정밀,188,28
MJU65517904,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517904+용접링,Connector+용접링,120,SUB,미래정밀,188,28
MJU65517905,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517905+용접링,Connector+용접링,120,SUB,미래정밀,188,28
MJU65517906,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517906+용접링,Connector+용접링,120,SUB,미래정밀,188,28
MJU65517908,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517908+용접링,Connector+용접링,120,SUB,미래정밀,188,28
MJU65517909,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517909+용접링,Connector+용접링,120,SUB,미래정밀,188,28
MJU65517911,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517911+용접링,Connector+용접링,120,SUB,미래정밀,188,28
MJU65517912,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517912+용접링,Connector+용접링,120,SUB,미래정밀,188,28
MJU65517913,Tube Connector,130,단품(가공품),미래정밀,3,1
MJU65517913+용접링,Connector+용접링,120,SUB,미래정밀,99,14
MJU65517914+용접링,sub,120,SUB,미래정밀,82758,99
MJU65517915+용접링,sub,120,SUB,미래정밀,37585,99
MJU65517916+용접링,Tube Connector,120,SUB,미래정밀,7525,101
MJU65517917+용접링,Tube Connector,120,SUB,미래정밀,7518,99
MJU65517918+용접링,Tube Connector,120,SUB,미래정밀,7517,99
MJU65517919+용접링,Tube Connector,120,SUB,미래정밀,7517,99
MJU65517921+용접링,Tube Connector,120,SUB,미래정밀,7517,99
MJU65517922+용접링,Tube Connector,120,SUB,미래정밀,7517,99
MJU65517924+용접링,Tube Connector,120,SUB,미래정밀,7520,99
MJU65517925+용접링,Tube Connector,120,SUB,미래정밀,7520,99
MJU65533902,"Tube,Connector",130,단품(가공품),미래정밀,9981,24
MJU65534002,"Tube,Connector",130,단품(가공품),미래정밀,1109,24
MJU65587603,Tube Connector,130,단품(가공품),미래정밀,554,29
MJU65588301,"Tube,Connector",130,단품(가공품),미래정밀,115,8
MJU65588303,"Tube,Connector",130,단품(가공품),미래정밀,245,10
MJU65588304,"Tube,Connector",130,단품(가공품),미래정밀,130,8
MJU65588306,"Tube,Connector",130,단품(가공품),미래정밀,245,10
MJU65588307,"Tube,Connector",130,단품(가공품),미래정밀,130,8
MJU65588308,"Tube,Connector",130,단품(가공품),미래정밀,115,8
MJU65707420,Tube Connector,130,단품(가공품),미래정밀,108,20
MJU65707422,Tube Connector,130,단품(가공품),미래정밀,11,5
MJU65707423,Tube Connector,130,단품(가공품),미래정밀,16,3
MJU65707424,"Tube,Connector",130,단품(가공품),미래정밀,15,2
MJU65766110,"Tube,Connector",130,단품(가공품),미래정밀,59,15
MJU65766111,"Tube,Connector",130,단품(가공품),미래정밀,59,15
MJU65766112,"Tube,Connector",130,단품(가공품),미래정밀,59,15
MJU65766113,"Tube,Connector",130,단품(가공품),미래정밀,59,15
MJU65787707,Tube Connector,130,단품(가공품),미래정밀,1219,42
MJU65787708,Tube Connector,130,단품(가공품),미래정밀,1234,38
MJU65787709,Tube Connector,130,단품(가공품),미래정밀,2453,43
MJU65986405,Tube Connector,130,단품(가공품),미래정밀,3598,91
MJU66006802,"TUBE, CONNECTOR",130,단품(가공품),미래정밀,3510,87
MJU66166605,Tube Connector,130,단품(가공품),미래정밀,3416,5
MJU66266601,Tube Connector,130,단품(가공품),미래정밀,41,9
MJU66266602,Tube Connector,130,단품(가공품),미래정밀,41,9
MJU66266607,Tube Connector,130,단품(가공품),미래정밀,640,25
MJU66266618,Tube Connector,130,단품(가공품),미래정밀,599,22
MJU66307104,Tube Connector,130,단품(가공품),미래정밀,41,8
MJU66307105,Tube Connector,130,단품(가공품),미래정밀,41,8
MJU66366804,Tube Connector,130,단품(가공품),미래정밀,1114,25
MJU66366805,Tube Connector,130,단품(가공품),미래정밀,1114,25
MJU66366806,Tube Connector,130,단품(가공품),미래정밀,1206,25
MJU66366812,Tube Connector,130,단품(가공품),미래정밀,1114,25
MJU66366813,Tube Connector,130,단품(가공품),미래정밀,1114,25
MJU66366814,Tube Connector,130,단품(가공품),미래정밀,1114,25
MJU66478801,Tube Connector,130,단품(가공품),미래정밀,22692,84
MJU66493602,Tube Connector,130,단품(가공품),미래정밀,12,1
MJU66494202,Tube Connector,130,단품(가공품),미래정밀,12,1
MJU66502904+용접링,Connector+용접링,120,SUB,미래정밀,316,7
MJU66502905+용접링,Connector+용접링,120,SUB,미래정밀,316,7
MJU66502907+용접링,Connector+용접링,120,SUB,미래정밀,316,7
MJU66502908+용접링,Connector+용접링,120,SUB,미래정밀,316,7
MJU66506801,"Tube,Connector",130,단품(가공품),미래정밀,1281,24
MJU66510401,"Tube,Connector",130,단품(가공품),미래정밀,10,1
MJU66526615,"Tube,Connector",130,단품(가공품),미래정밀,39627,58
MJU66526616,"Tube,Connector",130,단품(가공품),미래정밀,4403,58
MJU66526617,"Tube,Connector",130,단품(가공품),미래정밀,4403,58
MJU66526618,"Tube,Connector",130,단품(가공품),미래정밀,4406,61
MJU66526619,"Tube,Connector",130,단품(가공품),미래정밀,4403,58
MJU66526620,"Tube,Connector",130,단품(가공품),미래정밀,95,10
MJU66526621,"Tube,Connector",130,단품(가공품),미래정밀,13209,58
MJU66566901,"Tube,Connector",130,단품(가공품),미래정밀,1113,35
MJU66566902,"Tube,Connector",130,단품(가공품),미래정밀,445,11
MJU66566904,"Tube,Connector",130,단품(가공품),미래정밀,418,8
MJU66566910,"Tube,Connector",130,단품(가공품),미래정밀,418,8
MJU66566912,"Tube,Connector",130,단품(가공품),미래정밀,4,2
MJU66570402,"Tube,Connector",130,단품(가공품),미래정밀,14611,117
MJU66571201,"Tube,Connector",130,단품(가공품),미래정밀,2081,73
MJU66572903,"Tube,Connector",130,단품(가공품),미래정밀,3966,37
MJU66573002,"Tube,Connector",130,단품(가공품),미래정밀,535,21
MJU66573401,"Tube,Connector",130,단품(가공품),미래정밀,8016,48
MJU66573502,"Tube,Connector",130,단품(가공품),미래정밀,643,37
MJU66759901,Tube Connector,130,단품(가공품),미래정밀,1145,47
MJU66759904,Tube Connector,130,단품(가공품),미래정밀,108,21
MJU66760005,Tube Connector,130,단품(가공품),미래정밀,72,8
MJU66760012,Tube Connector,130,단품(가공품),미래정밀,1073,46
MJU66763702,Tube Connector,130,단품(가공품),미래정밀,2834,9
MJU66763704,Tube Connector,130,단품(가공품),미래정밀,46,4
MJU66771601,"Tube,Connector",130,단품(가공품),미래정밀,1,1
MJU66774702,Tube Connector,130,단품(가공품),미래정밀,1,1
MJU66777703,Tube Discharge,130,단품(가공품),미래정밀,839,24
MJU66777704,Tube Discharge,130,단품(가공품),미래정밀,839,24
MJU66779301,Tube Connector,130,단품(가공품),미래정밀,458,2
MJU66779302,Tube Connector,130,단품(가공품),미래정밀,458,2
MJU66779303,Tube Connector,130,단품(가공품),미래정밀,458,2
MJU66779304,Tube Connector,130,단품(가공품),미래정밀,458,2
MJU66779306,Tube Connector,130,단품(가공품),미래정밀,458,2
MJU66779307,Tube Connector,130,단품(가공품),미래정밀,458,2
MJU66798601,Tube Connector,130,단품(가공품),미래정밀,2197,77
MJU66803009,"Tube,Connector",130,단품(가공품),미래정밀,428,7
MJU66803015,"Tube,Connector",130,단품(가공품),미래정밀,266,1
MJU66803017-1,"밴딩,확관후 제이에스",130,단품(가공품),미래정밀,423,7
MJU66803018,"Tube,Connector",130,단품(가공품),미래정밀,428,7
MJU66806302,Tube Connector,130,단품(가공품),미래정밀,116,5
MJU66806303,Tube Connector,130,단품(가공품),미래정밀,116,5
MJU66806304,Tube Connector,130,단품(가공품),미래정밀,116,5
MJU66806305,Tube Connector,130,단품(가공품),미래정밀,116,5
MJU66806306,Tube Connector,130,단품(가공품),미래정밀,812,5
MJU66810501,Tube Connector,130,단품(가공품),미래정밀,488,5
MJU66810502,Tube Connector,130,단품(가공품),미래정밀,244,5
MJU66810503,Tube Connector,130,단품(가공품),미래정밀,244,5
MJU66824502,Tube Connector,130,단품(가공품),미래정밀,365,31
MJU66824503,Tube Connector,130,단품(가공품),미래정밀,365,31
MJU66824504,Tube Connector,130,단품(가공품),미래정밀,365,31
MJU66824505,Tube Connector,130,단품(가공품),미래정밀,365,31
MJU66824506,Tube Connector,130,단품(가공품),미래정밀,730,31
MJU66824507,Tube Connector,130,단품(가공품),미래정밀,365,31
MJU66830901,"Tube,Connector",130,단품(가공품),미래정밀,193,21
MJU66831001,Tube Connector,130,단품(가공품),미래정밀,193,21
MJU66894824,"Tube,Connector",130,단품(가공품),미래정밀,300,1
MJU66894825,"Tube,Connector",130,단품(가공품),미래정밀,298,1
MJU66902601,Tube Connector,130,단품(가공품),미래정밀,599,22
MJU66902803,Tube Connector,130,단품(가공품),미래정밀,4347,49
MJU66928201,"Tube, Connector",130,단품(가공품),미래정밀,2548,50
MJU66928208,"Tube, Connector",130,단품(가공품),미래정밀,1135,22
MJU66928301,"Tube,Connector",130,단품(가공품),미래정밀,1919,30
MJU66928303,"Tube,Connector",130,단품(가공품),미래정밀,401,1
MJU66928305,"Tube,Connector",130,단품(가공품),미래정밀,297,1
MJU66928307,"Tube,Connector",130,단품(가공품),미래정밀,299,1
MJU66928312,"Tube,Connector",130,단품(가공품),미래정밀,1919,30
MJU66929204,"Tube,Connector",130,단품(가공품),미래정밀,7000,2
MJU66929206,Tube Connector,130,단품(가공품),미래정밀,11000,3
MJU66929501,Tube Connector,130,단품(가공품),미래정밀,9039,4
MJU66929502,Tube Connector,130,단품(가공품),미래정밀,9039,4
MJU66929503,Tube Connector,130,단품(가공품),미래정밀,9039,4
MJU66929504,Tube Connector,130,단품(가공품),미래정밀,9039,4
MJU66932501,"Tube,Connector",130,단품(가공품),미래정밀,34,5
MJU66932502,"Tube,Connector",130,단품(가공품),미래정밀,34,5
MJU66932503,"Tube,Connector",130,단품(가공품),미래정밀,34,5
MJU66932504,"Tube,Connector",130,단품(가공품),미래정밀,34,5
MJU66932505,"Tube,Connector",130,단품(가공품),미래정밀,34,5
MJU66932507,"Tube,Connector",130,단품(가공품),미래정밀,68,6
MJU66932508,"Tube,Connector",130,단품(가공품),미래정밀,34,6
MJU66932509,"Tube,Connector",130,단품(가공품),미래정밀,204,5
MJU66932510,"Tube,Connector",130,단품(가공품),미래정밀,34,5
MJU66932511,"Tube,Connector",130,단품(가공품),미래정밀,68,5
MJU66932530,"Tube, Connector",130,단품(가공품),미래정밀,34,5
MJU66942901,Tube Connector,130,단품(가공품),미래정밀,3014,43
MJU66949201,Tube Connector,130,단품(가공품),미래정밀,1462,44
MJU66954303,"Tube,Connector",130,단품(가공품),미래정밀,74,18
MJU66954308,"Tube,Connector",130,단품(가공품),미래정밀,49,13
MJU66954309,"Tube,Connector",130,단품(가공품),미래정밀,49,13
MJU66954608,"Tube, Connector",130,단품(가공품),미래정밀,203,12
MJU66954610,"Tube, Connector",130,단품(가공품),미래정밀,203,12
MJU66958506,"Tube,Connector",130,단품(가공품),미래정밀,2253,35
MJU66959604,"Tube,Connector",130,단품(가공품),미래정밀,1070,24
MJU66960902,"Tube,Connector",130,단품(가공품),미래정밀,4588,55
MJU66960903,"Tube,Connector",130,단품(가공품),미래정밀,2649,83
MJU66960905,Tube Connector,130,단품(가공품),미래정밀,991,25
MJU67028001,"Tube, Connector",130,단품(가공품),미래정밀,16566,21
MJU67035301,"Tube, Connector",130,단품(가공품),미래정밀,2782,22
MJU00777004,"Tube,Connector",130,단품(가공품),세광산업,1290,45
MJU00777501,"Tube,Connector",130,단품(가공품),세광산업,3023,36
MJU00777604,"Tube,Connector",130,단품(가공품),세광산업,1990,27
MJU00777605,"Tube,Connector",130,단품(가공품),세광산업,1990,27
MJU66570403,"Tube,Connector",130,단품(가공품),세광산업,14667,111
MJU66570404,"Tube,Connector",130,단품(가공품),세광산업,14650,111
MJU66571704,"Tube,Connector",130,단품(가공품),세광산업,9998,108
MJU66571801,"Tube,Connector",130,단품(가공품),세광산업,10043,70
MJU66799101,"Tube,Connector",130,단품(가공품),세광산업,3519,87
MJU66799401,"Tube,Connector",130,단품(가공품),세광산업,3519,87
MJU66799403,"Tube,Connector",130,단품(가공품),세광산업,3519,87
AAB32861207,ACCUMULATOR,230,SUB-ASS,수테크,13,3
AAB73970501,Accumulator,230,SUB-ASS,수테크,245,9
AJL74852201,"Tank Assembly,Oil",110,ASSY,수테크,417,23
AJR76443003,ACCUM,230,SUB-ASS,수테크,1114,23
MAA63804704,Accumulator,230,SUB-ASS,수테크,79,19
MAA63804705,Accumulator,230,SUB-ASS,수테크,1187,27
MHH62041504,"Separator,Oil",130,단품(가공품),수테크,608,5
MHH62041508,"Separator,Oil",230,SUB-ASS,수테크,1,1
AJR30004702-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,12683,42
AJR30012008-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,108,2
AJR30012009-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,20,3
AJR30012010-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,62,2
AJR30012011-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,40,2
AJR30037603-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,2770,27
AJR30037603-20-2,썬텍 SUB,120,SUB,썬텍코리아주식회사,1108,27
AJR30037604-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,3260,41
AJR30037604-20-2,썬텍 SUB,120,SUB,썬텍코리아주식회사,978,41
AJR30077901-20-1,썬텍 sub,110,ASSY,썬텍코리아주식회사,3000,3
AJR30101601-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,1461,27
AJR30102601-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,901,25
AJR30102601-20-2,썬텍 SUB,120,SUB,썬텍코리아주식회사,901,25
AJR30102601-20-3,썬텍 SUB,120,SUB,썬텍코리아주식회사,901,25
AJR30125501-20-1,썬텍 sub,120,SUB,썬텍코리아주식회사,5535,55
AJR30125505-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,173,11
AJR30125601-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,5023,51
AJR30125601-20-2,썬텍 SUB,120,SUB,썬텍코리아주식회사,4691,48
AJR30125603-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,84,7
AJR73952501-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,1365,36
AJR73952502-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,4360,54
AJR74823101-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,348,20
AJR74823102-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,401,23
AJR74823103-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,4115,78
AJR74823104-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,5109,80
AJR75462802-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,1178,18
AJR76523027-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,3407,28
AJR76562804-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,528,14
AJR76562804-20-2,썬텍 SUB,120,SUB,썬텍코리아주식회사,528,14
AJR77170902,"Tube Assembly, Condenser",110,ASSY,썬텍코리아주식회사,374,19
AJR77182802,"Tube Assembly,Condenser(",110,ASSY,썬텍코리아주식회사,1086,32
AJR77182902,"Tube Assembly,Condenser(",110,ASSY,썬텍코리아주식회사,1089,30
AJR77188801-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,1670,78
AJR77188802-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,13558,119
AJR77224002-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,6240,56
AJR77224008-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,428,23
AJR77224501-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,7172,111
AJR77224518-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,8056,103
AJR77225602-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,2534,45
AJR77225607-20-1,썬텍 SUB,120,SUB,썬텍코리아주식회사,639,14
MJU00787901,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,12,1
MJU00787902,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,26,1
MJU00787903,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,38,1
MJU00788001,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,38,1
MJU00788002,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,38,1
MJU00788306,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,12,1
MJU00788307,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,38,1
MJU00788308,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,38,1
MJU00788309,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,38,1
MJU00788310,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,38,1
MJU61986901,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,1000,2
MJU61987101,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,1000,2
MJU63208002,Tube Connector,130,단품(가공품),썬텍코리아주식회사,23,4
MJU63208003,Tube Connector,130,단품(가공품),썬텍코리아주식회사,21,3
MJU63208104,Tube Connector,130,단품(가공품),썬텍코리아주식회사,67,6
MJU63208105,Tube Connector,130,단품(가공품),썬텍코리아주식회사,44,6
MJU63208106,Tube Connector,130,단품(가공품),썬텍코리아주식회사,42,3
MJU64948401,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,3,1
MJU66479601,Tube Connector,130,단품(가공품),썬텍코리아주식회사,2417,31
MJU66479701,Tube Connector,130,단품(가공품),썬텍코리아주식회사,124,4
MJU66479802,Tube Connector,130,단품(가공품),썬텍코리아주식회사,1633,23
MJU66479803,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,100,1
MJU66507045,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,1485,27
MJU66507051,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,1486,28
MJU66507052,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,1485,27
MJU66507053,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,1485,27
MJU66570002,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,3765,27
MJU66749602,Tube Connector,130,단품(가공품),썬텍코리아주식회사,2496,34
MJU66799901,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,2496,34
MJU66823202,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,326,41
MJU66823302,"Tube,Connector",130,단품(가공품),썬텍코리아주식회사,326,41
5210A20851E,TUBE RETURN BENDING,130,단품(가공품),이젠터,3,1
5210A20851M,"TUBE, CONNECTOR",130,단품(가공품),이젠터,3,1
5210A22034A,"Tube, Connector",130,단품(가공품),이젠터,84,2
5210A22034B,"Tube, Connector",130,단품(가공품),이젠터,20,1
5210A24677G,"Tube,Connector",130,단품(가공품),이젠터,30,1
5210A24677J,"Tube,Connector",130,단품(가공품),이젠터,11032,26
5210A31939A,"Tube,Connector",130,단품(가공품),이젠터,3093,33
AJJ74578301-3-1,이젠터 SUB,120,SUB,이젠터,365,17
AJJ74578301-3-2,이젠터 SUB,120,SUB,이젠터,365,17
AJJ74578304-3-1,AJJ74578304-3-1,120,SUB,이젠터,13,3
AJJ74578304-3-2,AJJ74578304-3-2,120,SUB,이젠터,13,3
AJJ74578309-3-1,이젠터 SUB,120,SUB,이젠터,3,1
AJJ74578309-3-2,이젠터 SUB,120,SUB,이젠터,3,1
AJR30001401,Tube Assembly Manifold,110,ASSY,이젠터,387,21
AJR30004702-3-1,이젠터 SUB,120,SUB,이젠터,12183,45
AJR30019801-3-1,이젠터 SUB,120,SUB,이젠터,42,5
AJR30051301-3-1,이젠터 sub,120,SUB,이젠터,146,8
AJR30069701-3-1,이젠터 SUB,120,SUB,이젠터,71,10
AJR30069702-3-1,이젠터 SUB ,120,SUB,이젠터,2,1
AJR30075401-3-1,이젠터 Sub,120,SUB,이젠터,1950,31
AJR30075401-3-2,이젠터 Sub,120,SUB,이젠터,1965,31
AJR30075401-3-3,이젠터 Sub,120,SUB,이젠터,1873,30
AJR30075401-3-4,이젠터 Sub,110,ASSY,이젠터,1873,30
AJR30075401-3-5,이젠터 Sub,120,SUB,이젠터,1869,30
AJR30075401-3-6,이젠터 Sub,120,SUB,이젠터,1908,31
AJR30075401-3-7,이젠터 SUB,120,SUB,이젠터,582,18
AJR30077901-3-1,이젠 SUB,120,SUB,이젠터,11536,11
AJR30078701,Condenser(고강도),110,ASSY,이젠터,57,1
AJR30107701-3-1,이젠터 SUB,120,SUB,이젠터,1909,45
AJR30116701,"Tube Assembly, Manifold(",,,이젠터,364,13
