node,name,cs_soyo,bom_soyo,ratio,direction,weld_item,last_prod,active,top_parent,cs_detail,cs_upd,bom_upd,newer
AJR75782901,"Tube Assembly,Discharge(Outdoor)",0.0036,0.0021,1.714,CS>BOM,RAC30599301-1,2026-05-29,1,,6.35φ×2·7.94φ×1,2026-07-01,2026-05-22,CS최신
AJR75786301-은납,AJR75786301-은납,0.0024,0.0012,2.0,CS>BOM,RAC30599327-1,2025-10-31,1,AJR75786301,9.52φ×1·9.52φ×1,2025-09-11,2025-09-11,BOM최신
AJR75786302-은납,AJR75786302-은납,0.0024,0.0012,2.0,CS>BOM,RAC30599327-1,2025-09-15,1,AJR75786302,9.52φ×1·9.52φ×1,2025-09-11,2025-09-11,CS최신
AJR75802613,Tube Assembly,0.024,0.0156,1.538,CS>BOM,RAC30599327,2026-07-02,1,,12.7φ×1·22.0φ×2·28.0φ×2,2025-07-28,2025-07-28,BOM최신
AJR76402407-SOCKET,Socket 은납 Sub,0.0024,0.0012,2.0,CS>BOM,RAC30599327-1,2026-06-22,1,AJR76402407,9.52φ×1·9.52φ×1,2025-09-11,2025-09-11,BOM최신
AJR76462903,판형 수배관 SUB,0.014,0.022,0.636,CS<BOM,RAC30599328,2026-04-15,1,ADM73210511,6.35φ×1·25.4φ×1·28.0φ×1,2026-07-28,2025-07-29,CS최신
AJR76562802,"Tube Assembly,Manifold(Outdoor)",0.0066,0.0057,1.158,CS>BOM,RAC30599301-1,2025-05-14,1,,19.05φ×2,2023-08-29,2024-10-02,BOM최신
AJR76663205-SUB,은납-SUB,0.003,0.0018,1.667,CS>BOM,RAC30599327-1,2026-07-30,1,AJR76663205,6.35φ×1·15.88φ×1,2025-09-10,2025-09-10,BOM최신
AJR76742301-SUB,은납-SUB,0.0036,0.0018,2.0,CS>BOM,RAC30599327-1,2026-07-08,1,AJR76742301,15.88φ×1·15.88φ×1,2025-09-10,2025-09-10,BOM최신
AJR76742306,"Tube Assembly,Manifold(Indoor)",0.021,0.0222,0.946,CS<BOM,RAC30599301-1,2026-07-21,1,,9.52φ×9·15.88φ×1·22.0φ×2,2022-05-21,2024-04-30,BOM최신
AJR76742308,"Tube Assembly,Manifold(Indoor)",0.021,0.0198,1.061,CS>BOM,RAC30599327,2026-07-07,1,,9.52φ×1·9.52φ×8·15.88φ×1·22.0φ×2,2025-06-25,2025-06-25,CS최신
AJR76742309,"Tube Assembly,Manifold(Indoor)",0.0234,0.0222,1.054,CS>BOM,RAC30599327,2026-06-22,1,,9.52φ×1·9.52φ×10·15.88φ×1·22.0φ×2,2025-07-31,2025-07-31,BOM최신
AJR77189104,"Tube Assembly,Manifold(Indoor)",0.0051,0.0081,0.63,CS<BOM,RAC30599301-1,2024-12-17,1,,6.35φ×3·12.7φ×1,2022-06-04,2024-03-21,BOM최신
AJR77224010,"Tube Assembly,Reverse",0.0124,0.0284,0.437,CS<BOM,RAC30599301-1,2026-05-13,1,,6.35φ×1·22.0φ×1·28.0φ×1,2026-02-09,2026-03-17,BOM최신
AJR77224506-S1-4,사내 SUB,0.0054,0.0072,0.75,CS<BOM,RAC30599301-1,2025-08-31,1,,9.52φ×2·12.7φ×2,2022-02-10,2026-01-20,BOM최신
AJR77225610,"Tube Assembly,Reverse",0.0418,0.056,0.746,CS<BOM,RAC30599301-1,2026-04-08,1,,6.35φ×1·9.52φ×1·22.0φ×1·28.0φ×5,2026-02-09,2026-02-09,BOM최신
AJR77263006,"Tube Assembly,Manifold(Outdoor)",0.0084,0.0,,CS>BOM,RAC30599301-1,2025-02-20,1,,22.0φ×2,2022-01-27,2024-05-10,BOM최신
MJU65551101-SUB(4),황동 커플링 SUB(4),0.0141,0.0071,1.986,CS>BOM,RAC30599327,2026-07-30,1,AJR30027701-SUB1,28.0φ×1·28.0φ×1,2025-09-29,2026-03-17,BOM최신
MJU66779316-은납,MJU66779316-SUB,0.0024,0.0012,2.0,CS>BOM,RAC30599327-1,2026-07-29,1,ADM73210510,9.52φ×1·9.52φ×1,2025-09-10,2025-09-10,BOM최신
5211A10305J-2-1,5211A10305J-2-1,0.0077,0.0141,0.546,CS<BOM,RAC30599301-1,없음,0,,4.76φ×5·6.35φ×1·9.52φ×1,2021-01-21,2020-12-30,CS최신
5211A10305J-S6-4,사내 SUB,0.0077,0.0141,0.546,CS<BOM,RAC30599301-1,없음,0,5211A10305J,4.76φ×5·6.35φ×1·9.52φ×1,2022-01-10,2024-05-28,BOM최신
5211A20230D,"Tube Assembly, Evaporator (Out)",0.0036,0.0051,0.706,CS<BOM,RAC30599301-1,없음,0,,7.94φ×2·9.52φ×1,2022-03-16,2023-03-15,BOM최신
5211A21333E,"Tube Assembly, Manifold (Indoor)",0.0084,0.0117,0.718,CS<BOM,RAC30599301-1,없음,0,,9.52φ×7,2022-03-16,2023-08-17,BOM최신
5211A21904N,"Tube Assembly,Connector",0.0012,0.0,,CS>BOM,RAC30599301-1,없음,0,,6.35φ×1,2020-09-10,2024-03-15,BOM최신
5211A29912F,5211A29912F,0.0108,0.0205,0.527,CS<BOM,RAC30599301-1,없음,0,AJR30374209,6.35φ×9,2019-01-25,2023-08-17,BOM최신
AAB73230902-0,SUB ASSY,0.0045,0.0029,1.552,CS>BOM,RAC30599301-1,없음,0,AJR74123801,6.35φ×1·19.05φ×1,2023-10-14,2020-12-28,CS최신
AAB73230902-1,SUB ASSY,0.0045,0.0029,1.552,CS>BOM,RAC30599301-1,없음,0,AJR74162602,6.35φ×1·19.05φ×1,2023-10-14,2020-12-28,CS최신
ADM72950706,Exchanger Assembly,0.0012,0.0354,0.034,CS<BOM,RAC30599301-1,없음,0,,6.35φ×1,2023-09-04,2024-04-03,BOM최신
ADM75351201,판형 열교환기,0.0012,0.0042,0.286,CS<BOM,RAC30599301-1,없음,0,,6.35φ×1,2022-10-05,2024-04-03,BOM최신
AGR30801603,,0.0024,1.0,0.002,CS<BOM,RAC30599301-1,없음,0,,9.52φ×2,2026-07-30,2026-07-28,CS최신
AGR30801604,,0.0024,1.0,0.002,CS<BOM,RAC30599301-1,없음,0,,9.52φ×2,2026-07-30,2026-07-28,CS최신
AJR30000501,"Tube Assembly, Expansion",0.0024,0.0,,CS>BOM,RAC30599328,없음,0,AJR77224801,9.52φ×2,2022-06-29,2026-07-02,BOM최신
AJR30007101-S5-1,사내 SUB,0.0228,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30007101,6.35φ×9·9.52φ×10,2021-09-29,2023-10-12,BOM최신
AJR30012001,"Tube Assembly,Reverse",0.0339,0.0351,0.966,CS<BOM,RAC30599301-1,없음,0,,6.35φ×6·9.52φ×3·12.7φ×1·19.05φ×4·22.0φ×2,2020-09-21,2023-08-17,BOM최신
AJR30012008-20-1,썬텍 SUB,0.0048,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30012008,6.35φ×2·9.52φ×2,2026-07-23,2026-07-13,CS최신
AJR30012009-20-1,썬텍 SUB,0.0057,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30012009,6.35φ×2·19.05φ×1,2026-07-23,2026-07-13,CS최신
AJR30012010-20-1,썬텍 SUB,0.0024,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30012010,6.35φ×2,2026-07-23,2026-07-13,CS최신
AJR30012011-20-1,썬텍 SUB,0.015,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30012011,6.35φ×2·22.0φ×3,2026-07-23,2026-07-13,CS최신
AJR30028404,Tube Assembly,0.0042,0.0183,0.23,CS<BOM,RAC30599301-1,없음,0,,22.0φ×1,2022-11-03,2023-08-17,BOM최신
AJR30031201-12-1,대원 SUB,0.0105,0.021,0.5,CS<BOM,RAC30599301-1,없음,0,AJR30031201,4.76φ×10,2022-12-02,2022-12-02,BOM최신
AJR30031801,"Tube Assembly,Connector",0.0042,0.0054,0.778,CS<BOM,RAC30599301-1,없음,0,,6.35φ×1·9.52φ×1·15.88φ×1,2020-09-28,2023-08-17,BOM최신
AJR30037109,"Tube Assembly,Suction(Outdoor)",0.0156,0.0144,1.083,CS>BOM,RAC30599301-1,없음,0,,6.35φ×2·7.94φ×2·9.52φ×2·22.0φ×2,2026-07-20,2026-06-22,CS최신
AJR30037110,"Tube Assembly,Suction(Outdoor)",0.0156,0.0144,1.083,CS>BOM,RAC30599301-1,없음,0,,6.35φ×2·7.94φ×2·9.52φ×2·22.0φ×2,2026-07-20,2026-06-22,CS최신
AJR30037111,"Tube Assembly,Suction(Outdoor)",0.0156,0.0144,1.083,CS>BOM,RAC30599301-1,없음,0,,6.35φ×2·7.94φ×2·9.52φ×2·22.0φ×2,2026-07-20,2026-06-22,CS최신
AJR30038301-S6-1,사내 SUB,0.003,0.0093,0.323,CS<BOM,RAC30599301-1,없음,0,AJR30038301-S6-2,12.7φ×2,2021-09-01,2023-11-14,BOM최신
AJR30040304,"Tube Assembly, Connector",0.006,0.0,,CS>BOM,RAC30599301-1,없음,0,,12.7φ×4,2026-07-21,2026-07-21,CS최신
AJR30055201-J&I,태국 SUB,0.0093,0.0123,0.756,CS<BOM,RAC30599301-1,없음,0,,6.35φ×5·12.7φ×1·15.88φ×1,2022-09-15,2023-11-09,BOM최신
AJR30055202-J&I,태국 SUB,0.0093,0.0123,0.756,CS<BOM,RAC30599301-1,없음,0,,6.35φ×5·12.7φ×1·15.88φ×1,2022-09-26,2023-11-10,BOM최신
AJR30065902,ADM75404604 내재화 SUB ASSY,0.0042,0.0054,0.778,CS<BOM,RAC30599301-1,없음,0,,6.35φ×2·15.88φ×1,2022-05-16,2024-09-27,BOM최신
AJR30069701,Eva Out,0.0024,0.0012,2.0,CS>BOM,RAC30599327,없음,0,AJR30069601,9.52φ×1·9.52φ×1,2025-04-28,2025-12-24,BOM최신
AJR30075401-3-1,이젠터 Sub,0.0024,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30075401-4-4,6.35φ×1·9.52φ×1,2025-07-17,2026-04-13,BOM최신
AJR30075401-3-2,이젠터 Sub,0.0012,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30075401-4-4,9.52φ×1,2025-07-17,2026-04-13,BOM최신
AJR30077401,Evaporator(고강도),0.0036,0.0048,0.75,CS<BOM,RAC30599301-1,없음,0,,9.52φ×3,2023-04-25,2023-08-17,BOM최신
AJR30077402,Evaporator(고강도),0.0036,0.006,0.6,CS<BOM,RAC30599301-1,없음,0,,9.52φ×3,2023-04-25,2023-04-26,BOM최신
AJR30077601-J&I,태국 SUB,0.0093,0.0105,0.886,CS<BOM,RAC30599301-1,없음,0,AJR30077601,6.35φ×5·12.7φ×1·15.88φ×1,2023-04-25,2023-11-09,BOM최신
AJR30077602-J&I,태국 SUB,0.0093,0.0108,0.861,CS<BOM,RAC30599301-1,없음,0,AJR30077602,6.35φ×5·12.7φ×1·15.88φ×1,2023-04-25,2023-11-09,BOM최신
AJR30077801-J&I-2,태국 SUB,0.0024,0.0036,0.667,CS<BOM,RAC30599301-1,없음,0,AJR30077801-J&I,6.35φ×2,2023-04-05,2023-11-09,BOM최신
AJR30077901-J&I,태국 SUB,0.0063,0.0078,0.808,CS<BOM,RAC30599301-1,없음,0,AJR30077902-SUB,6.35φ×4·12.7φ×1,2023-04-25,2025-07-17,BOM최신
AJR30078001-J&I,태국 SUB,0.0056,0.0067,0.836,CS<BOM,RAC30599301-1,없음,0,AJR30078001,4.76φ×3·6.35φ×2,2023-04-25,2023-11-09,BOM최신
AJR30079101,"Tube Assembly, Expansion",0.0153,0.0165,0.927,CS<BOM,RAC30599301-1,2024-03-20,0,,4.76φ×6·6.35φ×1·9.52φ×4·12.7φ×2,2023-11-09,2023-09-06,CS최신
AJR30079501,Tube Assembly,0.0276,0.0312,0.885,CS<BOM,RAC30599301-1,2023-12-19,0,,6.35φ×8·15.88φ×10,2023-09-06,2024-03-15,BOM최신
AJR30089622,"Tube Assembly, Manifold(Outdoor)",0.0282,1.0,0.028,CS<BOM,RAC30599301-1,없음,0,,6.35φ×20·22.0φ×1,2026-07-20,2026-07-20,CS최신
AJR30089623,"Tube Assembly, Manifold(Outdoor)",0.0282,1.0,0.028,CS<BOM,RAC30599301-1,없음,0,,6.35φ×20·22.0φ×1,2026-07-20,2026-07-20,CS최신
AJR30089624,"Tube Assembly, Manifold(Outdoor)",0.0282,1.0,0.028,CS<BOM,RAC30599301-1,없음,0,,9.52φ×20·22.0φ×1,2026-07-21,2026-07-20,CS최신
AJR30089625,"Tube Assembly, Manifold(Outdoor)",0.0311,1.0,0.031,CS<BOM,RAC30599301-1,없음,0,,9.52φ×20·28.0φ×1,2026-07-21,2026-07-20,CS최신
AJR30089626,"Tube Assembly, Manifold(Outdoor)",0.0311,1.0,0.031,CS<BOM,RAC30599301-1,없음,0,,6.35φ×2·9.52φ×18·28.0φ×1,2026-07-21,2026-07-20,CS최신
AJR30113102,,0.0174,0.0,,CS>BOM,RAC30599301-1,없음,0,,6.35φ×3·9.52φ×2·12.7φ×1·19.05φ×3,2026-07-23,2026-07-23,CS최신
AJR30125603-20-1,썬텍 SUB,0.0024,1.0,0.002,CS<BOM,RAC30599301-1,없음,0,AJR30125504,9.52φ×2,2026-07-09,2026-06-11,CS최신
AJR30133604-12-1,대원 SUB,0.0112,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30133604-SUB-1,22.0φ×1·28.0φ×1,2026-07-30,2026-07-15,CS최신
AJR30133701-STS-1,STS Sub Assy,0.0221,0.0,,CS>BOM,RAC30599301-1,없음,0,,7.94φ×1·9.52φ×10·15.88φ×1·28.0φ×1,2025-12-16,2025-12-16,BOM최신
AJR30133707-4-1,미래 SUB,0.0012,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30133707-SUB-1,7.94φ×1,2026-07-27,2026-07-15,CS최신
AJR30133707-SUB-1,Sub Assy,0.0036,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30133707,9.52φ×3,2026-07-27,2026-07-04,CS최신
AJR30133707-SUB-2,Sub Assy,0.018,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30133707,9.52φ×15,2026-07-27,2026-07-13,CS최신
AJR30133708,"Tube Assembly,Manifold(Outdoor)",0.0141,0.0,,CS>BOM,RAC30599301-1,없음,0,,28.0φ×2,2026-06-30,2026-03-19,CS최신
AJR30133708-SUB-1,Sub Assy,0.0024,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30133708,7.94φ×1·9.52φ×1,2026-06-30,2026-03-19,CS최신
AJR30133708-SUB-2,Sub Assy,0.0072,0.0,,CS>BOM,RAC30599301-1,없음,0,AJR30133708,9.52φ×6,2026-06-30,2026-03-19,CS최신
AJR30175001,"Tube Assembly, Connector",0.0051,1.0,0.005,CS<BOM,RAC30599301-1,없음,0,,12.7φ×1·15.88φ×2,2026-07-16,2026-07-08,CS최신
AJR30175201,"Tube Assembly, Evaporator(In)",0.0177,1.0,0.018,CS<BOM,RAC30599301-1,없음,0,,9.52φ×10·25.4φ×1,2026-07-16,2026-07-08,CS최신
AJR33796501,"Tube Assembly,Capillary",0.0245,0.0253,0.968,CS<BOM,RAC30599301-1,2024-06-11,0,,4.76φ×14·6.35φ×1·9.52φ×1,2020-03-24,2023-08-17,BOM최신
AJR33796512-12-1,대원 SUB,0.0012,0.0086,0.14,CS<BOM,RAC30599301-1,없음,0,AJR33796512-S1-2,6.35φ×1,2019-07-18,2025-03-21,BOM최신
AJR34511805,"Tube Assembly,Manifold(Indoor)",0.0198,0.0216,0.917,CS<BOM,RAC30599301-1,없음,0,,6.35φ×9·15.88φ×5,2022-10-15,2024-06-11,BOM최신
AJR34511807,"Tube Assembly,Manifold(Indoor)",0.0168,0.0186,0.903,CS<BOM,RAC30599301-1,없음,0,,6.35φ×8·15.88φ×4,2022-03-18,2024-06-11,BOM최신
AJR35744503,"Tube Assembly,Manifold(Indoor)",0.0126,0.0144,0.875,CS<BOM,RAC30599301-1,없음,0,,6.35φ×9·15.88φ×1,2023-02-17,2023-08-17,BOM최신
AJR36388510,"Tube Assembly,Suction(Outdoor)",0.0033,0.0022,1.5,CS>BOM,RAC30599301-1,없음,0,AJR73822507,19.05φ×1,2023-10-04,2024-06-14,BOM최신
AJR36852209-J&I,태국 SUB,0.0048,0.0063,0.762,CS<BOM,RAC30599301-1,없음,0,,6.35φ×4,2023-04-11,2023-11-09,BOM최신
AJR36852210-J&I,태국 SUB,0.0063,0.0078,0.808,CS<BOM,RAC30599301-1,없음,0,AJR36852210-은납,6.35φ×4·12.7φ×1,2023-04-06,2023-11-09,BOM최신
AJR36852706-J&I,태국 SUB,0.0055,0.008,0.688,CS<BOM,RAC30599301-1,없음,0,,4.76φ×3·6.35φ×1·9.52φ×1,2023-08-17,2023-11-09,BOM최신
AJR37105401,"Tube Assembly,Reverse",0.0177,0.0201,0.881,CS<BOM,RAC30599301-1,없음,0,,6.35φ×2·9.52φ×3·15.88φ×1·19.05φ×3,2023-09-06,2024-09-27,BOM최신
AJR52676201,"Tube Assembly,Evaporator(Out)",0.006,0.0075,0.8,CS<BOM,RAC30599301-1,없음,0,,6.35φ×5,2023-09-06,2023-09-06,BOM최신
AJR52676202-J&I,태국 SUB,0.0087,0.0117,0.744,CS<BOM,RAC30599301-1,없음,0,,6.35φ×6·12.7φ×1,2023-07-25,2023-11-09,BOM최신
AJR52676204,"Tube Assembly,Evaporator(Out)",0.006,0.0075,0.8,CS<BOM,RAC30599301-1,없음,0,,6.35φ×5,2023-09-06,2023-09-06,BOM최신
AJR52676207-J&I,태국 SUB,0.0087,0.0117,0.744,CS<BOM,RAC30599301-1,없음,0,,6.35φ×6·12.7φ×1,2023-10-04,2023-11-09,BOM최신
AJR55707001-J&I,태국 SUB,0.0092,0.0115,0.8,CS<BOM,RAC30599301-1,없음,0,AJR55707001,4.76φ×3·6.35φ×4·9.52φ×1,2023-09-08,2023-11-09,BOM최신
AJR55707008-J&I-2,태국 SUB,0.0024,0.0048,0.5,CS<BOM,RAC30599301-1,없음,0,AJR55707008-J&I,6.35φ×2,2023-04-06,2023-08-17,BOM최신
AJR55707101-J&I,태국 SUB,0.006,0.009,0.667,CS<BOM,RAC30599301-1,없음,0,,6.35φ×4·9.52φ×1,2023-08-17,2023-11-09,BOM최신
AJR72572908,"Tube Assembly,Manifold(Outdoor)",0.0381,0.0393,0.969,CS<BOM,RAC30599301-1,없음,0,,6.35φ×29·19.05φ×1,2023-09-11,2024-09-27,BOM최신
AJR72935101,AJR72935101,0.0048,0.0006,8.0,CS>BOM,RAC30599301-1,없음,0,AJJ72912201,6.35φ×4,2026-07-01,2025-02-17,CS최신
