parent_item,weld_item,item_name,use_qty,routing_st,reason,best_candidate
AJR75942504-R-1,RAC30599327,저압부 사내 SUB,0.0012,1.0,e_item_weld에 부모전무,
AJR75983001,RAC30599301-1,"Tube Assembly,Reverse",0.01874,16.0,e_item_weld에 부모전무,
AJR75983005,RAC30599301-1,"Tube Assembly,Reverse",0.01874,16.0,e_item_weld에 부모전무,
AJR75983010,RAC30599301-1,"Tube Assembly,Reverse",0.01874,15.0,e_item_weld에 부모전무,
AJR76322701,RAC30599301-1,"Tube Assembly,Solenoide",0.0034,4.0,e_item_weld에 부모전무,
AJR76322701-1-1,RAC30599301-1,SUB ASSY,0.0024,3.0,e_item_weld에 부모전무,
AJR76462721,RAC30599327,판형 SUB(STS),0.00705,1.0,e_item_weld에 부모전무,
AJR76462721-IS,RAC30599328,외주 STS SUB,0.00945,3.0,e_item_weld에 부모전무,
AJR76462722,RAC30599327,판형 SUB(STS),0.0012,1.0,e_item_weld에 부모전무,
AJR76462723,RAC30599328,Tube Assembly,0.0057,1.0,e_item_weld에 부모전무,
AJR76462723-IS,RAC30599328,외주 STS SUB,0.0057,1.0,e_item_weld에 부모전무,
AJR76462725,RAC30599327,판형 SUB,0.0012,1.0,e_item_weld에 부모전무,
AJR76462725-IS,RAC30599328,판형 STS SUB,0.0069,2.0,e_item_weld에 부모전무,
AJR76462726,RAC30599327,판형 SUB,0.00705,1.0,e_item_weld에 부모전무,
AJR76462726-IS,RAC30599328,판형 STS SUB,0.00885,2.0,e_item_weld에 부모전무,
AJR76462728,RAC30599327,판형 SUB 부품,0.00705,1.0,e_item_weld에 부모전무,
AJR76462731,RAC30599327,판형 SUB 부품,0.0018,1.0,e_item_weld에 부모전무,
AJR76462734,RAC30599327,판형 SUB 부품,0.0018,1.0,e_item_weld에 부모전무,
AJR76462735,RAC30599327,판형 SUB,0.00705,1.0,e_item_weld에 부모전무,
AJR76462735-IS,RAC30599328,판형 STS SUB,0.00825,2.0,e_item_weld에 부모전무,
AJR76502604-S3-1,RAC30599301-1,사내 SUB,0.0024,2.0,e_item_weld에 부모전무,
AJR76523001,RAC30599301-1,"Tube Assembly,Reverse",0.0028,2.0,e_item_weld에 부모전무,
AJR76523003,RAC30599301-1,"Tube Assembly,Reverse",0.0028,2.0,e_item_weld에 부모전무,
AJR76523005,RAC30599301-1,"Tube Assembly,Reverse",0.0028,2.0,e_item_weld에 부모전무,
AJR76523007,RAC30599301-1,"Tube Assembly,Reverse",0.0028,2.0,e_item_weld에 부모전무,
AJR76523008,RAC30599301-1,"Tube Assembly,Reverse",0.0028,2.0,e_item_weld에 부모전무,
AJR76543201,RAC30599301-1,"Tube Assembly,Reverse",0.0083,4.0,e_item_weld에 부모전무,
AJR76543201-3-1,RAC30599301-1,SUB ASSY,0.0036,5.0,e_item_weld에 부모전무,
AJR76562401,RAC30599301-1,"Tube Assembly,Reverse",0.0031,2.0,e_item_weld에 부모전무,
AJR76562403,RAC30599301-1,"Tube Assembly,Reverse",0.0031,2.0,e_item_weld에 부모전무,
AJR76562404,RAC30599301-1,"Tube Assembly,Reverse",0.0031,2.0,e_item_weld에 부모전무,
AJR76582901,RAC30599327,고압부 SBU ASSY,0.0024,2.0,e_item_weld에 부모전무,
AJR76582901-13-1,RAC30599327,SUB ASSY,0.00435,4.0,e_item_weld에 부모전무,
AJR76583001,RAC30599327,저압부 SUB ASSY,0.0024,2.0,e_item_weld에 부모전무,
AJR76583001-13-1,RAC30599327,SUB ASSY,0.00435,4.0,e_item_weld에 부모전무,
AJR76742303-은납,RAC30599327,AJR76742303-SUB,0.0018,1.0,e_item_weld에 부모전무,
AJR76742305-SUB,RAC30599327,은납-SUB,0.0018,1.0,e_item_weld에 부모전무,
AJR76742306-은납,RAC30599327,은납 SUB,0.0018,1.0,e_item_weld에 부모전무,
AJR76823002-은납,RAC30599327,은납 SUB,0.0018,1.0,e_item_weld에 부모전무,
AJR76823102-S2-1,RAC30599301-1,사내 SUB,0.00975,3.0,e_item_weld에 부모전무,
AJR77022801,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.0008,1.0,e_item_weld에 부모전무,
AJR77022802,RAC30599301-1,"Tube Assembly,Discharge",0.0008,1.0,e_item_weld에 부모전무,
AJR77164003,RAC30599327,"Tube Assembly,Connector",0.00125,1.0,e_item_weld에 부모전무,
AJR77182405,RAC30599301-1,"Tube Assembly,Connector",0.0054,3.0,e_item_weld에 부모전무,
AJR77182601,RAC30599301-1,"Tube Assembly,Suction(Outdoor)",0.00248,1.0,e_item_weld에 부모전무,
AJR77223101,RAC30599327,"Tube Assembly,Discharge",0.003,2.0,e_item_weld에 부모전무,
AJR77223102,RAC30599327,"Tube Assembly,Discharge",0.003,2.0,e_item_weld에 부모전무,
AJR77223106,RAC30599327,"Tube Assembly,Discharge",0.0024,2.0,e_item_weld에 부모전무,
AJR77224504-S1-1,RAC30599301-1,사내 SUB,0.003,4.0,e_item_weld에 부모전무,
AJR77224504-S1-2,RAC30599301-1,사내 SUB,0.0132,10.0,e_item_weld에 부모전무,
AJR77224504-S1-3,RAC30599301-1,사내 SUB,0.0072,4.0,e_item_weld에 부모전무,
AJR77224505-S1-2,RAC30599301-1,사내 SUB,0.0114,9.0,e_item_weld에 부모전무,
AJR77224505-S1-3,RAC30599301-1,사내 SUB,0.0072,4.0,e_item_weld에 부모전무,
AJR77224506-S1-2,RAC30599301-1,사내 SUB,0.0054,4.0,e_item_weld에 부모전무,
AJR77224507-S1-2,RAC30599301-1,사내 SUB,0.006,4.0,e_item_weld에 부모전무,
AJR77225305,RAC30599301-1,"Tube Assembly, Manifold(Outdoor)",0.0033,16.0,e_item_weld에 부모전무,
AJR77225306,RAC30599301-1,"Tube Assembly, Manifold(Outdoor)",0.0033,16.0,e_item_weld에 부모전무,
AJR77226304,RAC30599301-1,"Tube Assembly,Manifold(Outdoor)",0.048,7.0,e_item_weld에 부모전무,
MJU63650911-3-1,RAC30599301-1,"Tube,Connector",0.00124,1.0,e_item_weld에 부모전무,
스프링형-SUB3,RAC30599327,Ø6.35 X Ø15.88,0.0021,2.0,e_item_weld에 부모전무,
스프링형-SUB4,RAC30599327,Ø9.52 X Ø15.88,0.0021,2.0,e_item_weld에 부모전무,
3A00280E,RAC31704701,3A00280E,0.16,0.0,라우팅ST(51/28)없음→재계산불가,
4849A20069M,RAC30599301-1,Accumulator Assembly,0.00274,0.0,라우팅ST(51/28)없음→재계산불가,
4849A20069M-7-1,RAC30599301-1,4849A20069M-7-1,0.00274,0.0,라우팅ST(51/28)없음→재계산불가,
5001A30010X,RAC31704701,Accessory Assembly,0.15,0.0,라우팅ST(51/28)없음→재계산불가,
5211A00011E,RAC30599301-1,"Tube Assembly,Reverse",0.01,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10305J-SUB,RAC30599327,은납-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10305T-은납,RAC30599327,은납-sub,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"5211A10305T/ALL unit=0.0012 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=NA)"
5211A10487A,RAC30599301-1,"Tube Assembly,Suction(Outdoor)",0.06135,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10487B,RAC30599301-1,"Tube Assembly,Suction(Outdoor)",0.0687,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10487C,RAC30599301-1,"Tube Assembly,Suction(Outdoor)",0.03775,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10487D,RAC30599301-1,"Tube Assembly,Suction(Outdoor)",0.0151,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10487E,RAC30599301-1,"Tube Assembly,Suction(Outdoor)",0.06115,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10570G,RAC30599301-1,"Tube Assembly,Capillary",0.01707,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10570H,RAC30599301-1,"Tube Assembly,Capillary",0.01707,0.0,라우팅ST(51/28)없음→재계산불가,
5211A10688A,RAC30599301-1,"Tube Assembly,Manifold(Outdoor)",0.00874,0.0,라우팅ST(51/28)없음→재계산불가,
5211A11604C-은납,RAC30599327,은납-SUB,0.0015,0.0,라우팅ST(51/28)없음→재계산불가,
5211A12001A,RAC30599301-1,"Tube Assembly,Condenser(Out)",0.01573,0.0,라우팅ST(51/28)없음→재계산불가,
5211A20133B,RAC30599301-1,"Tube Assembly,Capillary",0.00284,0.0,라우팅ST(51/28)없음→재계산불가,
5211A20459L-은납,RAC30599301-1,5211A20459L-SUB,0.006,0.0,라우팅ST(51/28)없음→재계산불가,
5211A21788A-3,RAC30599301-1,5211A21788A-3,0.00335,0.0,라우팅ST(51/28)없음→재계산불가,
5211A21789C,RAC30599301-1,"Tube Assembly,Tubing",0.00158,0.0,라우팅ST(51/28)없음→재계산불가,
5211A21812B-1-1,RAC30599301-1,5211A21812B-1-1,0.00495,0.0,라우팅ST(51/28)없음→재계산불가,"5211A21812B/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
5211A21904A,RAC30599301-1,"Tube Assembly,Connector",0.0003,0.0,라우팅ST(51/28)없음→재계산불가,
5211A21907C,RAC30599301-1,5211A21907C,0.0075,0.0,라우팅ST(51/28)없음→재계산불가,
5211A29904A,RAC30599301-1,5211A29904A,0.00142,0.0,라우팅ST(51/28)없음→재계산불가,
5425AP7108C,RAC30599301-1,"Tube Assembly,Capillary",0.0201,0.0,라우팅ST(51/28)없음→재계산불가,
AAA36923608,RAC31704701,Accessory Assembly,0.15,0.0,라우팅ST(51/28)없음→재계산불가,
AAA36923611,RAC31704702,Accessory Assembly,0.075,0.0,라우팅ST(51/28)없음→재계산불가,
AAA68954002,RAC31704701,Accessory Assembly,0.15,0.0,라우팅ST(51/28)없음→재계산불가,
AAA68954002-1,RAC31704701,Accessory Assembly,0.15,0.0,라우팅ST(51/28)없음→재계산불가,
AAB34431202,RAC30599301-1,Accumulator Assembly,0.00075,0.0,라우팅ST(51/28)없음→재계산불가,
AAB73710401,RAC30599301-1,Accumulator Assembly,0.00923,0.0,라우팅ST(51/28)없음→재계산불가,
AAB73710402,RAC30599301-1,Accumulator Assembly,0.00923,0.0,라우팅ST(51/28)없음→재계산불가,
ADM73210510,RAC30599301-1,Exchanger Assembly,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,
ADM74930506,RAC30599301-1,판형 열교환기(스웹),0.00249,0.0,라우팅ST(51/28)없음→재계산불가,
AFY73689501,RAC30599301-1,AFY73689501,0.00075,0.0,라우팅ST(51/28)없음→재계산불가,
AJJ32486325-9-1,RAC30599301-1,AJJ32486325-9-1,0.00874,0.0,라우팅ST(51/28)없음→재계산불가,
AJJ32486326,RAC30599301-1,Supporter Assembly,0.00439,0.0,라우팅ST(51/28)없음→재계산불가,
AJJ73799903,RAC30599301-1,Supporter Assembly,0.0043,0.0,라우팅ST(51/28)없음→재계산불가,
AJJ73898618,RAC30599301-1,Supporter Assembly,0.00335,0.0,라우팅ST(51/28)없음→재계산불가,
AJJ73898620,RAC30599301-1,Supporter Assembly,0.00335,0.0,라우팅ST(51/28)없음→재계산불가,
AJJ73898621,RAC30599301-1,Supporter Assembly,0.00335,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30008101-SUB,RAC30599301-1,AJR30008101-고주파,0.0153,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30009401-SUB,RAC30599301-1,은납-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30009401-SUB/ALL unit=0.0008 diam=9.52 (rule=parent-agg(self), exp=NA)"
AJR30011101-SUB,RAC30599301-1,AJR30011101-고주파,0.02145,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30011101/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30012012,RAC30599301-1,"Tube Assembly,Reverse",0.0132,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30012013,RAC30599301-1,"Tube Assembly,Reverse",0.0492,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027704-17-1,RAC30599301-1,유남정밀 Sub,0.0708,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30027704/RAC30599301-1 unit=0.0053 diam=31.75 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30027710-SUB1,RAC30599301-1,SUB,0.0153,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027710-SUB2,RAC30599301-1,SUB,0.0126,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027711-SUB,RAC30599301-1,고주파 SUB,0.0086,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027711-SUB1,RAC30599301-1,AJR30027711-SUB1 용접,0.0177,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027711-SUB2,RAC30599301-1,AJR30027711-SUB2 용접,0.0113,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027711-SUB3,RAC30599301-1,AJR30027711-SUB3 용접,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027712-SUB,RAC30599301-1,고주파 SUB,0.0086,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027712-SUB1,RAC30599301-1,AJR30027712-SUB1 용접,0.0336,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30027712-SUB2,RAC30599301-1,AJR30027712-SUB2 용접,0.0353,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30028405,RAC36134101,Tube Assembly,0.00066,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30028409,RAC36134101,Tube Assembly,0.00066,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30028411,RAC36134101,Tube Assembly,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30028411/ALL unit=0.0028 diam=22.0 (rule=parent-agg(self), exp=NA)"
AJR30037101-J67,RAC30599301-1,지그6,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30038101-12-1,RAC30599301-1,대원 SUB,0.0153,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30038101/RAC30599301-1 unit=0.00095 diam=12.7 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30038301-12-1,RAC30599301-1,대원 SUB,0.0075,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30038301/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30046402,RAC30599301-1,"Tube Assembly,Manifold(Outdoor)",0.0357,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30046902,RAC35117409,"Tube Assembly, Manifold(Outdoor)",2.0,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30046902,RAC35117401,"Tube Assembly, Manifold(Outdoor)",12.0,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30051301-3-1,RAC30599301-1,이젠터 sub,0.0024,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30051301/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30055501-SUB,RAC30599327,은납-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30055501/ALL unit=0.0008 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR30060701-16-1,RAC30599301-1,케이비 sub,0.0045,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30060701/RAC30599301-1 unit=0.00075 diam=5.0 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30077901-J&I,RAC30599327,태국 SUB,0.0015,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30077901-J&I/ALL unit=0.00084 diam=6.35 (rule=parent-agg(self), exp=NA)"
AJR30087001-4-1,RAC30599301-1,미래 Sub,0.0021,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30087001/RAC30599301-1 unit=0.000913 diam=15.88 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30089619-1-2(링),RAC30599301-1,중앙 Sub(+용접링),0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30100102,RAC30599301-1,"Tube Assembly, Capillary",0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30100102-은납,RAC30599327-1,은납 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30101601-20-1,RAC30599301-1,썬텍 SUB,0.012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30101601/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30105801,RAC30599327,Tube Assembly,0.0036,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30105801/ALL unit=0.00104 diam=15.88 (rule=parent-agg(self), exp=NA)"
AJR30106101,RAC30599327,"Tube Assembly, Expansion",0.0087,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30106101/ALL unit=0.000785 diam=4.76 (rule=parent-agg(self), exp=NA)"
AJR30107702,RAC30599301-1,"Tube Assembly, Manifold(Indoor)",0.0114,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30114001-은납,RAC30599327-1,은납-SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30125601-A-S-1,RAC30599301-1,STS SUB Assy,0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30125601-A-S-2,RAC30599301-1,STS SUB Assy,0.003,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30125601-A-S-3,RAC30599301-1,STS SUB Assy,0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30125601-A-S-5,RAC30599301-1,STS SUB Assy,0.0048,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30125601-STS-1,RAC30599301-1,STS Sub Assy,0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30125601-STS-2,RAC30599301-1,STS Sub Assy,0.003,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30125601-STS-3,RAC30599301-1,STS Sub Assy,0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30125601-STS-5,RAC30599301-1,STS Sub Assy,0.0048,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30133601-SUB,RAC30599301-1,고주파 SUB,0.0225,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30133603-12-1,RAC30599301-1,대원 sub,0.0084,0.0,라우팅ST(51/28)없음→재계산불가,"AJR30133603/RAC30599301-1 unit=0.002188 diam=22.0 (rule=exact(subvar/parent-norm), exp=NA)"
AJR30133603-SUB,RAC30599301-1,고주파 SUB,0.158,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30133701-A-S-2,RAC30599301-1,STS Sub Assy,0.05,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30133702-STS-1,RAC30599301-1,STS Sub Assy,1.0,0.0,라우팅ST(51/28)없음→재계산불가,
AJR30578502,RAC30599301-1,"Tube Assembly,Condenser(Out)",0.006,0.0,라우팅ST(51/28)없음→재계산불가,
AJR31790102,RAC30599301-1,"Tube Assembly,Reverse",0.01597,0.0,라우팅ST(51/28)없음→재계산불가,
AJR32564919,RAC30823003,"Tube Assembly,Return Bending",2.0,0.0,라우팅ST(51/28)없음→재계산불가,
AJR32564920,RAC30823003,"Tube Assembly,Return Bending",2.0,0.0,라우팅ST(51/28)없음→재계산불가,
AJR32674704-2-1,RAC30599301-1,AJR32674704-2-1,0.0023,0.0,라우팅ST(51/28)없음→재계산불가,
AJR32674707-2-1,RAC30599301-1,AJR32674707-2-1,0.0023,0.0,라우팅ST(51/28)없음→재계산불가,
AJR32674708-2-1,RAC30599301-1,AJR32674708-2-1,0.0023,0.0,라우팅ST(51/28)없음→재계산불가,
AJR32674708-S6-1,RAC30599301-1,사내 SUB,0.0023,0.0,라우팅ST(51/28)없음→재계산불가,
AJR32846402,RAC30599301-1,"Tube Assembly,Manifold(Outdoor)",0.0182,0.0,라우팅ST(51/28)없음→재계산불가,
AJR33664401,RAC30599301-1,"Tube Assembly,Capillary",0.00694,0.0,라우팅ST(51/28)없음→재계산불가,
AJR33796503-SUB,RAC30599327,체결 SUB,0.0024,0.0,라우팅ST(51/28)없음→재계산불가,"AJR33796503/ALL unit=0.0012 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR33796513-SUB,RAC30599327,사내 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR33796513/ALL unit=0.0008 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR33796526,RAC30599301-1,"Tube Assembly, Capillary",0.003,0.0,라우팅ST(51/28)없음→재계산불가,
AJR33796526-은납,RAC30599327-1,은납 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,
AJR34407805-SUB,RAC30599327,은납-SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,"AJR34407805/ALL unit=0.00118 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR34565405,RAC30599301-1,"Tube Assembly,Expansion",0.02,0.0,라우팅ST(51/28)없음→재계산불가,
AJR35724301,RAC30599301-1,"Tube Assembly,Condenser(Out)",0.0156,0.0,라우팅ST(51/28)없음→재계산불가,
AJR35948517,RAC30599301-1,Tube Assembly,0.02,0.0,라우팅ST(51/28)없음→재계산불가,
AJR36852209-은납,RAC30599327,AJR36852209-SUB,0.0015,0.0,라우팅ST(51/28)없음→재계산불가,
AJR36852211,RAC30599301-1,"Tube Assembly, Manifold",0.0015,0.0,라우팅ST(51/28)없음→재계산불가,"AJR36852211/ALL unit=0.001 diam=12.7 (rule=parent-agg(self), exp=NA)"
AJR36852706-12-1,RAC30599301-1,대원산업 Sub,0.0056,0.0,라우팅ST(51/28)없음→재계산불가,
AJR36904201-1,RAC30599301-1,AJR72937701하위 SUB,0.0016,0.0,라우팅ST(51/28)없음→재계산불가,
AJR52737625-4,RAC30599301-1,AJR52737625-4,0.00343,0.0,라우팅ST(51/28)없음→재계산불가,
AJR52737629,RAC30599301-1,AJR52737629,0.0047,0.0,라우팅ST(51/28)없음→재계산불가,
AJR53980903-3-1,RAC30599301-1,이젠터 SUB,0.0075,0.0,라우팅ST(51/28)없음→재계산불가,
AJR55707008-15-1,RAC30599301-1,도강월드텍 Sub,0.008,0.0,라우팅ST(51/28)없음→재계산불가,"AJR55707008/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR55707008-20-1,RAC30599301-1,썬텍 Sub,0.008,0.0,라우팅ST(51/28)없음→재계산불가,"AJR55707008/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR55707008-20-2,RAC30599301-1,썬텍 Sub,0.0024,0.0,라우팅ST(51/28)없음→재계산불가,"AJR55707008/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR55707008-3-1,RAC30599301-1,이젠터 Sub,0.0024,0.0,라우팅ST(51/28)없음→재계산불가,"AJR55707008/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR55707009-15-1,RAC30599301-1,도강월드텍 Sub,0.008,0.0,라우팅ST(51/28)없음→재계산불가,"AJR55707009/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR55829111-1,RAC30599301-1,Tube Assembly,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR55829111/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
AJR55908804,RAC30599301-1,"Tube Assembly,Reverse",0.00412,0.0,라우팅ST(51/28)없음→재계산불가,
AJR71429409,RAC30599301-1,"Tube Assembly,Reverse",0.005,0.0,라우팅ST(51/28)없음→재계산불가,
AJR71429418,RAC30599301-1,"Tube Assembly,Reverse",0.005,0.0,라우팅ST(51/28)없음→재계산불가,
AJR71429427,RAC30599301-1,"Tube Assembly,Reverse",0.005,0.0,라우팅ST(51/28)없음→재계산불가,
AJR71429433,RAC30599301-1,"Tube Assembly,Reverse",0.0051,0.0,라우팅ST(51/28)없음→재계산불가,
AJR71429433-3-1,RAC30599301-1,AJR71429433-3-1,0.00332,0.0,라우팅ST(51/28)없음→재계산불가,
AJR71429434,RAC30599301-1,"Tube Assembly,Reverse",0.00804,0.0,라우팅ST(51/28)없음→재계산불가,
AJR72586213,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.00225,0.0,라우팅ST(51/28)없음→재계산불가,
AJR72586221,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.00225,0.0,라우팅ST(51/28)없음→재계산불가,
AJR72586222,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.00225,0.0,라우팅ST(51/28)없음→재계산불가,
AJR72586225,RAC30599301-1,"Tube Assembly,Discharge(Outdoor)",0.0018,0.0,라우팅ST(51/28)없음→재계산불가,
AJR72942901-1,RAC30599301-1,AJR72937701 하위 SUB,0.009,0.0,라우팅ST(51/28)없음→재계산불가,"AJR72942901/RAC30599301-1 unit=0.0015 diam=9.52 (rule=exact(subvar/parent-norm), exp=NA)"
AJR72945005,RAC30599301-1,"Tube Assembly,Discharge",0.0022,0.0,라우팅ST(51/28)없음→재계산불가,
AJR72946403,RAC30599301-1,Tube Assembly,0.011,0.0,라우팅ST(51/28)없음→재계산불가,
AJR72946424,RAC30599301-1,Tube Assembly,0.011,0.0,라우팅ST(51/28)없음→재계산불가,
AJR72950704-7,RAC30599301-1,AJR72950704-7,0.005,0.0,라우팅ST(51/28)없음→재계산불가,"AJR72950704/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=NA)"
AJR72962401,RAC30599301,"Tube Assembly,Solenoide",0.00697,0.0,라우팅ST(51/28)없음→재계산불가,"AJR72962401/RAC30599301* unit=0.000822 diam=9.52 (rule=weld-variant(self), exp=NA)"
AJR73002902,RAC30599301,"Tube Assembly,Manifold(Outdoor)",0.00572,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73002902/RAC30599301* unit=0.000954 diam=6.35 (rule=weld-variant(self), exp=NA)"
AJR73063202-SUB,RAC30599327,사내 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73063202/ALL unit=0.0011 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR73064602-1,RAC30599301-1,AJR73064602-1,0.009,0.0,라우팅ST(51/28)없음→재계산불가,
AJR73069602-SUB,RAC30599327,사내 SUB,0.0012,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73069602/ALL unit=0.0008 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR73182701-2-1,RAC30599301-1,AJR73182701-2-1,0.0022,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73182701/RAC30599301-1 unit=0.00105 diam=4.76 (rule=exact(subvar/parent-norm), exp=NA)"
AJR73182701-3,RAC30599301-1,AJR73182701-3,0.0022,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73182701/RAC30599301-1 unit=0.00105 diam=4.76 (rule=exact(subvar/parent-norm), exp=NA)"
AJR73324406-은납,RAC30599327,AJR73324406-SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73324406/ALL unit=0.0019 diam=15.88 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR73327003-SUB,RAC30599327,사내 SUB,0.0018,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73327003/ALL unit=0.0017 diam=15.88 (rule=parent-agg(subvar/parent-norm), exp=NA)"
AJR73343201-5-1,RAC30599301-1,AJR73343201-5-1,0.002,0.0,라우팅ST(51/28)없음→재계산불가,"AJR73343201/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=NA)"
