parent_item,weld_item,item_name,use_qty,routing_st,reason,best_candidate
AJR73967516-7-1,RAC30599327,MTS SUB,0.0225,5.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73967516/ALL unit=0.001467 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=0.011)"
AJR73967517,RAC30599327,Tube Assembly,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73967517/ALL unit=0.0013 diam=6.35 (rule=parent-agg(self), exp=0.00195)"
AJR73967517-7-1,RAC30599327,MTS SUB,0.0225,5.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73967517/ALL unit=0.0013 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=0.00975)"
AJR73980317,RAC30599327,"Tube Assembly,Reverse",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73980317/ALL unit=0.00312 diam=22.0 (rule=parent-agg(self), exp=0.00468)"
AJR73980317-S1-5,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73980317-S1-5/ALL unit=0.00208 diam=22.0 (rule=parent-agg(self), exp=0.00312)"
AJR73980318,RAC30599327,"Tube Assembly,Reverse",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73980318/ALL unit=0.00312 diam=22.0 (rule=parent-agg(self), exp=0.00468)"
AJR73980318-S1-5,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73980318-S1-5/ALL unit=0.00208 diam=22.0 (rule=parent-agg(self), exp=0.00312)"
AJR73980319-S1-5,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73980319-S1-5/ALL unit=0.00208 diam=22.0 (rule=parent-agg(self), exp=0.00312)"
AJR73980324-S1-4,RAC30599327,사내 SUB,0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR73980324-S1-4/ALL unit=0.0011 diam=6.35 (rule=parent-agg(self), exp=0.00165)"
AJR74364902-9-1,RAC30599301-1,미래정밀 Sub,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74364902/RAC30599301-1 unit=0.001307 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.00196)"
AJR74364902-9-2,RAC30599301-1,미래정밀 Sub,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74364902/RAC30599301-1 unit=0.001307 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.00196)"
AJR74364902-9-3,RAC30599301-1,미래정밀 Sub,0.0083,11.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74364902/RAC30599301-1 unit=0.001307 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.02156)"
AJR74364902-9-4,RAC30599301-1,미래정밀 Sub,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74364902/RAC30599301-1 unit=0.001307 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.00196)"
AJR74364922-4-1,RAC30599301-1,미래 SUB,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74364922/RAC30599301-1 unit=0.000893 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.00134)"
AJR74364922-4-2,RAC30599301-1,SUB ASSY,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74364922/RAC30599301-1 unit=0.000893 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.00134)"
AJR74364922-4-3,RAC30599301-1,SUB ASSY,0.0083,11.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74364922/RAC30599301-1 unit=0.000893 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.01474)"
AJR74364922-4-4,RAC30599301-1,SUB ASSY,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74364922/RAC30599301-1 unit=0.000893 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.00134)"
AJR74365003-S1-2,RAC30599327,사내 SUB,0.0024,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365003-S1-2/ALL unit=0.00108 diam=6.35 (rule=parent-agg(self), exp=0.00486)"
AJR74365010-S1-2,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365010-S1-2/ALL unit=0.00108 diam=6.35 (rule=parent-agg(self), exp=0.00162)"
AJR74365011-S1-2,RAC30599327,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365011-S1-2/ALL unit=0.00108 diam=6.35 (rule=parent-agg(self), exp=0.00162)"
AJR74365101,RAC30599327,"Tube Assembly, Distributor",0.0162,15.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365101/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.018)"
AJR74365101-13-1,RAC30599327,SUB ASSY,0.0162,15.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365101-13-1/ALL unit=0.000788 diam=6.35 (rule=parent-agg(self), exp=0.01774)"
AJR74365202-S3-1,RAC30599301-1,사내 SUB,0.0051,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365202/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.005)"
AJR74365202-S3-2,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365202/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0025)"
AJR74365202-S3-3,RAC30599301-1,사내 SUB,0.0033,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365202/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0075)"
AJR74365202-S3-4,RAC30599301-1,사내 SUB,0.0015,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365202/RAC30599301-1 unit=0.001667 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0075)"
AJR74365205-S3-1,RAC30599301-1,사내 SUB,0.0051,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365205/RAC30599301-1 unit=0.001767 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.0053)"
AJR74365205-S3-2,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365205/RAC30599301-1 unit=0.001767 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.00265)"
AJR74365205-S3-3,RAC30599301-1,사내 SUB,0.0033,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74365205/RAC30599301-1 unit=0.001767 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.00795)"
AJR74424612-1-1,RAC30599301-1,중앙 SUB,0.0033,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74424612/RAC30599301-1 unit=0.00095 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.0057)"
AJR74465905,RAC30599327,1-way 표준화 제품,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74465905/ALL unit=0.000733 diam=4.76 (rule=parent-agg(self), exp=0.0011)"
AJR74465906,RAC30599327,1-way 표준화 제품,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74465906/ALL unit=0.000733 diam=4.76 (rule=parent-agg(self), exp=0.0011)"
AJR74522901-1,RAC30599301-1,AJR74522901-1,0.01248,14.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74522901/RAC30599301-1 unit=0.000975 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.02048)"
AJR74803513,RAC30599327,Condenser SUB,0.00435,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74803513/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0048)"
AJR74803545-4-1,RAC30599301-1,미래정밀Sub,0.0081,5.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74803545/RAC30599301-1 unit=0.000956 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.00717)"
AJR74843702,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.003,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74843702/ALL unit=0.00124 diam=7.94 (rule=parent-agg(self), exp=0.00372)"
AJR74844101,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74844101/ALL unit=0.000829 diam=6.35 (rule=parent-agg(self), exp=0.00124)"
AJR74844102,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0027,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74844102/ALL unit=0.000833 diam=6.35 (rule=parent-agg(self), exp=0.0025)"
AJR74844302,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.003,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74844302/ALL unit=0.001133 diam=6.35 (rule=parent-agg(self), exp=0.0034)"
AJR74942623-2-1,RAC30599327,소신 SUB,0.0042,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74942623/ALL unit=0.0008 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=0.0048)"
AJR74942627-4-1,RAC30599327,AJR74942617 sub,0.00335,5.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74942627/ALL unit=0.0008 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.006)"
AJR74942632-12-1,RAC30599327,대원 SUB,0.00645,6.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74942632/ALL unit=0.0008 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.0072)"
AJR74942632-2-1,RAC30599327,고압 황동  SUB,0.00525,5.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74942632/ALL unit=0.0008 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.006)"
AJR74942632-R-1,RAC30599327,고압 황동  SUB,0.00525,5.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74942632/ALL unit=0.0008 diam=9.52 (rule=parent-agg(subvar/parent-norm), exp=0.006)"
AJR74942730-3-1,RAC30599301-1,SUB ASSY,0.00528,7.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74942730/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.0105)"
AJR74943201,RAC30599301-1,"Tube Assembly,Manifold(Indoor)",0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74943201/ALL unit=0.0012 diam=15.88 (rule=parent-agg(self), exp=0.0018)"
AJR74962906,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74962906/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR74983904-12-1,RAC30599301-1,대원 SUB,0.0141,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74983904/RAC30599301-1 unit=0.006725 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.02017)"
AJR74983905-12-5,RAC30599301-1,대원 SUB,0.02565,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74983905/RAC30599301-1 unit=0.0085 diam=31.75 (rule=exact(subvar/parent-norm), exp=0.03825)"
AJR74983910-12-1,RAC30599301-1,대원 SUB,0.0141,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74983910/RAC30599301-1 unit=0.0071 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.0213)"
AJR74984303-1-4,RAC30599301-1,중앙 SUB,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74984303/RAC30599301-1 unit=0.0058 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.0087)"
AJR74984303-13-3,RAC30599301-1,엠케이 SUB,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74984303/RAC30599301-1 unit=0.0058 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.0087)"
AJR74984303-13-4,RAC30599301-1,엠케이 SUB,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74984303/RAC30599301-1 unit=0.0058 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.0087)"
AJR74984304-13-1,RAC30599301-1,엠케이 SUB,0.0168,14.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74984304/RAC30599301-1 unit=0.0058 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.1218)"
AJR74984305-13-1,RAC30599301-1,엠케이 SUB,0.02115,11.0,부모존재_후보재현실패(관경/용접봉발산),"AJR74984305/RAC30599301-1 unit=0.00615 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.10148)"
AJR75062906-13-1,RAC30599327,엠케이 SUB,0.012,11.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75062906/ALL unit=0.001 diam=12.7 (rule=parent-agg(subvar/parent-norm), exp=0.0165)"
AJR75062906-13-1,RAC30599301-1,엠케이 SUB,0.0117,11.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75062906/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.0165)"
AJR75142604,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.001,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75142604/ALL unit=0.0013 diam=7.94 (rule=parent-agg(self), exp=0.00195)"
AJR75183101,RAC30599327,AJR75183101,0.0015,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75183101/ALL unit=0.00075 diam=6.35 (rule=parent-agg(self), exp=0.00113)"
AJR75243005,RAC30599327,사내 저압 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75243005/ALL unit=0.000725 diam=4.76 (rule=parent-agg(self), exp=0.00109)"
AJR75462802-14-1,RAC30599301-1,JS ENG SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462802/RAC30599301-1 unit=0.00106 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.00159)"
AJR75462802-14-2,RAC30599301-1,JS ENG SUB,0.0051,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462802/RAC30599301-1 unit=0.00106 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.00318)"
AJR75462802-S3-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462802/RAC30599301-1 unit=0.00106 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.00159)"
AJR75462802-S3-2,RAC30599301-1,사내 SUB,0.0051,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462802/RAC30599301-1 unit=0.00106 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.00318)"
AJR75462802-S3-3,RAC30599301-1,사내 SUB,0.0027,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462802/RAC30599301-1 unit=0.00106 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.00318)"
AJR75462803-S3-1,RAC30599301-1,사내 SUB,0.0012,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462803/RAC30599301-1 unit=0.0021 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.00945)"
AJR75462803-S3-2,RAC30599301-1,사내 SUB,0.0051,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462803/RAC30599301-1 unit=0.0021 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0063)"
AJR75462803-S3-3,RAC30599301-1,사내 SUB,0.0027,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462803/RAC30599301-1 unit=0.0021 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0063)"
AJR75462803-S3-4,RAC30599301-1,사내 SUB,0.0078,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75462803/RAC30599301-1 unit=0.0021 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.00945)"
AJR75463101-1-2,RAC30599301-1,중앙 SUB,0.002,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75463101/RAC30599301-1 unit=0.0008 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0024)"
AJR75463302-9-1,RAC30599301-1,진성 SUB,0.01735,21.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75463302/RAC30599301-1 unit=0.0071 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.22365)"
AJR75463302-9-2,RAC30599301-1,진성 SUB,0.01815,10.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75463302/RAC30599301-1 unit=0.0071 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.1065)"
AJR75463303-9-1,RAC30599301-1,진성 SUB,0.0166,20.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75463303/RAC30599301-1 unit=0.003525 diam=22.0 (rule=exact(subvar/parent-norm), exp=0.10575)"
AJR75463303-9-2,RAC30599301-1,진성 SUB,0.0153,10.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75463303/RAC30599301-1 unit=0.003525 diam=22.0 (rule=exact(subvar/parent-norm), exp=0.05287)"
AJR75463304-9-1,RAC30599301-1,AJR75463304-9-1,0.01735,21.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75463304/RAC30599301-1 unit=0.0057 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.17955)"
AJR75463304-9-2,RAC30599301-1,진성 SUB,0.01785,10.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75463304/RAC30599301-1 unit=0.0057 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.0855)"
AJR75463304-9-4,RAC30599301-1,AJR75463304-9-4,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75463304/RAC30599301-1 unit=0.0057 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.00855)"
AJR75464301,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0015,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75464301/ALL unit=0.000829 diam=6.35 (rule=parent-agg(self), exp=0.00124)"
AJR75483602-3-1,RAC30599301-1,SUB용접,0.0025,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75483602/RAC30599301-1 unit=0.0011 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.00495)"
AJR75483701-1-1,RAC30599301-1,AJR75483701-1-1,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75483701/RAC30599301-1 unit=0.0047 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.00705)"
AJR75483701-1-2,RAC30599301-1,AJR75483701-1-2,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75483701/RAC30599301-1 unit=0.0047 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.00705)"
AJR75483701-13-2,RAC30599301-1,AJR75483701-13-2,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75483701/RAC30599301-1 unit=0.0047 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.00705)"
AJR75483701-13-3,RAC30599301-1,엠케이 SUB,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75483701/RAC30599301-1 unit=0.0047 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.00705)"
AJR75483702-1-1,RAC30599301-1,AJR75483702-1-1,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75483702/RAC30599301-1 unit=0.003525 diam=22.0 (rule=exact(subvar/parent-norm), exp=0.00529)"
AJR75483702-1-2,RAC30599301-1,AJR75483702-1-2,0.0008,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75483702/RAC30599301-1 unit=0.003525 diam=22.0 (rule=exact(subvar/parent-norm), exp=0.00529)"
AJR75544201-3-1,RAC30599301-1,이젠터 SUB,0.002,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75544201/RAC30599301-1 unit=0.001 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.003)"
AJR75544201-4-1,RAC30599301-1,SUB 용접,0.00248,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75544201/RAC30599301-1 unit=0.001 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.003)"
AJR75544223-4-1,RAC30599301-1,SUB ASSY,0.00248,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75544223/RAC30599301-1 unit=0.001483 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.00445)"
AJR75544505-15-1,RAC30599301-1,SUB ASSY,0.0069,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75544505/RAC30599301-1 unit=0.0019 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.00855)"
AJR75563003,RAC30599327,Tube Assembly,0.01785,11.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75563003/ALL unit=0.001 diam=4.76 (rule=parent-agg(self), exp=0.0165)"
AJR75563402-J&I,RAC30599327,태국 SUB,0.0015,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75563402-J&I/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR75563501-12-1,RAC30599301-1,대원 SUB,0.0021,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75563501/RAC30599301-1 unit=0.0008 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.0048)"
AJR75563502-12-4,RAC30599327,대원 SUB,0.0033,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75563502/ALL unit=0.0008 diam=6.35 (rule=parent-agg(subvar/parent-norm), exp=0.0036)"
AJR75625401-7-1,RAC30599327,AJR75625401-7-1,0.0002,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75625401/ALL unit=0.002233 diam=19.05 (rule=parent-agg(subvar/parent-norm), exp=0.0067)"
AJR75724101-1-1,RAC30599301-1,중앙 SUB,0.002,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75724101/RAC30599301-1 unit=0.0013 diam=9.52 (rule=exact(subvar/parent-norm), exp=0.0039)"
AJR75747604,RAC30599327,고압부 SUB ASSY,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75747604/ALL unit=0.000733 diam=5.0 (rule=parent-agg(self), exp=0.0011)"
AJR75802501-1-1,RAC30599301-1,중앙 SUB,0.0016,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75802501/RAC30599301-1 unit=0.0011 diam=6.35 (rule=exact(subvar/parent-norm), exp=0.0033)"
AJR75802609,RAC30599327,Tube Assembly,0.0141,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR75802609/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0024)"
AJR76166402-S5-1,RAC30599301-1,사내 SUB,0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76166402/RAC30599301-1 unit=0.0058 diam=28.0 (rule=exact(subvar/parent-norm), exp=0.0087)"
AJR76462629,RAC30599327,Tube Assembly,0.0024,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462629/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR76462710,RAC30599327,ADM73210506 SUB,0.01185,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462710/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=0.0165)"
AJR76462711,RAC30599327,ADM73210506 SUB,0.00885,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462711/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0024)"
AJR76462717,RAC30599327,Tube Assembly,0.00885,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462717/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0024)"
AJR76462718,RAC30599327,Tube Assembly,0.01185,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462718/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0048)"
AJR76462719,RAC30599327,Tube Assembly,0.01185,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462719/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=0.0165)"
AJR76462720,RAC30599327,Tube Assembly,0.00885,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462720/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0024)"
AJR76462727,RAC30599327,Tube Assembly,0.0108,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462727/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0024)"
AJR76462729,RAC30599327,Tube Assembly,0.0096,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462729/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0036)"
AJR76462731-7-1,RAC30599327,MTS 판형 SUB,0.00705,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462731-7-1/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR76462732,RAC30599327,판형 SUB 부품,0.01185,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462732/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=0.0165)"
AJR76462733,RAC30599327,판형 SUB 부품,0.01185,4.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462733/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=0.0165)"
AJR76462734-7-1,RAC30599327,MTS SUB,0.00705,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462734-7-1/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR76462736,RAC30599327,판형 SUB,0.0042,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462736/ALL unit=0.0008 diam=6.35 (rule=parent-agg(self), exp=0.0012)"
AJR76462903,RAC30599327,판형 수배관 SUB,0.00705,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462903/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=0.00413)"
AJR76462903,RAC30599328,판형 수배관 SUB,0.0057,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76462903/ALL unit=0.00275 diam=6.35 (rule=parent-agg(self), exp=0.00413)"
AJR76523009-7-1,RAC30599327,SUB ASSY,0.0036,3.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76523009/ALL unit=0.00092 diam=12.7 (rule=parent-agg(subvar/parent-norm), exp=0.00414)"
AJR76545301-7-1,RAC30599301-1,MTS SUB,0.001,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76545301/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.0015)"
AJR76742306,RAC30599327,"Tube Assembly,Manifold(Indoor)",0.0012,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76742306/ALL unit=0.001167 diam=9.52 (rule=parent-agg(self), exp=0.00175)"
AJR76823101-S1-2,RAC30599327,사내 SUB,0.00165,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76823101-S1-2/ALL unit=0.001143 diam=9.52 (rule=parent-agg(self), exp=0.00171)"
AJR76902304-S1-2,RAC30599327,사내 SUB,0.0018,1.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76902304-S1-2/ALL unit=0.00154 diam=6.35 (rule=parent-agg(self), exp=0.00231)"
AJR76982501-12-2,RAC30599301-1,SUB ASSY,0.0036,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR76982501/RAC30599301-1 unit=0.00108 diam=15.88 (rule=exact(subvar/parent-norm), exp=0.00324)"
AJR77167310-7-1,RAC30599327,MTS SUB,0.0024,2.0,부모존재_후보재현실패(관경/용접봉발산),"AJR77167310/ALL unit=0.00095 diam=12.7 (rule=parent-agg(subvar/parent-norm), exp=0.00285)"
AJR77171201-15-1,RAC30599301-1,도강 SUB,0.0105,10.0,부모존재_후보재현실패(관경/용접봉발산),"AJR77171201/RAC30599301-1 unit=0.001 diam=12.7 (rule=exact(subvar/parent-norm), exp=0.015)"
